,Unnamed: 0,title,meta,id,artist,artist_factor,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence,speechiness,loudness,label
2434,2434,Save The World,spotify:track:65hRZOQkVjmBdusz1N7aOv,65hRZOQkVjmBdusz1N7aOv,Swedish House Mafia,98,0.507,0.665,0,1,0.0144,0,126.879,0.4,0.0474,-7.598,party
2488,3081,Baby-Baby-Baby,spotify:track:1zTuB57LYZa7xu7KUH8kF0,1zTuB57LYZa7xu7KUH8kF0,TLC,954,0.679,0.597,11,0,0.0913,0.0006730000000000001,184.174,0.9,0.0439,-8.601,angry
911,1140,Little Love,spotify:track:34MI5WgHZyRNZXPUhf7Ggb,34MI5WgHZyRNZXPUhf7Ggb,Gabriel Kahane,499,0.39899999999999997,0.047,7,1,0.986,0.00775,80.998,0.271,0.0485,-17.162,sad
4489,4489,Sweet Caroline,spotify:track:62AuGbAkt8Ox2IrFFb8GKV,62AuGbAkt8Ox2IrFFb8GKV,Neil Diamond,858,0.529,0.127,11,1,0.611,0.000109,63.05,0.578,0.0274,-16.066,party
1219,1554,6,spotify:track:5DqwziN7E9MduNZ2m8D7aK,5DqwziN7E9MduNZ2m8D7aK,furino,634,0.59,0.615,2,1,0.894,0.899,139.857,0.518,0.4,-8.495,sad
1584,1913,Stick Out,spotify:track:0jakaHRU7ubOzJTseh6tJu,0jakaHRU7ubOzJTseh6tJu,Pouya,686,0.77,0.853,10,0,0.0042,0.0009609999999999999,164.037,0.615,0.221,-3.8489999999999998,angry
2375,2963,The Promise,spotify:track:4D6jdqqYJGpSDopKbwUNEL,4D6jdqqYJGpSDopKbwUNEL,In This Moment,405,0.354,0.96,9,0,0.0654,0.0,150.056,0.15,0.0869,-2.975,angry
1145,1286,My Curse,spotify:track:6zKF4293k44ItKWJJgrhXv,6zKF4293k44ItKWJJgrhXv,Killswitch Engage,449,0.19699999999999998,0.956,10,0,7.609999999999999e-05,0.00992,177.018,0.209,0.0663,-2.908,angry
11589,11589,Dior,spotify:track:79s5XnCN4TJKTVMSmOx8Ep,79s5XnCN4TJKTVMSmOx8Ep,Pop Smoke,188,0.548,0.805,7,1,0.212,0.000389,142.094,0.648,0.351,-5.732,party
807,807,Yeah!,spotify:track:2PkeVPcL32LA96cK5ySC3c,2PkeVPcL32LA96cK5ySC3c,Usher,103,0.895,0.795,2,1,0.0219,0,105.004,0.574,0.0977,-4.693,party
320,322,My Name Is Human,spotify:track:1euszbbvkUzQzIhZUWFmXG,1euszbbvkUzQzIhZUWFmXG,Highly Suspect,168,0.515,0.698,2,0,5.7100000000000006e-05,8.640000000000001e-05,139.96,0.19399999999999998,0.0279,-5.572,angry
831,903,Song of the South,spotify:track:4uUwD0uYzIDjKMKQglzmD2,4uUwD0uYzIDjKMKQglzmD2,Alabama,379,0.486,0.647,9,1,0.18899999999999997,0.0,162.218,0.628,0.0337,-8.066,angry
2029,2641,Silence (Single Edit),spotify:track:5XYtJZ9wni1VDb7YHDEEpm,5XYtJZ9wni1VDb7YHDEEpm,Delerium,1006,0.523,0.705,9,0,0.21899999999999997,0.00278,97.921,0.32,0.0327,-8.076,sad
535,567,I Stand Alone,spotify:track:6pGJTJaExyKwwXBmcoyVlY,6pGJTJaExyKwwXBmcoyVlY,Godsmack,149,0.21100000000000002,0.9209999999999999,0,1,4.51e-05,0.0,171.9,0.35100000000000003,0.0729,-4.468,angry
509,596,Death with Dignity,spotify:track:4fpEuKIzTLmMJnYwFU0oqr,4fpEuKIzTLmMJnYwFU0oqr,Sufjan Stevens,279,0.51,0.16,4,1,0.986,0.017,170.063,0.38299999999999995,0.0395,-21.03,sad
707,753,Brokenhearted,spotify:track:4urcG6Nfubqsuqy3juMjBi,4urcG6Nfubqsuqy3juMjBi,Karmin,331,0.765,0.765,1,0,0.00765,3.82e-06,120.001,0.8859999999999999,0.0585,-2.7319999999999998,angry
944,1173,Kolokani,spotify:track:2Sg0ITLH5edMAsklGSpAvP,2Sg0ITLH5edMAsklGSpAvP,Rokia Traoré,525,0.655,0.147,7,1,0.956,0.0,126.985,0.7120000000000001,0.0439,-14.61,sad
616,721,I Wanna Go Down With You,spotify:track:7aDX6FMpAW6WFEWiKJnXKe,7aDX6FMpAW6WFEWiKJnXKe,Russ,54,0.5329999999999999,0.21,0,1,0.889,0.0,140.34,0.4,0.038,-12.402000000000001,sad
4376,4376,hot girl bummer,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,7aiClxsDWFRQ0Kzk5KI5ku,blackbear,237,0.778,0.559,6,0,0.128,0,129.989,0.678,0.0776,-7.109,party
1600,2003,We Don't Talk Anymore - Attom Remix,spotify:track:58ENoZ4jRR0tnHPagOwYqk,58ENoZ4jRR0tnHPagOwYqk,Charlie Puth,814,0.685,0.672,1,0,0.0869,5.539999999999999e-05,100.009,0.335,0.102,-7.236000000000001,sad
2465,2465,Din soldat,spotify:track:3zdv56EdfZi0ydbAZqbQ3M,3zdv56EdfZi0ydbAZqbQ3M,Albin Johnsén,1095,0.741,0.916,9,1,0.174,0,130.05,0.79,0.185,-2.47,party
3968,3968,Mafiosa (feat. Caroliina),spotify:track:0WxiQqTcK3ZErx2mMWgtm6,0WxiQqTcK3ZErx2mMWgtm6,Lartiste,1697,0.867,0.724,6,1,0.258,0,128.97,0.757,0.0978,-4.266,party
959,1041,The Monster,spotify:track:72gGeQ0dZ7E8RlBeNJNJkb,72gGeQ0dZ7E8RlBeNJNJkb,Eminem,23,0.785,0.86,9,1,0.0556,0.0,110.04799999999999,0.623,0.0794,-3.642,angry
6051,6051,Billie Jean,spotify:track:5ChkMS8OtdzJeqyybCc9R5,5ChkMS8OtdzJeqyybCc9R5,Michael Jackson,249,0.92,0.654,11,0,0.0236,0.0158,117.046,0.847,0.0401,-3.051,party
2090,2595,The Way Life Goes (feat. Oh Wonder),spotify:track:2eAZfqOm4EnOF9VvN50Tyc,2eAZfqOm4EnOF9VvN50Tyc,Lil Uzi Vert,45,0.703,0.757,1,1,0.617,0.0,82.008,0.696,0.05,-3.612,angry
1000,1282,Killuminati (feat. Foreign Teck),spotify:track:4jrQ6PZoSYblXYlgXFkUYk,4jrQ6PZoSYblXYlgXFkUYk,YNW Melly,48,0.601,0.528,6,0,0.303,0.0,172.141,0.621,0.375,-7.0729999999999995,sad
1895,1895,Mariana,spotify:track:1omsGCyXOwY4zk6VuhxRuE,1omsGCyXOwY4zk6VuhxRuE,Gallina Pintadita,890,0.828,0.797,11,1,0.428,0,141.082,0.967,0.0406,-5.129,party
2011,2623,Echoes in Rain,spotify:track:0SnuyyC6tCDAdCfrgc9OeF,0SnuyyC6tCDAdCfrgc9OeF,Enya,654,0.693,0.396,9,1,0.826,0.8029999999999999,93.875,0.499,0.0298,-9.427999999999999,sad
2323,2910,Returns,spotify:track:2uEuo87JC9tc1dzmPUtOxj,2uEuo87JC9tc1dzmPUtOxj,NF,337,0.653,0.828,5,0,0.406,0.0,75.684,0.7090000000000001,0.312,-4.502,angry
11693,11693,Startender (feat. Offset and Tyga),spotify:track:6uSSupG4TMu3vW8QgynAB6,6uSSupG4TMu3vW8QgynAB6,A Boogie Wit da Hoodie,147,0.736,0.622,6,0,0.0235,0,191.971,0.506,0.133,-4.653,party
1419,1691,Going Bad (feat. Drake),spotify:track:2IRZnDFmlqMuOrYOLnZZyc,2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,30,0.889,0.496,4,0,0.259,0.0,86.00299999999999,0.544,0.0905,-6.365,angry
2298,2885,Bad Energy,spotify:track:7d94IqWX2UmSKMGUYSGFJG,7d94IqWX2UmSKMGUYSGFJG,Juice WRLD,659,0.654,0.452,7,1,0.17,0.0,138.034,0.532,0.0439,-6.36,angry
1137,1275,So Far Away,spotify:track:6FOpPA0a80RuBqqgDozvja,6FOpPA0a80RuBqqgDozvja,Staind,280,0.40700000000000003,0.8959999999999999,6,1,0.012,0.0,138.697,0.156,0.063,-2.935,angry
9975,9975,Game Time (feat. Sage the Gemini),spotify:track:2gZy1KFFKUgw3IbRNhZEz3,2gZy1KFFKUgw3IbRNhZEz3,Flo Rida,93,0.72,0.814,7,1,0.0208,0.00298,91.99,0.503,0.0488,-4.533,party
8417,8417,Still Fly,spotify:track:563vSy3HB5NHxel1VGQCW6,563vSy3HB5NHxel1VGQCW6,Big Tymers,3158,0.675,0.607,11,1,0.0302,8.97e-06,177.928,0.56,0.162,-3.538,party
3054,3959,I’ll Still Have Me,spotify:track:71HEg3bYLyMAxHuJ3a6KIM,71HEg3bYLyMAxHuJ3a6KIM,Cyn,1466,0.604,0.27699999999999997,2,1,0.915,1.82e-05,82.92200000000001,0.22,0.0286,-8.249,sad
967,1055,Do What U Want,spotify:track:135zhqmxmJITfYf0dEA6S0,135zhqmxmJITfYf0dEA6S0,Lady Gaga,340,0.7879999999999999,0.812,6,0,0.3,6.26e-06,97.48200000000001,0.55,0.0647,-4.373,angry
852,924,Watching You,spotify:track:5OusUgzHz6Ulb3GZT7WUo5,5OusUgzHz6Ulb3GZT7WUo5,Rodney Atkins,371,0.625,0.848,2,1,0.105,0.0,137.993,0.716,0.0314,-4.008,angry
3629,4746,Us Ft. Lil Peep & Lil Tracy,spotify:track:3XKa4VMFriRm30shwMzdrM,3XKa4VMFriRm30shwMzdrM,SinceWhen,1651,0.5710000000000001,0.58,5,1,0.0128,0.0,149.127,0.0607,0.0379,-5.973,sad
4024,5286,Cry Cry,spotify:track:2WuCEjpBwOa1b77sXPSCSH,2WuCEjpBwOa1b77sXPSCSH,T-ARA,1800,0.7909999999999999,0.85,6,0,0.134,0.0591,114.98299999999999,0.875,0.0467,-2.307,sad
2931,3782,Quimica Brutal,spotify:track:0IWi4J9nI9HWOKytcaRqci,0IWi4J9nI9HWOKytcaRqci,Mon Band,1413,0.632,0.555,7,1,0.00331,1.91e-06,124.988,0.466,0.0271,-11.036,sad
2561,2561,Fem Komma Tvåan,spotify:track:0BZSYucujCLGXwugCTbjMj,0BZSYucujCLGXwugCTbjMj,Bolaget,749,0.577,0.435,11,0,0.504,0,145.028,0.268,0.18,-14.219,party
1399,1671,After Party,spotify:track:527k23H0A4Q0UJN3vGs0Da,527k23H0A4Q0UJN3vGs0Da,Don Toliver,596,0.629,0.6920000000000001,5,1,0.00981,0.331,162.94799999999998,0.45299999999999996,0.0376,-8.045,angry
1801,1801,Are You Gonna Be My Girl,spotify:track:305WCRhhS10XUcH6AEwZk6,305WCRhhS10XUcH6AEwZk6,Jet,853,0.613,0.953,2,1,0.00148,0.000582,105.046,0.537,0.0855,-3.435,party
6923,6923,THE BADDEST,spotify:track:2V4Fx72svQRxrFvNT1eq5f,2V4Fx72svQRxrFvNT1eq5f,K/DA,2672,0.676,0.857,10,0,0.0215,0,149.981,0.717,0.0438,-4.368,party
10805,10805,Gold Digger,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,1PS1QMdUqOal0ai3Gt7sDQ,Kanye West,162,0.629,0.696,1,0,0.0195,0,93.034,0.623,0.348,-5.572,party
9007,9007,Show Me Love,spotify:track:0DDclhNOGbcqCXZL1UiQpi,0DDclhNOGbcqCXZL1UiQpi,Anababy,3231,0.623,0.626,7,1,0.327,0,129.809,0.186,0.0729,-6.957,party
2465,3159,Feelings,spotify:track:4Ui9D6lrNFARfp3Xwv9WVi,4Ui9D6lrNFARfp3Xwv9WVi,Teqkoi,125,0.42,0.153,11,1,0.948,0.569,84.146,0.59,0.0573,-18.428,sad
733,878,Long Gone,spotify:track:17Cs25j5Ui6X6W4Hk1kAyC,17Cs25j5Ui6X6W4Hk1kAyC,Juice WRLD,47,0.794,0.45899999999999996,7,1,0.20800000000000002,7.17e-06,149.033,0.266,0.0941,-7.404,sad
8120,8120,Dj Waley Babu (feat. Aastha Gill),spotify:track:2SRv30X7NoYRZB62dX0UzH,2SRv30X7NoYRZB62dX0UzH,Badshah,2738,0.959,0.606,1,1,0.345,0,110.0,0.783,0.219,-5.754,party
1500,1810,Rooftops,spotify:track:6WPvFsp74BokXCONd5Xm4l,6WPvFsp74BokXCONd5Xm4l,lostprophets,650,0.32,0.812,4,0,5.2900000000000005e-05,0.0,177.94,0.282,0.0415,-4.72,angry
2818,2818,Touch Me (I Want Your Body),spotify:track:13s6dCsNpSZflwVu2uzzPi,13s6dCsNpSZflwVu2uzzPi,Samantha Fox,1202,0.664,0.679,9,0,0.154,0.000307,104.851,0.722,0.0298,-9.08,party
9202,9202,Noticed,spotify:track:7d6XJZjnm7iWcKwYL9z5kC,7d6XJZjnm7iWcKwYL9z5kC,Lil Mosey,917,0.699,0.558,11,1,0.462,0,79.992,0.493,0.0603,-7.622,party
1074,1179,Click Click Boom,spotify:track:2CGDxXXYbkPOyRXHzQbqkT,2CGDxXXYbkPOyRXHzQbqkT,Saliva,167,0.609,0.935,6,1,0.0029,0.000359,95.95700000000001,0.498,0.0479,-2.9410000000000003,angry
1163,1307,Even Flow,spotify:track:6QewNVIDKdSl8Y3ycuHIei,6QewNVIDKdSl8Y3ycuHIei,Pearl Jam,457,0.39399999999999996,0.9440000000000001,10,0,0.0017800000000000001,4.54e-06,105.338,0.265,0.0761,-6.506,angry
158,158,Pound The Alarm,spotify:track:0jaFadjn9PwHr8ZcqhZmAH,0jaFadjn9PwHr8ZcqhZmAH,Nicki Minaj,86,0.736,0.848,1,0,0.041,4.96e-06,124.987,0.624,0.068,-3.635,party
3554,3554,Wicked and Bad (feat. Jaykae),spotify:track:1avnodqhko2pktfmWJTrLk,1avnodqhko2pktfmWJTrLk,Tom Zanetti,1550,0.872,0.653,11,0,0.00324,1.52e-06,124.009,0.738,0.0865,-6.251,party
2617,3256,Public Apology,spotify:track:6APDWZOa1ezOYFkFcOJ4pT,6APDWZOa1ezOYFkFcOJ4pT,Attila,1017,0.5820000000000001,0.951,10,0,0.0008119999999999999,0.001,94.054,0.467,0.251,-4.074,angry
2686,3337,Caraphernelia,spotify:track:2G8PweZBBwTpyP8vpNQJK2,2G8PweZBBwTpyP8vpNQJK2,Pierce The Veil,421,0.531,0.9840000000000001,3,0,0.0017,1.13e-05,107.036,0.386,0.0652,-3.767,angry
2262,2836,Cutting Ties,spotify:track:6lJ5aSxKHCwNBoWkZT3JeJ,6lJ5aSxKHCwNBoWkZT3JeJ,6LACK,906,0.792,0.605,2,1,0.00881,4.2499999999999996e-05,139.917,0.239,0.0393,-6.566,angry
940,1169,This Belongs to You,spotify:track:0wWKjgpc4pU1CMf9ARayKS,0wWKjgpc4pU1CMf9ARayKS,Pat Metheny,489,0.353,0.18100000000000002,4,0,0.966,0.406,80.91199999999999,0.13699999999999998,0.0431,-14.609000000000002,sad
1331,1666,These Final Words,spotify:track:3rFKhrhIwi1rnLjK2Zagn3,3rFKhrhIwi1rnLjK2Zagn3,Fractured Light Music,672,0.157,0.128,10,0,0.958,0.919,74.389,0.0374,0.0342,-19.137999999999998,sad
1838,2329,Affection,spotify:track:7MdZQXUBijQxcBkYz4G1Z5,7MdZQXUBijQxcBkYz4G1Z5,Jinsang,759,0.698,0.193,1,1,0.914,0.937,84.03,0.607,0.0902,-15.01,sad
123,123,"Shook Ones, Pt. II",spotify:track:33ZXjLCpiINn8eQIDYEPTD,33ZXjLCpiINn8eQIDYEPTD,Mobb Deep,74,0.763,0.7859999999999999,10,0,0.0146,0.0114,93.85700000000001,0.504,0.22899999999999998,-6.472,angry
3375,4364,The Package,spotify:track:48ZqiKc9qMhrOTMctjwYOw,48ZqiKc9qMhrOTMctjwYOw,A Perfect Circle,1562,0.765,0.39799999999999996,9,1,0.00364,0.725,123.887,0.15,0.0359,-10.538,sad
228,229,It's On!,spotify:track:2tWZPmx1opnM5brr7TFM76,2tWZPmx1opnM5brr7TFM76,Korn,144,0.41200000000000003,0.792,11,0,0.000877,0.013999999999999999,91.384,0.235,0.174,-7.335,angry
5957,5957,Moonlight,spotify:track:0A5gdlrpAuQqZ2iFgnqBFW,0A5gdlrpAuQqZ2iFgnqBFW,Gaullin,2359,0.813,0.761,10,0,0.0529,0.0119,124.957,0.29,0.085,-5.687,party
1083,1198,Enemies,spotify:track:1SDl9wY1MqbpJQW0yKEWxL,1SDl9wY1MqbpJQW0yKEWxL,Shinedown,104,0.507,0.966,1,1,0.00159,0.0,136.035,0.502,0.046,-2.635,angry
9006,9006,Internet Stars,spotify:track:6ekLZMMtAC1YY1mVKJ4taD,6ekLZMMtAC1YY1mVKJ4taD,Sexton,3230,0.572,0.612,8,1,0.574,0,180.009,0.565,0.149,-6.427,party
8240,8240,Drip Too Hard,spotify:track:1BxkZE73h9BN3qwuA15TA3,1BxkZE73h9BN3qwuA15TA3,Lil Baby,152,0.9,0.653,1,0,0.0945,0,112.503,0.399,0.289,-6.962,party
1147,1289,Coming Down,spotify:track:656CopSp6jREyIbnMH6F3X,656CopSp6jREyIbnMH6F3X,Five Finger Death Punch,165,0.31,0.991,1,0,0.0006190000000000001,0.0,76.372,0.187,0.488,-2.927,angry
3815,4998,Moments,spotify:track:3MxJGBnYaP4yQYUv90HLqZ,3MxJGBnYaP4yQYUv90HLqZ,One Direction,149,0.474,0.7390000000000001,2,1,0.0283,0.0,149.894,0.253,0.0451,-4.937,sad
11484,11484,Closer,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,61,0.748,0.524,8,1,0.414,0,95.01,0.661,0.0338,-5.599,party
366,451,Bad Day,spotify:track:0mUyMawtxj1CJ76kn9gIZK,0mUyMawtxj1CJ76kn9gIZK,Daniel Powter,193,0.599,0.785,3,1,0.44799999999999995,0.00336,140.046,0.52,0.0309,-4.013,sad
3466,3466,Lottery (Renegade),spotify:track:4dZTZbmJBCCofAExHwefda,4dZTZbmJBCCofAExHwefda,K CAMP,274,0.915,0.556,1,1,0.0145,0.000179,148.964,0.67,0.216,-8.601,party
4221,5626,Euphoria,spotify:track:3p6hnejEQYXkiTO1lAzVc0,3p6hnejEQYXkiTO1lAzVc0,BTS,971,0.637,0.799,2,1,0.39399999999999996,0.0,104.995,0.562,0.0338,-4.519,sad
2083,2587,a lot,spotify:track:2t8yVaLvJ0RenpXUIAC52d,2t8yVaLvJ0RenpXUIAC52d,21 Savage,52,0.8370000000000001,0.636,1,1,0.0395,0.00125,145.972,0.27399999999999997,0.086,-7.643,angry
3412,4422,Something About You,spotify:track:1y5g6vIm7KVdebf5bVyjWX,1y5g6vIm7KVdebf5bVyjWX,Majid Jordan,1574,0.575,0.6809999999999999,1,0,0.0888,0.0,110.09100000000001,0.23199999999999998,0.127,-8.15,sad
5695,5695,I Gotta Feeling,spotify:track:4vp2J1l5RD4gMZwGFLfRAu,4vp2J1l5RD4gMZwGFLfRAu,Black Eyed Peas,42,0.743,0.766,0,1,0.0873,0,127.96,0.61,0.0265,-6.375,party
597,633,Death Before Dishonor,spotify:track:1XR9O3abPkiUh1ODrNRdN3,1XR9O3abPkiUh1ODrNRdN3,Five Finger Death Punch,165,0.392,0.9440000000000001,0,1,0.00020800000000000001,3.09e-06,165.03799999999998,0.141,0.11699999999999999,-4.736000000000001,angry
7204,7204,Party Girl - VIZE Remix,spotify:track:64vgWvPf41BreVeNomZ3nv,64vgWvPf41BreVeNomZ3nv,StaySolidRocky,1530,0.725,0.943,6,0,0.0465,0,127.968,0.527,0.267,-2.918,party
2035,2532,What's the Move (feat. Lil Uzi Vert),spotify:track:3pTScODwk9tggZzmuH6xDY,3pTScODwk9tggZzmuH6xDY,Young Thug,77,0.961,0.43799999999999994,7,1,0.0431,0.0,124.01799999999999,0.41200000000000003,0.31,-7.877000000000001,angry
943,1020,By Myself,spotify:track:6UzeOH4bRPzKTo2wCXMZmC,6UzeOH4bRPzKTo2wCXMZmC,Linkin Park,281,0.544,0.935,6,0,0.0171,0.00301,103.02600000000001,0.33899999999999997,0.17300000000000001,-4.159,angry
2873,3573,Look at Me Now,spotify:track:46eK1kembooWblMi7M7yLM,46eK1kembooWblMi7M7yLM,Brennan Savage,1090,0.649,0.5379999999999999,0,0,0.0483,0.401,160.075,0.355,0.0918,-9.793,angry
1422,1697,Next Time You See Me I'll Be Dead on Your Doorstep,spotify:track:2LLMuz74V190Erhj73YoJi,2LLMuz74V190Erhj73YoJi,Kamaara,613,0.627,0.41200000000000003,1,1,0.32799999999999996,0.8140000000000001,134.975,0.0505,0.0419,-7.292000000000001,angry
3466,4488,Plastic Bag,spotify:track:76kyKtPLsFbQkdQ86QrkF4,76kyKtPLsFbQkdQ86QrkF4,Drake,82,0.845,0.479,1,1,0.0104,1.79e-06,170.919,0.35,0.298,-6.065,sad
1041,1333,Tear Drops,spotify:track:6Eebx1HXVJGjfMsTLAlqL1,6Eebx1HXVJGjfMsTLAlqL1,Eazy Mac,566,0.7070000000000001,0.579,9,1,0.0147,0.00135,82.505,0.133,0.0781,-9.683,sad
1650,2053,Omen,spotify:track:4kuPeLqTPXDkPB2injreCw,4kuPeLqTPXDkPB2injreCw,Disclosure,811,0.723,0.6779999999999999,8,1,0.0614,0.0,106.01,0.633,0.125,-5.224,sad
897,970,Folded Flag,spotify:track:3wAvQDESfTvW50J5Gu4Zbs,3wAvQDESfTvW50J5Gu4Zbs,Aaron Lewis,391,0.426,0.43700000000000006,2,1,0.43,2.01e-05,147.717,0.122,0.0284,-6.678999999999999,angry
6852,6852,Gut darin,spotify:track:53JpksgemcYmNHOaB4ZiAm,53JpksgemcYmNHOaB4ZiAm,Alexander Eder,2648,0.7,0.878,4,1,0.00368,4.93e-05,130.013,0.917,0.0351,-4.463,party
2395,2984,Beat It,spotify:track:52xaypL0Kjzk0ngwv3oBPR,52xaypL0Kjzk0ngwv3oBPR,Michael Jackson,930,0.7609999999999999,0.799,3,0,0.0268,6.22e-05,138.825,0.9059999999999999,0.0449,-6.247000000000001,angry
9183,9183,Champion (feat. Travis Scott),spotify:track:6nO3tr47nr2P7f3hXb8JIo,6nO3tr47nr2P7f3hXb8JIo,NAV,607,0.642,0.782,5,0,0.381,0,162.005,0.396,0.0477,-3.395,party
1924,1924,Show de Dulces,spotify:track:3tNKU6GUtVi2xLKM4PIzUH,3tNKU6GUtVi2xLKM4PIzUH,Ana Celia,905,0.757,0.71,2,1,0.191,0,143.027,0.963,0.0966,-8.86,party
4181,5584,Sore Tooth Twin,spotify:track:2t1Aqsj4eBZcaH3ot6O5pt,2t1Aqsj4eBZcaH3ot6O5pt,Employed To Serve,1862,0.25,0.478,6,0,0.000586,0.9359999999999999,72.73899999999999,0.114,0.0409,-6.318,sad
452,473,Cold One,spotify:track:1ffMmNQ42w7dIwyCDTKySb,1ffMmNQ42w7dIwyCDTKySb,Eric Church,247,0.591,0.888,6,1,0.0758,0.00403,147.94299999999998,0.7709999999999999,0.0601,-5.807,angry
7750,7750,Physical,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,3AzjcOeAmA57TIOr9zF1ZW,Dua Lipa,197,0.647,0.844,0,1,0.0137,0.000658,146.967,0.746,0.0457,-3.756,party
4766,6347,Butterfly (Alternative Mix),spotify:track:6urCQp9zUAuMbHhBOmCfzu,6urCQp9zUAuMbHhBOmCfzu,BTS,971,0.345,0.7170000000000001,6,1,0.00658,0.0,149.542,0.21100000000000002,0.0481,-4.6,sad
938,1167,Corra e Olhe o Céu,spotify:track:41xNiLF0fk3EZuhfkK99F4,41xNiLF0fk3EZuhfkK99F4,Teresa Cristina,522,0.625,0.159,7,1,0.975,0.0039299999999999995,83.111,0.374,0.051,-15.087,sad
2039,2536,can't leave without it,spotify:track:0hPLZrnDgtKxrym1BHjDhd,0hPLZrnDgtKxrym1BHjDhd,21 Savage,52,0.872,0.591,6,0,0.111,0.0,131.982,0.696,0.359,-6.952000000000001,angry
1348,1683,River Flows In You - Original,spotify:track:47ZWr1Nb0PUgmKgyg5JkgO,47ZWr1Nb0PUgmKgyg5JkgO,Yiruma,682,0.31,0.218,9,1,0.988,0.9520000000000001,145.07399999999998,0.0969,0.0507,-21.398000000000003,sad
9028,9028,Drip Felon,spotify:track:3Eahmo60N9h7AJbd9EIGdm,3Eahmo60N9h7AJbd9EIGdm,Nora Saints,3246,0.694,0.222,11,0,0.251,0,143.07,0.506,0.0844,-21.429,party
2087,2591,Foot Fungus,spotify:track:3EikYy40GMSp8l5mDV6IQo,3EikYy40GMSp8l5mDV6IQo,Ski Mask The Slump God,56,0.8809999999999999,0.623,1,1,0.257,1.5e-06,88.95299999999999,0.745,0.11900000000000001,-9.662,angry
4364,5816,They,spotify:track:5kvz3VBW26axmmnc3wYtvd,5kvz3VBW26axmmnc3wYtvd,"Blood, Sweat & Tears",1899,0.603,0.542,10,1,0.465,0.153,105.10799999999999,0.65,0.0549,-11.584000000000001,sad
3174,4126,Cold,spotify:track:1FTscr8G9Jz8xbPrqK4S0W,1FTscr8G9Jz8xbPrqK4S0W,Tears For Fears,746,0.433,0.8009999999999999,9,1,0.138,0.0657,176.102,0.43700000000000006,0.0535,-6.825,sad
584,676,How To Love,spotify:track:4aX4Oycsk1fhHIee1zqsDe,4aX4Oycsk1fhHIee1zqsDe,Lil Wayne,348,0.644,0.6609999999999999,11,1,0.000177,5.14e-06,154.001,0.272,0.0418,-6.093,sad
8479,8479,Swalla (feat. Nicki Minaj & Ty Dolla $ign),spotify:track:6kex4EBAj0WHXDKZMEJaaF,6kex4EBAj0WHXDKZMEJaaF,Jason Derulo,27,0.696,0.817,1,1,0.075,0,98.064,0.782,0.109,-3.862,party
3411,3411,Pakman,spotify:track:6o2nfQL28l1Rh3uKsde97s,6o2nfQL28l1Rh3uKsde97s,Papichamp,1471,0.705,0.692,2,1,0.084,0,195.944,0.618,0.234,-6.85,party
11083,11083,I Feel It Coming,spotify:track:5GXAXm5YOmYT0kL5jHvYBt,5GXAXm5YOmYT0kL5jHvYBt,The Weeknd,193,0.773,0.819,0,0,0.426,0,92.99,0.585,0.118,-5.946,party
2652,3299,Hurricane,spotify:track:2GFwwTIVLjnOrtP7m9luHC,2GFwwTIVLjnOrtP7m9luHC,I Prevail,128,0.389,0.885,6,0,0.00037200000000000004,0.00031099999999999997,164.989,0.187,0.0551,-5.063,angry
7176,7176,Baby - Extended Version,spotify:track:5F8k9cBmYyu2XiGEABzeJv,5F8k9cBmYyu2XiGEABzeJv,Joker Bra,2371,0.841,0.864,1,0,0.0783,0.00551,128.017,0.642,0.118,-4.441,party
2968,3823,Deleted,spotify:track:4tcCZSbdMSnv4nwhD9CDnU,4tcCZSbdMSnv4nwhD9CDnU,DryBoy.,1437,0.726,0.541,1,1,0.0145,0.0,92.447,0.45,0.0391,-9.374,sad
1050,1151,Fashionably Late,spotify:track:3oMnlWl3ae2wK7zmmbbxUc,3oMnlWl3ae2wK7zmmbbxUc,Falling In Reverse,105,0.675,0.97,8,1,0.00777,0.0,106.973,0.568,0.0613,-2.164,angry
2344,3007,Thirsty,spotify:track:1F42AvhR3uQ9DI6ULMnFku,1F42AvhR3uQ9DI6ULMnFku,Daya,1169,0.693,0.915,8,1,0.008,0.0,144.958,0.736,0.0989,-3.69,sad
2578,3207,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",spotify:track:4dASQiO1Eoo3RJvt74FtXB,4dASQiO1Eoo3RJvt74FtXB,Lil Wayne,25,0.502,0.7859999999999999,9,0,0.255,0.0,169.021,0.7390000000000001,0.317,-4.378,angry
6430,6430,Instant Crush (feat. Julian Casablancas),spotify:track:2cGxRwrMyEAp8dEbuZaVv6,2cGxRwrMyEAp8dEbuZaVv6,Daft Punk,1308,0.775,0.585,10,0,0.0422,0.619,109.942,0.518,0.0271,-9.516,party
