,title,meta,id,artist,artist_factor,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence,speechiness,loudness,label
0,Earned It (Fifty Shades Of Grey),spotify:track:4frLb7nWtsz2ymBE6k2GRP,4frLb7nWtsz2ymBE6k2GRP,The Weeknd,0,0.659,0.291,2,0,0.405,0,119.829,0.406,0.0348,-8.275,sex
1,All The Time,spotify:track:0USZx50eApN045zIIyjePN,0USZx50eApN045zIIyjePN,Jeremih,1,0.675,0.44,9,0,0.545,6.24e-06,109.823,0.0338,0.349,-9.298,sex
2,Ride,spotify:track:1CI6YgwwNq3VfhgxPuEpE6,1CI6YgwwNq3VfhgxPuEpE6,SoMo,2,0.699,0.524,11,1,0.412,0,114.922,0.31,0.051,-7.522,sex
3,Birthday Sex,spotify:track:4NpDZPwSXmL0cCTaJuVrCw,4NpDZPwSXmL0cCTaJuVrCw,Jeremih,1,0.679,0.522,7,0,0.297,0,60.014,0.445,0.0427,-5.603,sex
4,B.E.D.,spotify:track:1B6TmCvKjC4dopBohVW51x,1B6TmCvKjC4dopBohVW51x,Jacquees,3,0.739,0.536,1,1,0.00368,0,122.022,0.193,0.0587,-6.501,sex
5,Grind With Me,spotify:track:3B7i9OKRRmIsSBHEbJz58Y,3B7i9OKRRmIsSBHEbJz58Y,Pretty Ricky,4,0.7,0.538,1,1,0.000204,0,136.518,0.189,0.045,-5.952,sex
6,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",spotify:track:7t2bFihaDvhIrd2gn2CWJO,7t2bFihaDvhIrd2gn2CWJO,Ty Dolla $ign,5,0.805,0.33,1,0,0.22,0,121.97,0.211,0.1,-8.712,sex
7,Wus Good / Curious,spotify:track:2ekdnv2xVIyAdG3ySoDDeY,2ekdnv2xVIyAdG3ySoDDeY,PARTYNEXTDOOR,6,0.344,0.537,8,0,0.0727,0.000127,82.878,0.453,0.079,-8.215,sex
8,I Just Wanna...,spotify:track:0Zr8z1TgQl27P3qYqQltG2,0Zr8z1TgQl27P3qYqQltG2,Elijah Blake,7,0.754,0.661,1,1,0.00271,2.12e-05,130.037,0.545,0.0587,-6.638,sex
9,All That Matters,spotify:track:70XP39KE8vTgxtRXcwfxJA,70XP39KE8vTgxtRXcwfxJA,Justin Bieber,8,0.696,0.513,6,0,0.00508,0,129.859,0.144,0.0424,-5.567,sex
10,Wet Dreamz,spotify:track:6Ius4TC0L3cN74HT7ENE6e,6Ius4TC0L3cN74HT7ENE6e,J. Cole,9,0.517,0.705,6,0,0.0751,0,175.906,0.584,0.364,-8.205,sex
11,Fire & Desire,spotify:track:4BhGTc3Cgay2U1QcTS7vQe,4BhGTc3Cgay2U1QcTS7vQe,Drake,10,0.722,0.252,1,0,0.0671,0,79.923,0.275,0.0761,-14.411,sex
12,Girls Need Love,spotify:track:644rGY6maSElnKVsAg1gJj,644rGY6maSElnKVsAg1gJj,Summer Walker,11,0.645,0.418,6,0,0.558,0.0003,96.963,0.123,0.29,-10.065,sex
13,Loveeeeeee Song,spotify:track:3DZQ6mzUkAdHqZWzqxBKIK,3DZQ6mzUkAdHqZWzqxBKIK,Rihanna,12,0.71,0.598,5,0,0.508,0,119.981,0.501,0.0319,-7.598,sex
14,The Big Bang,spotify:track:3zbrrPKjo7GprwgGyXzEsO,3zbrrPKjo7GprwgGyXzEsO,Rock Mafia,13,0.902,0.816,0,0,0.124,8.94e-06,96.01,0.894,0.0312,-3.077,sex
15,Sativa,spotify:track:0MqOr7Mn0484bXVnlO4QeZ,0MqOr7Mn0484bXVnlO4QeZ,Jhené Aiko,14,0.741,0.62,6,0,0.334,0,126.028,0.7,0.0472,-7.439,sex
16,Redbone,spotify:track:3kxfsdsCpFgN412fpnW85Y,3kxfsdsCpFgN412fpnW85Y,Childish Gambino,15,0.745,0.356,1,1,0.172,0.00943,160.033,0.607,0.0941,-10.425,sex
17,Needed Me,spotify:track:4pAl7FkDMNBsjykPXo91B3,4pAl7FkDMNBsjykPXo91B3,Rihanna,12,0.671,0.314,5,0,0.11,0,110.898,0.296,0.244,-8.091,sex
18,No Idea - Dj Purpberry Chopped and Screwed,spotify:track:3PEwQ1uaMwg0ehoTeVm7Yq,3PEwQ1uaMwg0ehoTeVm7Yq,Don Toliver,16,0.682,0.443,2,0,0.596,0.00539,99.891,0.582,0.0554,-10.787,sex
19,Get You (feat. Kali Uchis),spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,7zFXmv6vqI4qOt4yGf3jYZ,Daniel Caesar,17,0.658,0.294,4,0,0.422,5.2e-05,74.038,0.358,0.0321,-8.533,sex
20,Close,spotify:track:3lSDIJ2abCrOdDJ6pshUap,3lSDIJ2abCrOdDJ6pshUap,Nick Jonas,18,0.654,0.623,6,0,0.253,0,123.996,0.401,0.082,-5.273,sex
21,Confident,spotify:track:5Isz0twJeFdduOQEFQLezv,5Isz0twJeFdduOQEFQLezv,Justin Bieber,8,0.738,0.563,5,0,0.113,0,134.132,0.876,0.11,-5.467,sex
22,Selfish,spotify:track:2xbI8Vmyv3TkpTdywpPyNw,2xbI8Vmyv3TkpTdywpPyNw,PnB Rock,19,0.638,0.6,1,0,0.114,0,101.981,0.0399,0.0438,-5.84,sex
23,Sure Thing,spotify:track:0JXXNGljqupsJaZsgSbMZV,0JXXNGljqupsJaZsgSbMZV,Miguel,20,0.684,0.603,11,0,0.0275,0.000311,81.0,0.504,0.0989,-8.127,sex
24,No Sense,spotify:track:5L9WFUodzACitS1TiGm7Mi,5L9WFUodzACitS1TiGm7Mi,Justin Bieber,8,0.643,0.499,2,0,0.0478,0,133.978,0.363,0.0308,-6.795,sex
25,Hey There (feat. Future),spotify:track:2CWLbhbetnGxB7JnOK3LNJ,2CWLbhbetnGxB7JnOK3LNJ,DeJ Loaf,21,0.633,0.524,1,0,0.362,0.000146,85.016,0.375,0.134,-10.111,sex
26,TLC,spotify:track:4NLxeMlW2JQ2WFg3hVlMsd,4NLxeMlW2JQ2WFg3hVlMsd,Sy Ari Da Kid,22,0.561,0.247,8,0,0.269,7.28e-06,125.707,0.288,0.327,-12.877,sex
27,While We're Young,spotify:track:4mL59LVbKgOpEACxraGYdr,4mL59LVbKgOpEACxraGYdr,Jhené Aiko,14,0.649,0.791,2,1,0.104,1.97e-06,128.023,0.811,0.193,-6.013,sex
28,Often,spotify:track:4PhsKqMdgMEUSstTDAmMpg,4PhsKqMdgMEUSstTDAmMpg,The Weeknd,0,0.572,0.631,7,0,0.222,0,134.078,0.0713,0.0476,-9.836,sex
29,Na Na,spotify:track:5LIleJbUUgtvYnBW9wfY1W,5LIleJbUUgtvYnBW9wfY1W,Trey Songz,23,0.67,0.476,9,0,0.328,0,96.975,0.235,0.0406,-6.253,sex
30,The Hills,spotify:track:7fBv7CLKzipRk6EC6TWHOB,7fBv7CLKzipRk6EC6TWHOB,The Weeknd,0,0.585,0.564,0,0,0.0671,0,113.003,0.137,0.0515,-7.063,sex
31,Acquainted,spotify:track:7uJH0YdSZL6psjxI6Xy08b,7uJH0YdSZL6psjxI6Xy08b,The Weeknd,0,0.372,0.478,7,0,0.482,0,101.102,0.254,0.0503,-9.835,sex
32,Wet The Bed (feat. Ludacris),spotify:track:1W46CYRHAlwfL4Ck9OwEbc,1W46CYRHAlwfL4Ck9OwEbc,Chris Brown,24,0.58,0.66,6,0,0.0166,0,123.801,0.411,0.0429,-7.405,sex
33,Don't,spotify:track:3pXF1nA74528Edde4of9CC,3pXF1nA74528Edde4of9CC,Bryson Tiller,25,0.765,0.356,11,0,0.222,0,97.001,0.19,0.196,-5.556,sex
34,First Fuck,spotify:track:1u4orOe6gYxeE9xKpv11Qi,1u4orOe6gYxeE9xKpv11Qi,6LACK,26,0.35,0.315,3,1,0.916,2.82e-06,88.449,0.427,0.064,-9.753,sex
35,Neither Do I,spotify:track:3OuXuCuaZ889JdW2cX1dDw,3OuXuCuaZ889JdW2cX1dDw,Stwo,27,0.812,0.398,9,0,0.453,5.4e-06,119.955,0.189,0.105,-9.832,sex
36,Talking Body,spotify:track:2tpfxAXiI52znho4WE3XFA,2tpfxAXiI52znho4WE3XFA,Tove Lo,28,0.736,0.761,4,0,0.0966,0,119.999,0.114,0.0338,-5.449,sex
37,Gold [Prod. Yugiboi],spotify:track:32Bz4wKjHvQenBJAXW8HSI,32Bz4wKjHvQenBJAXW8HSI,Lund,29,0.374,0.309,6,1,0.787,0.0035,113.071,0.0606,0.0436,-13.361,sex
38,P*$$Y Fairy (OTW),spotify:track:48KXAIruJ07kJVCWOGohMV,48KXAIruJ07kJVCWOGohMV,Jhené Aiko,14,0.572,0.519,2,0,0.536,0,128.331,0.35,0.212,-7.092,sex
39,Bad (feat. Rihanna) - Remix,spotify:track:5yhKaacMZGRo4s6evJx9vk,5yhKaacMZGRo4s6evJx9vk,Wale,30,0.807,0.702,6,0,0.307,0,114.038,0.447,0.0748,-6.594,sex
40,BedRock,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,3iL2l5gUqyPS6vDwJFgJTR,Young Money,31,0.733,0.664,8,1,0.102,0,148.005,0.557,0.295,-6.163,sex
41,Planez,spotify:track:08zJpaUQVi9FrKv2e32Bah,08zJpaUQVi9FrKv2e32Bah,Jeremih,1,0.688,0.556,6,1,0.7,1.87e-06,129.336,0.416,0.264,-7.738,sex
42,LOVE. FEAT. ZACARI.,spotify:track:6PGoSes0D9eUDeeAafB2As,6PGoSes0D9eUDeeAafB2As,Kendrick Lamar,32,0.8,0.585,10,1,0.264,0,126.058,0.779,0.0924,-7.343,sex
43,The Take (feat. Chris Brown),spotify:track:0Odu228D0yGcFySGuxU4rY,0Odu228D0yGcFySGuxU4rY,Tory Lanez,33,0.464,0.547,7,0,0.0511,0,67.003,0.423,0.339,-8.137,sex
44,Easy - Remix,spotify:track:4CMrdHWqic0usIZfTrKoI3,4CMrdHWqic0usIZfTrKoI3,DaniLeigh,34,0.799,0.301,7,1,0.195,0,100.026,0.511,0.185,-11.361,sex
45,Love Faces,spotify:track:5rX60GiR64Epgri9Ubjzg9,5rX60GiR64Epgri9Ubjzg9,Trey Songz,23,0.654,0.599,11,1,0.0599,0,119.778,0.333,0.0563,-6.699,sex
46,With Me,spotify:track:6AIte2Iej1QKlaofpjCzW1,6AIte2Iej1QKlaofpjCzW1,dvsn,35,0.771,0.466,0,1,0.0314,0.000761,110.011,0.245,0.0308,-8.651,sex
47,What You Need,spotify:track:7IpDQcksaT8SxS7vOX4SRm,7IpDQcksaT8SxS7vOX4SRm,The Weeknd,0,0.657,0.405,0,0,0.525,0.072,133.895,0.0673,0.0584,-8.637,sex
48,Break from Toronto,spotify:track:79MSEdtXuudhGhC5AtG07g,79MSEdtXuudhGhC5AtG07g,PARTYNEXTDOOR,6,0.596,0.678,9,1,0.0199,0.004,117.066,0.259,0.0335,-5.18,sex
49,Who Hurt You?,spotify:track:23c9gmiiv7RCu7twft0Mym,23c9gmiiv7RCu7twft0Mym,Daniel Caesar,17,0.649,0.493,11,0,0.586,0.000167,104.542,0.277,0.11,-7.645,sex
50,I Feel It Coming,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,3dhjNA0jGA8vHBQ1VdD6vV,The Weeknd,0,0.773,0.819,0,0,0.428,0,92.987,0.585,0.118,-5.946,sex
51,DnF (feat. Drake & Future),spotify:track:5EMKS6mLi4JprJxy8IGdhT,5EMKS6mLi4JprJxy8IGdhT,Preme,36,0.707,0.599,0,0,0.0836,0,76.881,0.55,0.305,-7.053,sex
52,"UP! (feat. Chris Brown, Pleasure P) (R&B Remix Mix)",spotify:track:6tZmrNnFao9ofNviYqJwOH,6tZmrNnFao9ofNviYqJwOH,J. Valentine,37,0.777,0.454,1,1,0.409,0,96.922,0.498,0.131,-10.39,sex
53,Sin City,spotify:track:2Eb367lyxqaHt6sLNANyrr,2Eb367lyxqaHt6sLNANyrr,Chrishan,38,0.886,0.225,4,1,0.676,0,120.1,0.387,0.457,-11.437,sex
54,Pony,spotify:track:4Lj8paMFwyKTGfILLELVxt,4Lj8paMFwyKTGfILLELVxt,William Singe,39,0.689,0.311,11,0,0.544,0,137.958,0.417,0.0783,-10.821,sex
55,Lotus Flower Bomb (feat. Miguel),spotify:track:3MAgQuClHcAV8E9CbeBS6f,3MAgQuClHcAV8E9CbeBS6f,Wale,30,0.512,0.598,9,0,0.611,0,70.189,0.345,0.115,-4.959,sex
56,Wicked Games,spotify:track:6VwBbL8CzPiC4QV66ay7oR,6VwBbL8CzPiC4QV66ay7oR,The Weeknd,0,0.658,0.591,9,1,0.00959,5.27e-06,114.078,0.326,0.0309,-5.197,sex
57,Face,spotify:track:5lxkPZ2kaSfkSF9CDyNNXm,5lxkPZ2kaSfkSF9CDyNNXm,PnB Rock,19,0.778,0.556,8,1,0.00233,1.19e-06,137.079,0.294,0.161,-6.878,sex
58,Movements (feat. Yung Fusion),spotify:track:1dmQjvGmo94DlWLuC617JT,1dmQjvGmo94DlWLuC617JT,Pham,40,0.882,0.588,11,0,0.219,1.42e-06,111.0,0.374,0.25,-7.435,sex
59,Make Up Sex,spotify:track:39mPRdfh5ipE7AZrlicnNp,39mPRdfh5ipE7AZrlicnNp,SoMo,2,0.716,0.573,4,0,0.146,0,110.009,0.472,0.0343,-5.277,sex
60,I Wanna Fuck You,spotify:track:4nWn9o7NTpuqzHQ5hyae8U,4nWn9o7NTpuqzHQ5hyae8U,Snoop Dogg,41,0.861,0.479,7,1,0.0452,0,99.969,0.278,0.0515,-8.433,sex
61,Sex Sounds,spotify:track:5JtvedSVWW9McnoEAPJwQm,5JtvedSVWW9McnoEAPJwQm,Lil Tjay,42,0.857,0.427,8,1,0.281,0,130.033,0.366,0.112,-8.638,sex
62,Sex With Me,spotify:track:7BiELrM90hRxpozaIXbsLw,7BiELrM90hRxpozaIXbsLw,Rihanna,12,0.58,0.532,1,0,0.294,0,112.049,0.39,0.0424,-5.668,sex
63,Fuck The World (Summer in London),spotify:track:2CzUlaKN1mvb0szagSR3ux,2CzUlaKN1mvb0szagSR3ux,Brent Faiyaz,43,0.679,0.281,3,0,0.873,0.00335,74.996,0.234,0.184,-15.506,sex
64,Latch,spotify:track:1DunhgeZSEgWiIYbHqXl0c,1DunhgeZSEgWiIYbHqXl0c,Disclosure,44,0.729,0.735,1,1,0.0178,0.000193,121.986,0.544,0.0919,-5.455,sex
65,I See Red,spotify:track:5MAK1nd8R6PWnle1Q1WJvh,5MAK1nd8R6PWnle1Q1WJvh,Everybody Loves an Outlaw,45,0.509,0.448,4,0,0.00713,0.0137,156.909,0.221,0.0357,-7.552,sex
66,Show Me Love,spotify:track:0XPlSuCVQ1nOhzTpFgnDSz,0XPlSuCVQ1nOhzTpFgnDSz,Alicia Keys,46,0.531,0.491,5,0,0.447,0,129.38,0.521,0.042,-5.47,sex
67,Blame,spotify:track:6S5dMjMifQYmyTu1mX4f8P,6S5dMjMifQYmyTu1mX4f8P,Bryson Tiller,25,0.73,0.38,11,0,0.0319,4.93e-05,114.973,0.323,0.0988,-8.558,sex
68,Eleven,spotify:track:1ToprX3cpBiXoAe5eNSk74,1ToprX3cpBiXoAe5eNSk74,Khalid,47,0.701,0.396,4,0,0.112,0.0209,129.004,0.115,0.119,-10.182,sex
69,Could've Been (feat. Bryson Tiller),spotify:track:6lzLjIOyWTyTJvk0jraYee,6lzLjIOyWTyTJvk0jraYee,H.E.R.,48,0.545,0.33,1,0,0.64,7e-06,103.553,0.399,0.164,-11.719,sex
70,Better,spotify:track:4T3fNx3CgwDRRYgmFCbD4J,4T3fNx3CgwDRRYgmFCbD4J,Khalid,47,0.442,0.585,0,0,0.0984,0.391,97.565,0.116,0.0964,-10.332,sex
71,SUGAR,spotify:track:6U0FIYXCQ3TGrk4tFpLrEA,6U0FIYXCQ3TGrk4tFpLrEA,BROCKHAMPTON,49,0.453,0.538,1,1,0.449,0,122.973,0.516,0.0638,-8.212,sex
72,Let Me Love You,spotify:track:3ibKnFDaa3GhpPGlOUj7ff,3ibKnFDaa3GhpPGlOUj7ff,Mario,50,0.656,0.578,7,0,0.235,0,94.514,0.556,0.0922,-8.97,sex
73,Think About Me,spotify:track:599HcyarRglPN3kvTHboQC,599HcyarRglPN3kvTHboQC,dvsn,35,0.547,0.294,7,1,0.0607,0.786,105.027,0.11,0.0482,-10.202,sex
74,Mine,spotify:track:6tHWl8ows5JOZq9Yfaqn3M,6tHWl8ows5JOZq9Yfaqn3M,Bazzi,51,0.716,0.805,4,1,0.014,3.1e-06,142.886,0.719,0.0856,-3.839,sex
75,Body,spotify:track:1BegERSHwiGC5RmWg9Q0Yn,1BegERSHwiGC5RmWg9Q0Yn,Sinead Harnett,52,0.541,0.528,3,1,0.342,0.00663,109.919,0.23,0.046,-7.1,sex
76,Ask Me for a Dance,spotify:track:49ryxKodPfFav474b3gIDl,49ryxKodPfFav474b3gIDl,Fljúga,53,0.636,0.53,5,1,0.498,0.00931,79.937,0.483,0.0437,-8.838,sex
77,Held Me Down,spotify:track:0jiW3PNiHJxOhWh9oPBJ7m,0jiW3PNiHJxOhWh9oPBJ7m,NAV,54,0.826,0.422,3,0,0.483,0,119.997,0.223,0.11,-8.217,sex
78,Jungle,spotify:track:7JXZq0JgG2zTrSOAgY8VMC,7JXZq0JgG2zTrSOAgY8VMC,Drake,10,0.697,0.235,7,1,0.62,0.000144,99.947,0.378,0.0534,-8.651,sex
79,Get You - Recorded at Spotify Studios NYC,spotify:track:6YZQx90VEuzf0lRY9TYh7j,6YZQx90VEuzf0lRY9TYh7j,Miguel,20,0.673,0.596,11,0,0.316,1.88e-05,75.022,0.22,0.0438,-6.489,sex
80,Slide,spotify:track:2rTnVB1bvwxHtaIl4uVu7f,2rTnVB1bvwxHtaIl4uVu7f,H.E.R.,48,0.827,0.469,10,0,0.0807,8.12e-06,97.028,0.196,0.341,-9.141,sex
81,Smoke & Ash,spotify:track:7jUBj3nZfs0dRqr68b4yxy,7jUBj3nZfs0dRqr68b4yxy,Weisser Quiff,55,0.694,0.602,10,0,0.472,0.0982,104.997,0.329,0.0276,-7.358,sex
82,LIKE A NYMPHO,spotify:track:2H8pNd00GHXrfTQw3PgKXJ,2H8pNd00GHXrfTQw3PgKXJ,Gerreddi,56,0.875,0.791,10,0,0.0783,0,123.042,0.826,0.0681,-3.231,sex
83,Let It Go,spotify:track:1hkwIOH8I0kRRimBtfAhbt,1hkwIOH8I0kRRimBtfAhbt,Josefine,57,0.759,0.639,6,1,0.107,0,109.972,0.524,0.0429,-6.15,sex
84,Ease Off,spotify:track:3OPozjaFwjjmrgdkUMV9TD,3OPozjaFwjjmrgdkUMV9TD,YNG Martyr,58,0.736,0.454,8,1,0.0671,0,135.019,0.788,0.0579,-10.922,sex
85,20 Years Later,spotify:track:58IFBgnCaAxdghKPnPo44l,58IFBgnCaAxdghKPnPo44l,Yung Pinch,59,0.761,0.516,9,0,0.233,1.11e-06,144.951,0.548,0.111,-7.283,sex
86,Demon Girl (with MOD SUN),spotify:track:68PhEVFIrGeeeBRGb0MGHN,68PhEVFIrGeeeBRGb0MGHN,Nathan James,60,0.417,0.72,2,1,0.00363,0,165.143,0.252,0.0447,-5.598,sex
87,Philosophical,spotify:track:2QNslj8z9eISTioTcibLFI,2QNslj8z9eISTioTcibLFI,Sonia Stein,61,0.628,0.469,5,0,0.224,5.83e-05,159.957,0.635,0.082,-8.484,sex
88,Lost in the Fire,spotify:track:7wFybC8jBH3zE139OpCtpG,7wFybC8jBH3zE139OpCtpG,Gesaffelstein,62,0.663,0.675,2,1,0.0863,0.00133,101.004,0.176,0.0359,-12.159,sex
89,throwback thursday,spotify:track:4oiQOsADnhn8McN2HaylII,4oiQOsADnhn8McN2HaylII,Johan Lenox,63,0.648,0.721,11,0,0.476,7.39e-06,173.731,0.457,0.39,-6.112,sex
90,Condemned,spotify:track:7GDOZ3UrVXDnpqV6Jxjb8h,7GDOZ3UrVXDnpqV6Jxjb8h,Fljúga,53,0.604,0.649,2,0,0.0572,0.01,143.94,0.259,0.0343,-7.853,sex
91,The Weekend,spotify:track:6gU9OKjOE7ghfEd55oRO57,6gU9OKjOE7ghfEd55oRO57,SZA,64,0.487,0.366,8,0,0.241,0,68.191,0.161,0.0531,-9.405,sex
92,Disco Type Beat,spotify:track:3NJO6WTlEpliQvWqtxEZnm,3NJO6WTlEpliQvWqtxEZnm,Billy Marchiafava,65,0.892,0.809,11,0,0.376,2.27e-06,115.013,0.718,0.162,-7.669,sex
94,Dreams,spotify:track:0deHsjyrgcKGMZzIuvawq3,0deHsjyrgcKGMZzIuvawq3,Solange,66,0.661,0.368,5,0,0.827,0.249,112.891,0.211,0.0727,-7.342,sex
95,I Just Had Sex,spotify:track:5PEleSkK4p4E1sx3x7cOLt,5PEleSkK4p4E1sx3x7cOLt,The Lonely Island,67,0.615,0.813,6,1,0.0193,0,167.991,0.799,0.143,-4.318,sex
96,Signs of Love Makin',spotify:track:6RYynPLHZLnpwjejfGWpQl,6RYynPLHZLnpwjejfGWpQl,Tyrese,68,0.687,0.363,8,1,0.215,3.08e-06,137.365,0.519,0.0857,-10.144,sex
97,Forever Virgins,spotify:track:2hYpH6B9Y1cMwU4p9pwxa7,2hYpH6B9Y1cMwU4p9pwxa7,MC Virgins,69,0.76,0.489,1,1,0.507,0,92.99,0.884,0.108,-14.288,sex
98,Give Me Something,spotify:track:2UEoeitN1miAD0HYXRU6e7,2UEoeitN1miAD0HYXRU6e7,IAMDDB,70,0.583,0.485,0,0,0.231,5.17e-05,129.557,0.474,0.094,-7.181,sex
99,Shape of You,spotify:track:5hmgIOkzo1ivObjZHpP7w9,5hmgIOkzo1ivObjZHpP7w9,Jacob Tillberg,71,0.784,0.658,1,0,0.168,7.65e-06,95.982,0.88,0.0545,-6.681,sex
100,Codinome,spotify:track:4NQwX44ditNnlFwdnz1Iqm,4NQwX44ditNnlFwdnz1Iqm,Maria,72,0.834,0.387,6,0,0.442,0,112.984,0.519,0.0394,-5.849,sex
101,Crabs,spotify:track:3tP4qCZpABzHNFqadGLcu6,3tP4qCZpABzHNFqadGLcu6,Jae Mansa,73,0.864,0.75,4,1,0.225,0,121.987,0.58,0.167,-3.983,sex
102,Special Affair,spotify:track:3NWTRZ0A8xKlBP1qgNftql,3NWTRZ0A8xKlBP1qgNftql,The Internet,74,0.795,0.409,9,0,0.183,0.00108,120.095,0.518,0.0859,-10.134,sex
103,Snitch,spotify:track:7u9OeO6VCardPfzXlB1rJR,7u9OeO6VCardPfzXlB1rJR,Reyn Hartley,75,0.725,0.583,8,1,0.146,0.00863,82.952,0.116,0.224,-6.776,sex
104,21,spotify:track:1u59LusHrE1Z3NgR0bJuHb,1u59LusHrE1Z3NgR0bJuHb,H.E.R.,48,0.555,0.723,1,1,0.468,1.08e-06,82.224,0.523,0.438,-8.133,sex
105,Sacrifice (feat. Jessie Reyez),spotify:track:2T8BAq8c4bDAtmaIisZl3b,2T8BAq8c4bDAtmaIisZl3b,Black Atlass,76,0.512,0.469,6,0,0.339,5.88e-05,126.671,0.291,0.0416,-7.813,sex
106,Control - Remix,spotify:track:4eZEMx539c9l1lLltt88kc,4eZEMx539c9l1lLltt88kc,Aaron Taos,77,0.633,0.634,5,0,0.213,0.000119,150.939,0.6,0.032,-8.06,sex
107,Love You Too Much,spotify:track:2R7LFTDsa2MfI47KzVERrN,2R7LFTDsa2MfI47KzVERrN,Lucky Daye,78,0.399,0.473,8,0,0.824,1.59e-05,116.628,0.278,0.125,-11.375,sex
108,Preach,spotify:track:2AaF78iCWISMWYog5RnSi5,2AaF78iCWISMWYog5RnSi5,John Legend,79,0.508,0.729,11,0,0.0681,0,91.906,0.412,0.0443,-5.712,sex
109,Don't Trip,spotify:track:04AtqMEdRNtiHZh2BJyx1h,04AtqMEdRNtiHZh2BJyx1h,Tiana Kocher,80,0.739,0.682,0,0,0.0648,0.000125,95.01,0.329,0.071,-6.182,sex
110,Miami,spotify:track:4TcpNrmOpahEhYmMvsanMY,4TcpNrmOpahEhYmMvsanMY,Noah Cunane,81,0.715,0.217,9,1,0.505,0,150.959,0.426,0.0318,-8.566,sex
111,"Crazy In Love - From The ""Fifty Shades Of Grey"" Soundtrack",spotify:track:38OWHV80YwfFMir6aHYb8B,38OWHV80YwfFMir6aHYb8B,Beyoncé,82,0.246,0.684,7,0,0.0573,0.00157,88.98,0.288,0.11,-6.887,sex
112,Feel It,spotify:track:31jakwR10bxFLDzjbardtX,31jakwR10bxFLDzjbardtX,YSB Tril,83,0.876,0.589,2,1,0.103,0,87.472,0.857,0.291,-7.588,sex
113,Show Up,spotify:track:5cGF1HFFXE98sCq9WpAO6K,5cGF1HFFXE98sCq9WpAO6K,Wyclef Jean,84,0.67,0.729,7,1,0.129,0,99.894,0.52,0.173,-5.868,sex
114,Candy,spotify:track:1VJwtWR6z7SpZRwipI12be,1VJwtWR6z7SpZRwipI12be,Doja Cat,85,0.689,0.516,8,1,0.513,0,124.876,0.209,0.0444,-5.857,sex
115,Love Is a Bitch,spotify:track:6MiVIH3fQlmz44jGx2DXn4,6MiVIH3fQlmz44jGx2DXn4,Two Feet,86,0.532,0.178,9,0,0.614,0.14,149.879,0.103,0.0541,-9.754,sex
116,Caught Simpin',spotify:track:3pDDCyuehv81B09pTSzpRv,3pDDCyuehv81B09pTSzpRv,MC Virgins,69,0.811,0.515,0,1,0.111,0,160.07,0.649,0.417,-14.848,sex
117,Nuff Talk (feat. Rodney),spotify:track:5xT1XqIQbSKJTIbe48ZxEs,5xT1XqIQbSKJTIbe48ZxEs,Kofi,87,0.625,0.664,11,0,0.432,0.0109,126.616,0.376,0.324,-6.505,sex
118,Pony,spotify:track:6mz1fBdKATx6qP4oP1I65G,6mz1fBdKATx6qP4oP1I65G,Ginuwine,88,0.749,0.605,8,0,0.00186,0.0381,142.024,0.966,0.086,-9.359,sex
119,Addicted,spotify:track:4q3JuTTNlboRL87genjkuH,4q3JuTTNlboRL87genjkuH,Stesso,89,0.729,0.82,4,1,0.594,0.000339,99.996,0.494,0.138,-5.287,sex
120,Feels Like Summer,spotify:track:7p4vHnYXkxlzvfePJVpcTr,7p4vHnYXkxlzvfePJVpcTr,Childish Gambino,15,0.554,0.596,7,1,0.162,0.00482,165.728,0.255,0.13,-8.214,sex
121,West Coast Love,spotify:track:4NFD9ea0uH0MtoC30yNYE1,4NFD9ea0uH0MtoC30yNYE1,Emotional Oranges,90,0.696,0.65,4,0,0.00666,0.153,91.997,0.587,0.0326,-5.712,sex
122,I Can't B W U,spotify:track:1prUQjhBPCmEQ5HbUU6B8S,1prUQjhBPCmEQ5HbUU6B8S,Tiki Lau,91,0.701,0.36,3,0,0.755,5.94e-06,159.98,0.546,0.0526,-10.905,sex
123,it was you,spotify:track:2rdaYOq7nM8xuunSZAuZSZ,2rdaYOq7nM8xuunSZAuZSZ,eli.,92,0.524,0.83,6,0,0.00399,1.03e-06,189.773,0.178,0.0911,-5.952,sex
124,Losin Control,spotify:track:4cxMGhkinTocPSVVKWIw0d,4cxMGhkinTocPSVVKWIw0d,Russ,93,0.759,0.245,6,1,0.515,0.000154,96.992,0.209,0.138,-6.545,sex
125,New High (feat. Tyler Graves),spotify:track:5sQ2urFC9zwNbFAJI0oRC1,5sQ2urFC9zwNbFAJI0oRC1,Coast Club,94,0.713,0.751,5,0,0.00324,3.07e-05,117.008,0.239,0.0364,-7.22,sex
126,No Guidance (feat. Drake),spotify:track:7FEwp8BavoEVE3AnxJDchc,7FEwp8BavoEVE3AnxJDchc,Chris Brown,24,0.698,0.454,1,0,0.123,0,92.932,0.137,0.151,-6.756,sex
127,Anime Thighs,spotify:track:3wn5Rw7VBqwP0vAQtjMhOS,3wn5Rw7VBqwP0vAQtjMhOS,MC Virgins,69,0.67,0.311,7,1,0.211,1.25e-06,124.015,0.566,0.646,-16.994,sex
