,acousticness,artist,class,danceability,energy,instrumentalness,key,loudness,mode,playlist_id,speechiness,tempo,title,valence,category,tf_idf_wonder,tf_idf_transcendence,tf_idf_nostalgia,tf_idf_tenderness,tf_idf_peacefullness,tf_idf_power,tf_idf_joyful,tf_idf_tension,tf_idf_sadness
646,0.866,JP Saxe,smile,0.46399999999999997,0.473,0.0,1,-10.086,1,7HiWFwywqB5CGCq2QISkNy,0.129,75.801,If the World Was Ending - feat. Julia Michaels,0.604,wonder,5.197707453648809,0.0,5.1656019674408435,9.472396896788991,0.0,0.0,0.0,5.017279836814924,10.094209947755294
647,0.63,Ali Gatie,smile,0.605,0.365,6.83e-06,7,-11.144,1,7HiWFwywqB5CGCq2QISkNy,0.111,84.62799999999999,What If I Told You That I Love You,0.22399999999999998,wonder,4.946393025367902,0.0,4.914287539159937,13.454652060340766,0.0,0.0,0.0,0.0,19.183162182386965
648,0.8370000000000001,Maroon 5,smile,0.764,0.32,0.0,11,-7.209,1,7HiWFwywqB5CGCq2QISkNy,0.0546,91.01899999999999,Memories,0.575,wonder,39.92010661441721,0.0,0.0,3.9740583963475986,0.0,4.040709346389469,0.0,8.510279569536054,8.5699298436615
649,0.0676,Cookiee Kawaii,smile,0.759,0.561,0.00951,10,-8.74,1,7HiWFwywqB5CGCq2QISkNy,0.384,159.995,Vibe,0.16899999999999998,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,0.433,MASN,smile,0.868,0.365,0.0,7,-9.51,1,7HiWFwywqB5CGCq2QISkNy,0.0383,114.979,Psycho!,0.47100000000000003,wonder,5.534179690270021,0.0,0.0,0.0,16.535443622431323,0.0,0.0,0.0,5.38357721049886
651,0.0298,Smoove'L,smile,0.622,0.494,0.0,2,-8.517999999999999,1,7HiWFwywqB5CGCq2QISkNy,0.457,142.866,Apollo,0.166,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,0.183,Surfaces,smile,0.878,0.525,0.0,5,-6.832000000000001,1,7HiWFwywqB5CGCq2QISkNy,0.0578,112.022,Sunday Best,0.6940000000000001,wonder,91.20796676419205,0.0,0.0,3.5040547671018634,0.0,0.0,0.0,0.0,0.0
653,0.10400000000000001,Roddy Ricch,smile,0.8959999999999999,0.586,0.0,10,-6.687,0,7HiWFwywqB5CGCq2QISkNy,0.0559,116.971,The Box,0.642,wonder,16.60253907081006,0.0,5.5020742040620565,0.0,0.0,5.139321635057579,0.0,0.0,0.0
654,0.0566,Lil Kapow,smile,0.726,0.298,1.1e-05,1,-13.879000000000001,1,7HiWFwywqB5CGCq2QISkNy,0.695,150.036,BLACKOUT,0.486,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,0.256,Doja Cat,smile,0.787,0.6729999999999999,3.57e-06,11,-4.577,0,7HiWFwywqB5CGCq2QISkNy,0.158,110.962,Say So,0.7859999999999999,wonder,13.976132858748365,0.0,0.0,0.0,0.0,0.0,9.213670930614306,31.34798335257566,0.0
656,0.26899999999999996,Roddy Ricch,smile,0.831,0.499,0.0,11,-8.442,0,7HiWFwywqB5CGCq2QISkNy,0.114,97.956,High Fashion (feat. Mustard),0.511,wonder,16.60253907081006,0.0,5.5020742040620565,0.0,0.0,5.139321635057579,0.0,0.0,0.0
657,0.956,Teqkoi,smile,0.451,0.14300000000000002,0.0,3,-15.685,1,7HiWFwywqB5CGCq2QISkNy,0.235,149.509,You Broke My Heart Again,0.233,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,0.0902,Olivia Rodrigo,smile,0.376,0.43,0.0,0,-6.585,0,7HiWFwywqB5CGCq2QISkNy,0.0328,77.59899999999999,"All I Want - From ""High School Musical: The Musical: The Series""",0.129,wonder,11.514646483168463,0.0,0.0,5.295814236329918,0.0,0.0,0.0,0.0,5.60672076181307
659,0.45,Tay Money,smile,0.858,0.519,0.0,0,-9.02,0,7HiWFwywqB5CGCq2QISkNy,0.20800000000000002,148.08700000000002,Bussin,0.752,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,0.731,Powfu,smile,0.726,0.431,0.0,8,-8.765,0,7HiWFwywqB5CGCq2QISkNy,0.135,144.026,death bed (coffee for your head),0.348,wonder,5.064176061024286,0.0,20.128282299265283,0.0,0.0,0.0,0.0,0.0,14.740720743759372
661,0.0615,Brandz,smile,0.757,0.648,0.0,5,-11.47,0,7HiWFwywqB5CGCq2QISkNy,0.196,92.359,Intro (Real Love),0.128,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,0.9490000000000001,Anson Seabra,smile,0.703,0.179,0.0,4,-10.905999999999999,1,7HiWFwywqB5CGCq2QISkNy,0.0366,97.427,Welcome to Wonderland,0.34600000000000003,wonder,5.351858133476067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.006278268524525
663,0.44,Lellow,smile,0.436,0.289,0.0,1,-10.82,0,7HiWFwywqB5CGCq2QISkNy,0.0853,64.14399999999999,Första klivet,0.266,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,0.33399999999999996,YNW Melly,smile,0.735,0.369,0.0,9,-9.682,0,7HiWFwywqB5CGCq2QISkNy,0.0688,140.004,Suicidal,0.235,wonder,10.395414907297617,0.0,0.0,0.0,0.0,0.0,5.1458319660398395,5.017279836814924,15.14131492163294
665,0.195,Matthew Wilder,smile,0.917,0.588,0.0,10,-11.047,1,7HiWFwywqB5CGCq2QISkNy,0.0607,110.07700000000001,Break My Stride,0.828,wonder,12.090010628072024,5.9618640773316915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,0.00252,Young Thug,smile,0.8420000000000001,0.597,0.0,2,-6.336,1,7HiWFwywqB5CGCq2QISkNy,0.0627,145.99200000000002,Relationship (feat. Future),0.298,wonder,20.790829814595234,0.0,0.0,0.0,0.0,14.408548195309098,0.0,0.0,0.0
667,0.314,Likybo,smile,0.6890000000000001,0.701,0.0,6,-9.477,0,7HiWFwywqB5CGCq2QISkNy,0.237,94.98200000000001,Kraazy,0.37,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,0.0794,DaBaby,smile,0.816,0.5820000000000001,5.84e-06,8,-4.141,1,7HiWFwywqB5CGCq2QISkNy,0.341,160.004,TOES (feat. Lil Baby & Moneybagg Yo),0.542,wonder,5.064176061024286,0.0,0.0,0.0,0.0,28.01590803487106,5.012300573415317,0.0,0.0
669,0.519,Don Toliver,smile,0.6509999999999999,0.631,0.000579,6,-5.7170000000000005,0,7HiWFwywqB5CGCq2QISkNy,0.0896,127.994,No Idea,0.35,wonder,5.757323241584231,0.0,11.450435510752532,0.0,0.0,0.0,5.705447753975262,0.0,0.0
670,0.256,Marshmello,smile,0.52,0.7609999999999999,4.96e-06,4,-3.093,1,7HiWFwywqB5CGCq2QISkNy,0.0853,141.971,Silence,0.28600000000000003,wonder,13.736004735727754,0.0,4.54656275903462,8.234318479976544,0.0,16.73524076012057,9.053585515267232,0.0,4.428065765471424
671,0.449,BROCKHAMPTON,smile,0.45299999999999996,0.5379999999999999,0.0,1,-8.212,1,7HiWFwywqB5CGCq2QISkNy,0.0638,122.973,SUGAR,0.516,wonder,15.593122360946426,10.229132433888974,5.1656019674408435,4.736198448394496,0.0,0.0,0.0,0.0,0.0
672,0.0204,Lil Tecca,smile,0.745,0.642,0.0,7,-6.257000000000001,0,7HiWFwywqB5CGCq2QISkNy,0.287,179.97400000000002,Ransom,0.226,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,0.495,SZA,smile,0.775,0.573,0.0,11,-4.933,1,7HiWFwywqB5CGCq2QISkNy,0.0585,101.925,The Weekend - Funk Wav Remix,0.667,wonder,24.20516254855038,0.0,0.0,13.13857051336729,0.0,0.0,4.789157022101107,4.660604892876192,0.0
674,0.0692,Tate McRae,smile,0.6729999999999999,0.58,8.52e-05,0,-6.029,0,7HiWFwywqB5CGCq2QISkNy,0.0416,95.98899999999999,stupid,0.257,wonder,4.946393025367902,0.0,0.0,4.484884020113589,0.0,0.0,4.894517537758934,0.0,28.774743273580448
675,0.41100000000000003,Mahogany Lox,smile,0.934,0.6579999999999999,0.0007379999999999999,0,-8.052,1,7HiWFwywqB5CGCq2QISkNy,0.10800000000000001,110.015,Take Your Man,0.344,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,0.731,Sam Fischer,smile,0.602,0.377,0.0,11,-6.212999999999999,1,7HiWFwywqB5CGCq2QISkNy,0.0446,73.877,This City,0.518,wonder,5.351858133476067,0.0,5.319752647268102,4.890349128221754,5.329492984016486,0.0,0.0,0.0,10.40251130740981
677,0.444,Ajay Stephens,smile,0.843,0.6,0.0,0,-6.095,1,7HiWFwywqB5CGCq2QISkNy,0.14,121.24,Memories (Drinks Bring Back),0.585,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,0.24100000000000002,SZA,smile,0.48700000000000004,0.366,0.0,8,-9.405,0,7HiWFwywqB5CGCq2QISkNy,0.0531,68.191,The Weekend,0.161,wonder,24.20516254855038,0.0,0.0,13.13857051336729,0.0,0.0,4.789157022101107,4.660604892876192,0.0
679,0.11,Jose Chameleone,smile,0.7070000000000001,0.943,0.0,8,-2.667,1,7HiWFwywqB5CGCq2QISkNy,0.04,177.07,Wale Wale,0.965,wonder,12.900940844288352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,0.225,Ella Mai,smile,0.47700000000000004,0.61,0.0,11,-5.627999999999999,0,7HiWFwywqB5CGCq2QISkNy,0.14400000000000002,79.882,Trip,0.358,wonder,10.395414907297617,5.114566216944487,0.0,18.944793793577983,0.0,0.0,0.0,0.0,0.0
681,0.259,Jose Chameleone,smile,0.812,0.853,0.0,8,-8.941,1,7HiWFwywqB5CGCq2QISkNy,0.0359,97.99700000000001,Tubonge,0.982,wonder,12.900940844288352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,0.18,Bebe Cool,smile,0.627,0.547,1.15e-06,6,-8.919,1,7HiWFwywqB5CGCq2QISkNy,0.0377,169.895,Love You Everyday,0.872,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,0.0995,Dr Jose Chameleone,smile,0.828,0.922,4.17e-06,8,-4.618,1,7HiWFwywqB5CGCq2QISkNy,0.0597,103.045,Badilisha,0.9540000000000001,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,0.0009720000000000001,Afro B,smile,0.742,0.41600000000000004,0.0,6,-7.247999999999999,0,7HiWFwywqB5CGCq2QISkNy,0.271,67.30199999999999,Fine Wine & Hennessy,0.6920000000000001,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,0.496,S1mba,smile,0.613,0.624,0.0,11,-6.66,0,7HiWFwywqB5CGCq2QISkNy,0.20600000000000002,62.948,Rover (feat. DTG),0.804,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,0.156,A Boogie Wit da Hoodie,smile,0.774,0.623,0.0,5,-7.871,1,7HiWFwywqB5CGCq2QISkNy,0.245,128.661,Just Like Me (feat. Young Thug),0.39299999999999996,wonder,27.670898451350105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,0.6759999999999999,Chrishan,smile,0.8859999999999999,0.225,0.0,4,-11.437000000000001,1,7HiWFwywqB5CGCq2QISkNy,0.457,120.1,Sin City,0.387,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,0.0341,Inez,smile,0.7170000000000001,0.349,0.0,0,-11.199000000000002,0,7HiWFwywqB5CGCq2QISkNy,0.0394,102.15899999999999,My Love.,0.136,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,0.0617,Aya Nakamura,smile,0.8109999999999999,0.797,0.0,5,-5.428,1,7HiWFwywqB5CGCq2QISkNy,0.165,97.988,Djadja,0.541,wonder,12.090010628072024,0.0,0.0,0.0,0.0,0.0,0.0,5.864577697202128,0.0
690,0.396,Aya Nakamura,smile,0.841,0.693,3.99e-06,11,-7.335,1,7HiWFwywqB5CGCq2QISkNy,0.205,92.021,40%,0.6779999999999999,wonder,12.090010628072024,0.0,0.0,0.0,0.0,0.0,0.0,5.864577697202128,0.0
691,0.0173,Starboy L.a.X,smile,0.7020000000000001,0.9470000000000001,2.71e-05,9,-1.673,0,7HiWFwywqB5CGCq2QISkNy,0.0642,122.075,Caro (feat. Wizkid),0.9079999999999999,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,0.603,The Lumineers,smile,0.664,0.573,0.000604,5,-6.482,1,21Uh0HthrGV8qjwXFNfvuS,0.0276,76.37100000000001,Ophelia,0.589,wonder,29.678358152207412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.387371636790224
693,0.872,Plain White T's,smile,0.6559999999999999,0.29100000000000004,0.0,2,-10.572000000000001,1,21Uh0HthrGV8qjwXFNfvuS,0.0293,103.971,Hey There Delilah,0.298,wonder,12.900940844288352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,0.0159,The All-American Rejects,smile,0.718,0.691,0.0,4,-6.44,1,21Uh0HthrGV8qjwXFNfvuS,0.0387,100.008,Gives You Hell,0.552,wonder,6.450470422144176,0.0,0.0,0.0,0.0,0.0,0.0,6.270042805310292,0.0
695,0.431,Vance Joy,smile,0.484,0.731,0.0,1,-6.694,1,21Uh0HthrGV8qjwXFNfvuS,0.0379,101.654,Riptide,0.51,wonder,25.988537268244045,0.0,5.1656019674408435,0.0,0.0,0.0,0.0,0.0,5.047104973877647
696,0.145,Maroon 5,smile,0.675,0.792,0.0,1,-6.303,1,21Uh0HthrGV8qjwXFNfvuS,0.0368,120.016,Love Somebody,0.395,wonder,39.92010661441721,0.0,0.0,3.9740583963475986,0.0,4.040709346389469,0.0,8.510279569536054,8.5699298436615
697,0.0384,MKTO,smile,0.72,0.7909999999999999,0.0,1,-4.689,1,21Uh0HthrGV8qjwXFNfvuS,0.124,102.071,Classic,0.7559999999999999,wonder,12.900940844288352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,0.11599999999999999,POORSTACY,smile,0.7829999999999999,0.47200000000000003,0.0,0,-7.2410000000000005,1,21Uh0HthrGV8qjwXFNfvuS,0.201,87.488,make up,0.542,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,0.0768,Juice WRLD,smile,0.581,0.6729999999999999,0.0,0,-4.421,0,21Uh0HthrGV8qjwXFNfvuS,0.0549,160.07299999999998,Ring Ring (with Rvssian feat. Clever),0.621,wonder,3.965563772356176,0.0,0.0,0.0,0.0,3.5707057171437335,15.654753138988829,3.785136155522292,64.85434197394525
700,0.02,Olly Murs,smile,0.7609999999999999,0.856,0.0,0,-3.65,0,21Uh0HthrGV8qjwXFNfvuS,0.0731,106.009,Troublemaker (feat. Flo Rida),0.9670000000000001,wonder,12.090010628072024,0.0,0.0,0.0,0.0,0.0,0.0,5.864577697202128,0.0
701,0.0189,Lupe Fiasco,smile,0.591,0.889,0.0,7,-3.839,1,21Uh0HthrGV8qjwXFNfvuS,0.115,143.067,The Show Goes On,0.65,wonder,12.900940844288352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,0.015,PUBLIC,smile,0.603,0.772,0.0,9,-4.444,1,21Uh0HthrGV8qjwXFNfvuS,0.0258,103.04700000000001,Make You Mine,0.6629999999999999,wonder,20.790829814595234,5.114566216944487,5.1656019674408435,0.0,0.0,0.0,0.0,0.0,5.047104973877647
703,0.00313,Panic! At The Disco,smile,0.36700000000000005,0.8809999999999999,0.0,7,-4.752,1,21Uh0HthrGV8qjwXFNfvuS,0.127,164.028,New Perspective,0.514,wonder,5.351858133476067,0.0,0.0,0.0,5.329492984016486,14.871000234790872,5.2999826458670976,0.0,0.0
704,0.00847,Grouplove,smile,0.56,0.9359999999999999,0.0,3,-5.835,1,21Uh0HthrGV8qjwXFNfvuS,0.0439,112.96,Tongue Tied,0.371,wonder,27.670898451350105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,0.391,A Boogie Wit da Hoodie,smile,0.831,0.8140000000000001,0.0,5,-5.18,1,21Uh0HthrGV8qjwXFNfvuS,0.474,161.041,Say A',0.846,wonder,27.670898451350105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,0.0317,Becky G,smile,0.6990000000000001,0.529,3.59e-05,2,-7.547999999999999,1,21Uh0HthrGV8qjwXFNfvuS,0.0487,119.98700000000001,Shower,0.121,wonder,11.514646483168463,0.0,0.0,0.0,0.0,0.0,11.410895507950524,0.0,0.0
707,0.00701,WALK THE MOON,smile,0.578,0.866,0.0,1,-3.804,1,21Uh0HthrGV8qjwXFNfvuS,0.0619,128.03799999999998,Shut Up and Dance,0.619,wonder,20.256704244097143,0.0,0.0,0.0,0.0,18.677272023247372,0.0,0.0,0.0
708,0.217,Train,smile,0.675,0.885,0.0,1,-4.4319999999999995,0,21Uh0HthrGV8qjwXFNfvuS,0.0436,97.03,"Hey, Soul Sister",0.768,wonder,20.790829814595234,0.0,10.331203934881687,0.0,5.175342304189228,0.0,0.0,0.0,0.0
709,0.723,AJ Mitchell,smile,0.47100000000000003,0.474,0.0,5,-6.355,1,21Uh0HthrGV8qjwXFNfvuS,0.0382,120.656,Used to Be,0.262,wonder,6.045005314036012,0.0,0.0,0.0,6.022640164576432,0.0,0.0,0.0,5.8944028342648505
710,0.00301,Neon Trees,smile,0.47100000000000003,0.924,0.0,8,-3.906,1,21Uh0HthrGV8qjwXFNfvuS,0.0586,154.961,Everybody Talks,0.725,wonder,36.38395217554166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,0.0764,Hot Chelle Rae,smile,0.6859999999999999,0.7829999999999999,0.0,4,-4.977,1,21Uh0HthrGV8qjwXFNfvuS,0.11900000000000001,99.978,Tonight Tonight,0.8140000000000001,wonder,12.090010628072024,0.0,0.0,0.0,0.0,5.650147258823569,0.0,0.0,0.0
712,0.0005690000000000001,5 Seconds of Summer,smile,0.494,0.951,0.0,9,-4.237,1,21Uh0HthrGV8qjwXFNfvuS,0.132,160.025,She Looks So Perfect,0.441,wonder,13.51368081926659,0.0,22.36227393440449,0.0,8.964390247258565,16.43880887150568,0.0,0.0,0.0
713,0.000252,5 Seconds of Summer,smile,0.475,0.9420000000000001,0.0,0,-4.775,1,21Uh0HthrGV8qjwXFNfvuS,0.0966,150.049,Kiss Me Kiss Me,0.397,wonder,13.51368081926659,0.0,22.36227393440449,0.0,8.964390247258565,16.43880887150568,0.0,0.0,0.0
714,0.0332,DeJ Loaf,smile,0.46299999999999997,0.9470000000000001,0.0,2,-2.68,1,21Uh0HthrGV8qjwXFNfvuS,0.231,101.509,Changes,0.5429999999999999,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,0.0319,Gym Class Heroes,smile,0.6459999999999999,0.795,0.0,9,-3.293,1,21Uh0HthrGV8qjwXFNfvuS,0.0976,89.99,Stereo Hearts (feat. Adam Levine),0.7959999999999999,wonder,12.090010628072024,0.0,0.0,0.0,0.0,5.650147258823569,0.0,0.0,0.0
716,0.000346,Neon Trees,smile,0.48200000000000004,0.833,0.0,5,-5.611000000000001,1,21Uh0HthrGV8qjwXFNfvuS,0.0449,148.039,Animal,0.74,wonder,36.38395217554166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,0.0323,Macklemore,smile,0.731,0.794,2.59e-05,0,-5.126,0,21Uh0HthrGV8qjwXFNfvuS,0.0522,139.994,Glorious (feat. Skylar Grey),0.35600000000000004,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,0.0308,Hot Chelle Rae,smile,0.742,0.784,0.0,1,-5.457999999999999,1,21Uh0HthrGV8qjwXFNfvuS,0.0552,101.00200000000001,I Like It Like That (feat. New Boyz),0.65,wonder,12.090010628072024,0.0,0.0,0.0,0.0,5.650147258823569,0.0,0.0,0.0
719,0.0239,Owl City,smile,0.56,0.872,6.98e-06,3,-4.269,1,21Uh0HthrGV8qjwXFNfvuS,0.14,126.05,Good Time,0.682,wonder,5.534179690270021,0.0,0.0,0.0,0.0,20.557286540230315,0.0,0.0,0.0
720,0.076,David Guetta,smile,0.813,0.627,0.000616,11,-5.018,0,21Uh0HthrGV8qjwXFNfvuS,0.0486,130.011,Sexy Bitch (feat. Akon),0.8009999999999999,wonder,14.237166989717254,0.0,4.713616843697786,0.0,0.0,4.350864274693309,23.46923421148391,0.0,4.59511985013459
721,0.0902,Olivia Rodrigo,smile,0.376,0.43,0.0,0,-6.585,0,21Uh0HthrGV8qjwXFNfvuS,0.0328,77.59899999999999,"All I Want - From ""High School Musical: The Musical: The Series""",0.129,wonder,11.514646483168463,0.0,0.0,5.295814236329918,0.0,0.0,0.0,0.0,5.60672076181307
722,0.41200000000000003,Khalid,smile,0.8340000000000001,0.47200000000000003,6.759999999999999e-05,5,-7.777,0,21Uh0HthrGV8qjwXFNfvuS,0.0873,107.014,Another Sad Love Song,0.517,wonder,35.88269541214708,3.505128304510387,0.0,15.633802679801976,21.395426350530766,9.580234458006796,7.072788107211478,3.407841924380824,24.063669430104827
723,0.11,Kid Cudi,smile,0.809,0.685,0.0036299999999999995,2,-7.916,1,21Uh0HthrGV8qjwXFNfvuS,0.045,130.00799999999998,Surfin',0.8270000000000001,wonder,26.759290667380334,0.0,0.0,0.0,0.0,4.957000078263624,0.0,0.0,0.0
724,0.256,Lizzo,smile,0.682,0.919,0.0,0,-3.18,0,21Uh0HthrGV8qjwXFNfvuS,0.0875,95.98200000000001,Good as Hell,0.535,wonder,4.658710952916121,0.0,0.0,0.0,0.0,12.791558693111035,9.213670930614306,17.913133344328948,9.016216946289921
725,0.0208,Flo Rida,smile,0.747,0.937,0.0,0,-5.746,1,21Uh0HthrGV8qjwXFNfvuS,0.0453,103.976,Whistle,0.7390000000000001,wonder,16.60253907081006,0.0,0.0,0.0,0.0,10.278643270115158,0.0,0.0,0.0
726,0.0416,Florence + The Machine,smile,0.49200000000000005,0.81,0.00379,7,-5.315,1,21Uh0HthrGV8qjwXFNfvuS,0.0847,149.954,Dog Days Are Over,0.245,wonder,12.090010628072024,0.0,0.0,0.0,0.0,0.0,0.0,5.864577697202128,0.0
727,0.8109999999999999,Jessie Reyez,smile,0.6,0.139,9.5e-06,7,-8.975,1,21Uh0HthrGV8qjwXFNfvuS,0.0464,171.041,FIGURES,0.256,wonder,6.450470422144176,0.0,0.0,5.988961416889864,0.0,0.0,0.0,0.0,0.0
728,0.000307,Maroon 5,smile,0.703,0.8109999999999999,0.0,4,-4.873,0,21Uh0HthrGV8qjwXFNfvuS,0.0423,102.979,Misery,0.711,wonder,39.92010661441721,0.0,0.0,3.9740583963475986,0.0,4.040709346389469,0.0,8.510279569536054,8.5699298436615
729,0.0854,The Vamps,smile,0.5589999999999999,0.8490000000000001,0.0,3,-4.676,1,21Uh0HthrGV8qjwXFNfvuS,0.0454,86.978,Somebody To You,0.759,wonder,23.029292966336925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,0.0455,Roar,smile,0.247,0.43799999999999994,0.0008710000000000001,5,-8.479,1,21Uh0HthrGV8qjwXFNfvuS,0.0358,185.71599999999998,I Can't Handle Change,0.39,wonder,6.450470422144176,6.367329185439855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,0.382,ABBA,smile,0.539,0.884,0.0016600000000000002,9,-6.53,1,21Uh0HthrGV8qjwXFNfvuS,0.0403,100.81200000000001,Dancing Queen,0.752,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,0.591,Gotye,smile,0.8640000000000001,0.495,0.000133,0,-7.0360000000000005,1,21Uh0HthrGV8qjwXFNfvuS,0.037000000000000005,129.062,Somebody That I Used To Know,0.72,wonder,6.450470422144176,0.0,0.0,5.988961416889864,0.0,0.0,0.0,0.0,0.0
733,0.013000000000000001,The La's,smile,0.5329999999999999,0.7609999999999999,0.8290000000000001,7,-10.632,1,21Uh0HthrGV8qjwXFNfvuS,0.0298,122.777,There She Goes,0.917,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,0.17300000000000001,The Script,smile,0.63,0.698,0.0,10,-4.51,1,21Uh0HthrGV8qjwXFNfvuS,0.0244,94.023,Breakeven,0.529,wonder,5.197707453648809,0.0,15.496805902322532,0.0,0.0,4.802849398436366,0.0,0.0,10.094209947755294
735,0.0136,Maroon 5,smile,0.7390000000000001,0.7559999999999999,0.0,4,-4.828,1,21Uh0HthrGV8qjwXFNfvuS,0.0394,110.02799999999999,Payphone,0.523,wonder,39.92010661441721,0.0,0.0,3.9740583963475986,0.0,4.040709346389469,0.0,8.510279569536054,8.5699298436615
736,0.00209,5 Seconds of Summer,smile,0.5710000000000001,0.9570000000000001,1.4999999999999999e-05,8,-3.468,1,21Uh0HthrGV8qjwXFNfvuS,0.0633,149.946,Don't Stop,0.892,wonder,13.51368081926659,0.0,22.36227393440449,0.0,8.964390247258565,16.43880887150568,0.0,0.0,0.0
737,0.0098,Paramore,smile,0.602,0.9229999999999999,0.0,5,-3.763,1,21Uh0HthrGV8qjwXFNfvuS,0.044000000000000004,136.01,Still into You,0.765,wonder,16.60253907081006,0.0,0.0,5.072670685015709,0.0,0.0,0.0,0.0,5.38357721049886
738,0.00107,Train,smile,0.765,0.8370000000000001,1.06e-05,1,-3.113,0,21Uh0HthrGV8qjwXFNfvuS,0.032,122.02799999999999,Drive By,0.721,wonder,20.790829814595234,0.0,10.331203934881687,0.0,5.175342304189228,0.0,0.0,0.0,0.0
739,0.000145,P!nk,smile,0.597,0.919,0.0,7,-2.9539999999999997,1,21Uh0HthrGV8qjwXFNfvuS,0.044000000000000004,113.98700000000001,Blow Me (One Last Kiss),0.73,wonder,4.310404258647905,0.0,4.278298772439941,0.0,0.0,31.324369627483705,4.258528771038937,16.519906567256086,8.319603557753489
740,0.45299999999999996,Flume,smile,0.444,0.557,0.0,0,-5.476,1,21Uh0HthrGV8qjwXFNfvuS,0.0602,115.05799999999999,Never Be Like You (feat. Kai),0.29600000000000004,wonder,17.271969724752694,5.674182004879911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,0.953,Ella Eyre,smile,0.5720000000000001,0.231,3.88e-06,0,-6.316,0,21Uh0HthrGV8qjwXFNfvuS,0.0334,96.729,We Don't Have To Take Our Clothes Off,0.332,wonder,6.450470422144176,0.0,0.0,5.988961416889864,0.0,0.0,0.0,0.0,0.0
742,0.64,Post Malone,smile,0.664,0.667,1.22e-06,4,-5.941,1,21Uh0HthrGV8qjwXFNfvuS,0.154,180.06400000000002,Candy Paint,0.381,wonder,31.084168517461116,0.0,7.70683115694935,13.696048237713306,3.8631559152230595,3.490663009470197,0.0,7.410186895697511,29.879348679291827
743,0.0134,Vengaboys,smile,0.8109999999999999,0.935,0.41100000000000003,11,-4.595,0,21Uh0HthrGV8qjwXFNfvuS,0.0407,138.47899999999998,"Boom, Boom, Boom, Boom!!",0.968,wonder,7.143617602704121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,0.449,BROCKHAMPTON,smile,0.45299999999999996,0.5379999999999999,0.0,1,-8.212,1,21Uh0HthrGV8qjwXFNfvuS,0.0638,122.973,SUGAR,0.516,wonder,15.593122360946426,10.229132433888974,5.1656019674408435,4.736198448394496,0.0,0.0,0.0,0.0,0.0
