,Unnamed: 0,title,meta,id,artist,artist_factor,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence,speechiness,loudness,label
208,244,Youth,spotify:track:4AmcmraFjVzFb9SQDNTRyl,4AmcmraFjVzFb9SQDNTRyl,Daughter,115,0.4,0.525,0,1,0.887,0.00543,146.977,0.408,0.0435,-11.294,sad
1549,1950,Hurts So Good,spotify:track:46ydq5g3k17iLJs3qMDvO6,46ydq5g3k17iLJs3qMDvO6,Astrid S,784,0.675,0.609,7,0,0.084,0.0,120.039,0.37799999999999995,0.0586,-5.027,sad
2339,2339,Pound The Alarm,spotify:track:5kcE7pp02ezLZaUbbMv3Iq,5kcE7pp02ezLZaUbbMv3Iq,Nicki Minaj,86,0.728,0.858,9,1,0.0403,4.09e-06,125.055,0.591,0.0609,-3.686,party
722,862,Hate The Other Side (with Marshmello & The Kid Laroi),spotify:track:66FgjA5ZQJJuypFG1bc8se,66FgjA5ZQJJuypFG1bc8se,Juice WRLD,47,0.701,0.65,6,1,0.29100000000000004,0.0,90.00299999999999,0.647,0.10400000000000001,-6.313,sad
711,849,UGLY,spotify:track:2QfkJ9lURgRpcFT2Y0B1e3,2QfkJ9lURgRpcFT2Y0B1e3,XXXTENTACION,49,0.528,0.325,2,1,0.857,0.0145,83.65100000000001,0.0412,0.0293,-12.501,sad
170,171,24 Karat,spotify:track:6bN7SokNMZlZatJVWsB43V,6bN7SokNMZlZatJVWsB43V,Alexi Blue,130,0.793,0.419,9,0,0.609,0,130.117,0.306,0.256,-9.409,sex
1185,1520,forever,spotify:track:0KJwLTN2yjVgPLKa7gyJip,0KJwLTN2yjVgPLKa7gyJip,j'san,619,0.6629999999999999,0.319,5,1,0.919,0.853,81.072,0.0759,0.0449,-12.536,sad
42,70,Lo siento,spotify:track:5o2M4yHxo9kyNLdgihFeV1,5o2M4yHxo9kyNLdgihFeV1,Beret,10,0.36200000000000004,0.42,2,1,0.655,0.0,77.077,0.284,0.0582,-7.9510000000000005,sad
875,1104,Hunnybee,spotify:track:3DPFmwFtV5ElQaTniLOdgk,3DPFmwFtV5ElQaTniLOdgk,Unknown Mortal Orchestra,470,0.956,0.373,6,1,0.569,0.39399999999999996,119.994,0.568,0.0773,-7.962999999999999,sad
1565,1982,911,spotify:track:6qI0MU175Dk2DeoUjlrOpy,6qI0MU175Dk2DeoUjlrOpy,Lady Gaga,827,0.789,0.813,5,1,0.0294,2.07e-06,116.007,0.42,0.0374,-4.563,sex
1605,2022,Just South of Heaven,spotify:track:4YnjiMGmYAOnJlc0TmwYKt,4YnjiMGmYAOnJlc0TmwYKt,Blake Shelton,842,0.645,0.644,10,1,0.354,0,149.887,0.66,0.0298,-7.214,sex
1789,1789,Stolen Dance,spotify:track:6vECYJHxYmm3Ydt3fF01pE,6vECYJHxYmm3Ydt3fF01pE,Milky Chance,844,0.885,0.581,11,1,0.427,0.000204,114.016,0.728,0.0378,-8.813,party
1212,1551,Village,spotify:track:1igeI0Dv9OWFjshEH05A1R,1igeI0Dv9OWFjshEH05A1R,Wun Two,618,0.816,0.216,0,1,0.456,0.0901,75.972,0.972,0.652,-13.551,sex
800,800,Drank in My Cup,spotify:track:3m8CQnnfJJp4eQMWWl3zay,3m8CQnnfJJp4eQMWWl3zay,Kirko Bangz,417,0.451,0.632,8,0,0.0114,0,132.89,0.23399999999999999,0.297,-7.98,party
2089,2701,Mora Piya,spotify:track:62kgwMyl2b6A9rJq38PbJ3,62kgwMyl2b6A9rJq38PbJ3,Aadesh Shrivastava,1043,0.5579999999999999,0.5720000000000001,3,0,0.257,0.0005639999999999999,94.105,0.337,0.0429,-7.723,sad
2074,2570,Bad Moon Rising,spotify:track:20OFwXhEXf12DzwXmaV7fj,20OFwXhEXf12DzwXmaV7fj,Creedence Clearwater Revival,1056,0.508,0.774,2,1,0.0586,4.87e-06,178.946,0.9420000000000001,0.0321,-5.973,sex
2494,3053,Segue O Jogo,spotify:track:1K8TpUfq24y35VqRm0XSgq,1K8TpUfq24y35VqRm0XSgq,Analaga,1285,0.769,0.766,0,1,0.319,1.39e-06,100.99,0.633,0.0453,-5.685,sex
1543,1935,Lie,spotify:track:07FkzikE6FuHIa8Ma7zJGc,07FkzikE6FuHIa8Ma7zJGc,NF,53,0.513,0.6609999999999999,5,1,0.161,0.0,94.791,0.179,0.24,-6.419,sad
1139,1472,Ollies,spotify:track:4tuSVShrGQ4KIKlWZgVyCs,4tuSVShrGQ4KIKlWZgVyCs,Saiko,593,0.657,0.284,3,1,0.0109,0.912,179.97099999999998,0.575,0.0706,-10.164,sad
2467,3161,Desire_x,spotify:track:3mSssDMFQJqXa8TeSqiGjG,3mSssDMFQJqXa8TeSqiGjG,Altitude.,1225,0.402,0.42,3,0,0.9159999999999999,0.795,78.876,0.679,0.0478,-8.769,sad
748,900,Gone (feat. Jay Gwuapo),spotify:track:6XMvZhFusSKtyafRL4H212,6XMvZhFusSKtyafRL4H212,Luh Kel,407,0.5,0.8320000000000001,0,0,0.19,0.0,83.945,0.682,0.225,-7.053,sad
1968,2580,Tears In Heaven,spotify:track:3SgQp9yhCYGaialojkXFxb,3SgQp9yhCYGaialojkXFxb,Gregorian,983,0.363,0.442,9,1,0.0823,0.0009609999999999999,75.96600000000001,0.0598,0.0291,-9.791,sad
1504,1504,Masterpiece,spotify:track:7nToEPuB95Y5rsJ3VrH3wQ,7nToEPuB95Y5rsJ3VrH3wQ,Jessie J,69,0.657,0.737,0,0,0.02,0,143.864,0.573,0.0446,-2.692,party
2418,2972,Can't Seem To Make You Mine,spotify:track:6nnSkEpzo8PmHsOlSopoO6,6nnSkEpzo8PmHsOlSopoO6,The Seeds,1246,0.699,0.384,7,1,0.148,0,109.573,0.584,0.044,-13.691,sex
899,1128,Prairie Winter Wasteland,spotify:track:5I1xDl7KpHfWsUj35E7mGK,5I1xDl7KpHfWsUj35E7mGK,Daughter of Swords,490,0.599,0.17800000000000002,0,1,0.981,0.0247,80.117,0.168,0.0275,-15.655,sad
2900,2900,Country Roads,spotify:track:7sMRFJShEt438JHBmFU0VX,7sMRFJShEt438JHBmFU0VX,Hermes House Band,1151,0.364,0.986,7,1,0.322,0,200.069,0.7070000000000001,0.339,-6.017,party
2103,2599,Then He Kissed Me,spotify:track:7jeOETwLUP84mPQzxlD5nh,7jeOETwLUP84mPQzxlD5nh,The Crystals,1074,0.431,0.678,4,1,0.7,6.37e-06,135.919,0.633,0.0365,-7.945,sex
222,258,Somebody Else,spotify:track:5hc71nKsUgtwQ3z52KEKQk,5hc71nKsUgtwQ3z52KEKQk,The 1975,123,0.61,0.7879999999999999,0,1,0.195,0.0142,101.045,0.47200000000000003,0.0585,-5.724,sad
1589,2006,Say You Do,spotify:track:2sE61ZmvYH8wiOx5jygkHH,2sE61ZmvYH8wiOx5jygkHH,Dierks Bentley,845,0.481,0.733,3,1,0.142,0.000547,147.859,0.45299999999999996,0.0368,-8.171,sex
856,856,How Will I Know,spotify:track:5tdKaKLnC4SgtDZ6RlWeal,5tdKaKLnC4SgtDZ6RlWeal,Whitney Houston,248,0.832,0.544,6,1,0.201,0.000139,119.49,0.9279999999999999,0.0442,-12.697,party
1538,1953,Take Me Out,spotify:track:6ooluO7DiEhI1zmK94nRCM,6ooluO7DiEhI1zmK94nRCM,Franz Ferdinand,818,0.278,0.676,9,1,0.000423,0.000899,104.545,0.494,0.0371,-8.821,sex
1570,1570,Anthem for the Judged,spotify:track:3uxisKz9iXH9u5YAyxXcb8,3uxisKz9iXH9u5YAyxXcb8,NIKI DEMAR,708,0.498,0.71,4,1,0.0296,0,180.069,0.545,0.337,-3.714,party
1897,2436,Seasons Of Love (Glee Cast Version),spotify:track:5gKfjl3XR7Oqf07gkjwLQk,5gKfjl3XR7Oqf07gkjwLQk,Glee Cast,946,0.605,0.507,5,1,0.618,1.92e-06,89.03299999999999,0.253,0.0259,-6.354,sad
1708,2150,Heartbreaker,spotify:track:21pCToQdqcPi879auxjxKe,21pCToQdqcPi879auxjxKe,Justin Bieber,8,0.572,0.503,6,0,0.156,0,103.215,0.5529999999999999,0.0858,-7.334,sex
1637,1637,Blah Blah Blah,spotify:track:0tp6mwUt99QnfY95T30Lqj,0tp6mwUt99QnfY95T30Lqj,Armin van Buuren,457,0.378,0.963,5,0,0.00882,0.00357,103.406,0.16,0.0682,-3.911,party
2916,3522,Runaway - 2004 Remastered Version,spotify:track:0BY6W6PWdlghnZ41Uo5Eyz,0BY6W6PWdlghnZ41Uo5Eyz,Del Shannon,1049,0.535,0.579,8,1,0.172,0,75.75,0.743,0.0529,-6.156,sex
327,356,"Wicked Game - Live At Killkenny Arts Festival, Ireland/2011",spotify:track:5Lbi5aI8aLOGjO7A8vhbUv,5Lbi5aI8aLOGjO7A8vhbUv,James Vincent McMorrow,216,0.545,0.181,11,1,0.872,0.0035,113.221,0.16,0.0362,-14.698,sex
787,979,Sex Music,spotify:track:6bWD65sXguqUE4AaiEXqlw,6bWD65sXguqUE4AaiEXqlw,Tank,340,0.464,0.598,5,0,0.011,0,170.092,0.23399999999999999,0.0323,-6.379,sex
1566,1566,in my miNd,spotify:track:2s0Dn2mtvp94wUkyaB8nJc,2s0Dn2mtvp94wUkyaB8nJc,Maty Noyes,703,0.768,0.632,0,0,0.469,0,102.074,0.7879999999999999,0.0252,-3.877,party
60,60,Cheerleader,spotify:track:5ByIHT8s38diBQf6dkEWbt,5ByIHT8s38diBQf6dkEWbt,OMI,52,0.864,0.738,4,1,0.214,0,100.0,0.938,0.0309,-4.323,party
2443,3002,Magic Carpet Ride,spotify:track:05B7Kc8fvBlX0OWbE6piPZ,05B7Kc8fvBlX0OWbE6piPZ,Steppenwolf,1101,0.64,0.651,4,0,0.142,0.28,111.676,0.8009999999999999,0.0517,-14.981,sex
1665,2082,Slippin',spotify:track:2LnrAcsjms8671PGbQ0CHV,2LnrAcsjms8671PGbQ0CHV,Smithfield,877,0.661,0.749,11,1,0.379,0,129.957,0.64,0.0341,-5.592,sex
276,294,Belong to You (feat. 6LACK),spotify:track:2I88NEWpKrAPZuapXNV5G6,2I88NEWpKrAPZuapXNV5G6,Sabrina Claudio,195,0.605,0.553,10,0,0.274,0.0152,152.076,0.62,0.101,-10.845,sex
347,347,Cooties,spotify:track:5ZsSFSQQkhQLFXObRxSIR4,5ZsSFSQQkhQLFXObRxSIR4,Aimee Allen,213,0.749,0.823,5,1,0.0754,0,131.3,0.8390000000000001,0.287,-6.875,party
565,692,Always On Time,spotify:track:4hrae8atte6cRlSC9a7VCO,4hrae8atte6cRlSC9a7VCO,Ja Rule,361,0.839,0.706,5,0,0.208,0,96.673,0.8390000000000001,0.199,-6.104,sex
1351,1690,Dance Little Sister,spotify:track:4o9Kj7onklt6xbYl3jVArp,4o9Kj7onklt6xbYl3jVArp,Terence Trent D'Arby,716,0.722,0.696,2,0,0.161,0,115.397,0.93,0.0901,-11.095,sex
993,993,Ein Bett Im Kornfeld,spotify:track:7DfHmCnSLftVHPvtFPFsmA,7DfHmCnSLftVHPvtFPFsmA,Jürgen Drews,477,0.587,0.769,4,1,0.22,0,115.109,0.9670000000000001,0.0472,-5.868,party
2125,2125,Me Too,spotify:track:3KwwE4sgCzMaKWq6QBebmX,3KwwE4sgCzMaKWq6QBebmX,Meghan Trainor,662,0.934,0.694,11,0,0.0962,1.2e-06,123.829,0.835,0.101,-5.849,party
2707,3277,The End of the World,spotify:track:5DTOOkooKFUvWj1XQTFa09,5DTOOkooKFUvWj1XQTFa09,Skeeter Davis,1418,0.232,0.216,10,1,0.936,4.93e-06,94.268,0.43200000000000005,0.0314,-10.674,sex
1523,1523,Shout Out to My Ex,spotify:track:0YHUITU3w6ws1v8ehT264g,0YHUITU3w6ws1v8ehT264g,Little Mix,260,0.774,0.739,0,1,0.0316,5.95e-06,126.002,0.823,0.0952,-4.022,party
2970,3825,Make You Mine,spotify:track:2k3aoKHFQdXAceSNczKSqd,2k3aoKHFQdXAceSNczKSqd,Nob Pluto,1439,0.45299999999999996,0.311,11,0,0.27399999999999997,1.65e-06,144.994,0.457,0.0584,-13.494000000000002,sad
2899,3746,Palmeras en La Mancha - MSDL,spotify:track:4YcdMcaGOZ7DudzucjgnW9,4YcdMcaGOZ7DudzucjgnW9,Vetusta Morla,1385,0.616,0.6809999999999999,7,1,0.264,0.0,120.92299999999999,0.58,0.0299,-6.039,sad
2597,3156,Rock And Roll All Nite,spotify:track:6KTv0Z8BmVqM7DPxbGzpVC,6KTv0Z8BmVqM7DPxbGzpVC,KISS,1346,0.654,0.929,1,1,0.0468,0,144.774,0.902,0.0998,-5.906,sex
2559,3118,Vengo anch'io no tu no,spotify:track:15sIQGSvL8VFBRvTimjDzf,15sIQGSvL8VFBRvTimjDzf,Enzo Jannacci,1323,0.695,0.618,5,1,0.295,0,109.818,0.9159999999999999,0.0712,-8.386,sex
44,72,Trihte,spotify:track:6LDb3XvUAm1m5r9NjTlTWI,6LDb3XvUAm1m5r9NjTlTWI,Kimberley Tell,38,0.802,0.43799999999999994,0,1,0.314,0.0143,139.963,0.263,0.0546,-10.924000000000001,sad
286,286,Broke In A Minute,spotify:track:4xqIYGwwZTEem9U8A42SPF,4xqIYGwwZTEem9U8A42SPF,Tory Lanez,141,0.929,0.7,0,0,0.144,0,120.009,0.802,0.0906,-5.595,party
3053,3957,One Last Time - EP Version,spotify:track:1Dhn8urPQTReGSmpRCXASj,1Dhn8urPQTReGSmpRCXASj,Jaymes Young,98,0.28800000000000003,0.35,4,1,0.612,0.0010400000000000001,117.90799999999999,0.163,0.0325,-12.333,sad
2551,3110,29 Settembre,spotify:track:0YwIk0dRKHafEhy62wMp0J,0YwIk0dRKHafEhy62wMp0J,Equipe 84,1290,0.441,0.524,2,1,0.0854,0,96.722,0.659,0.0363,-11.358,sex
2423,3116,I Don't Need Him (Community Beat),spotify:track:3Z2gsW9I3oz3fYNSCqprOV,3Z2gsW9I3oz3fYNSCqprOV,Beowülf,454,0.792,0.413,8,1,0.87,0.495,112.995,0.545,0.0642,-15.023,sad
58,58,Ti amo,spotify:track:66bsUCJWoy09bpuljIXumf,66bsUCJWoy09bpuljIXumf,Veysel,50,0.518,0.774,2,0,0.485,0,80.397,0.405,0.335,-4.757,party
1254,1589,Au Revoir (with Zahara) - Con Zahara,spotify:track:1bRaGRdGzHYJl1WQBkEam3,1bRaGRdGzHYJl1WQBkEam3,Carlos Sadness,636,0.61,0.96,2,1,0.0537,8.23e-06,102.495,0.603,0.168,-6.129,sad
1545,1943,Deep End,spotify:track:555CH6CnGJRqO37pqA30vW,555CH6CnGJRqO37pqA30vW,Birdy,174,0.455,0.29600000000000004,2,1,0.7609999999999999,0.0,171.74400000000003,0.31,0.0399,-8.513,sad
919,1155,What's Your Fantasy (Featuring Shawna),spotify:track:4LwOrnuxJwR7C5Sw4liY4Z,4LwOrnuxJwR7C5Sw4liY4Z,Ludacris,503,0.915,0.79,6,0,0.16,0,140.095,0.9670000000000001,0.207,-3.186,sex
1379,1714,For What It's Worth,spotify:track:1qRA5BS78u3gME0loMl9AA,1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,697,0.653,0.519,2,1,0.406,0.0209,98.883,0.8220000000000001,0.0497,-10.164,sad
367,452,Let It Go,spotify:track:3nnG7AM9QopHVPEuLX3Khk,3nnG7AM9QopHVPEuLX3Khk,James Bay,151,0.536,0.311,1,1,0.82,1.65e-05,147.486,0.24600000000000002,0.0288,-10.395999999999999,sad
2487,2487,Y Que Paso,spotify:track:2UDSQryg2Htz1ZS4YjWOUN,2UDSQryg2Htz1ZS4YjWOUN,Q' Lokura,1096,0.799,0.735,11,0,0.3,0,109.997,0.662,0.0567,-6.111,party
226,234,Do You...,spotify:track:6UnhtSItiWD9XjFM2uFuNg,6UnhtSItiWD9XjFM2uFuNg,Miguel,20,0.593,0.589,11,1,0.462,3.88e-06,148.055,0.306,0.0366,-6.401,sex
1299,1299,Mary Jane (All Night Long),spotify:track:2zwmugV2IbUwKq5JgOWEpv,2zwmugV2IbUwKq5JgOWEpv,Mary J. Blige,627,0.784,0.298,5,0,0.125,3.19e-05,87.172,0.846,0.0542,-9.56,party
514,602,Wait for You,spotify:track:0U969xYNlAyfzi8P1TaO7u,0U969xYNlAyfzi8P1TaO7u,Elliott Yamin,284,0.764,0.48700000000000004,0,1,0.25,0.0,116.027,0.35200000000000004,0.0281,-6.734,sad
544,635,Be Quiet and Drive (Far Away),spotify:track:4Uiw0Sl9yskBaC6P4DcdVD,4Uiw0Sl9yskBaC6P4DcdVD,Deftones,310,0.20600000000000002,0.965,1,1,9.91e-06,0.8270000000000001,92.615,0.168,0.079,-5.1160000000000005,sad
1117,1117,Style & das Geld,spotify:track:4rpXdg8Kd34ZhMdIibCtUW,4rpXdg8Kd34ZhMdIibCtUW,Kay One,532,0.72,0.686,9,0,0.0153,0,129.72,0.764,0.328,-6.503,party
2261,2783,Have Love Will Travel,spotify:track:2uXkW8uJcOIhlbUatEPLPs,2uXkW8uJcOIhlbUatEPLPs,The Sonics,732,0.506,0.948,10,1,0.727,0,130.195,0.934,0.105,-5.626,sex
1479,1817,Breeze,spotify:track:46jPvB4xZCgyPIxzUto8nK,46jPvB4xZCgyPIxzUto8nK,The Deli,753,0.6829999999999999,0.154,10,1,0.368,0.848,83.21700000000001,0.616,0.18,-12.335999999999999,sad
2617,3372,Caught Up,spotify:track:4jvQ3EvoTkgeXiqTjLlhPv,4jvQ3EvoTkgeXiqTjLlhPv,Caleborate,1279,0.535,0.21600000000000003,9,1,0.823,0.00395,171.609,0.24600000000000002,0.217,-12.932,sad
466,507,Cozy Dreams,spotify:track:6fP0rqGKsxboKZbTZLdkOd,6fP0rqGKsxboKZbTZLdkOd,Loby,303,0.69,0.477,10,0,0.346,0.000921,119.935,0.628,0.0537,-8.794,sex
1999,2611,Breath Of Life,spotify:track:7KqR8fMUubhUGHzITMuPvT,7KqR8fMUubhUGHzITMuPvT,Florence + The Machine,869,0.47100000000000003,0.7240000000000001,0,1,0.00263,0.0018800000000000002,146.064,0.275,0.0422,-9.323,sad
466,466,RITMO (Bad Boys For Life),spotify:track:6cy3ki60hLwimwIje7tALf,6cy3ki60hLwimwIje7tALf,Black Eyed Peas,42,0.721,0.716,10,0,0.0334,0.00084,104.994,0.667,0.0657,-7.037,party
2246,2859,Downside Of Growing Up,spotify:track:1VMm5rgAijgUtzq8ZZWEKl,1VMm5rgAijgUtzq8ZZWEKl,Maddie & Tae,1138,0.473,0.757,3,1,0.297,0.0,76.21600000000001,0.544,0.0322,-3.293,sad
75,75,Body,spotify:track:1BegERSHwiGC5RmWg9Q0Yn,1BegERSHwiGC5RmWg9Q0Yn,Sinead Harnett,52,0.541,0.528,3,1,0.342,0.00663,109.919,0.23,0.046,-7.1,sex
2061,2061,Motivation,spotify:track:0rIAC4PXANcKmitJfoqmVm,0rIAC4PXANcKmitJfoqmVm,Normani,934,0.599,0.887,4,1,0.0192,1.21e-06,170.918,0.8809999999999999,0.0984,-3.967,party
1038,1038,Repeat,spotify:track:66NiulRme4vKmBwQcYVK2P,66NiulRme4vKmBwQcYVK2P,Gestört aber GeiL,509,0.822,0.735,1,1,0.0331,0.00169,122.055,0.374,0.0649,-6.577,party
1636,2039,Animals - Radio Edit,spotify:track:5fHmnwcuWXBj2sHJZd4NGx,5fHmnwcuWXBj2sHJZd4NGx,Martin Garrix,816,0.593,0.914,1,1,0.00137,0.445,128.015,0.0381,0.0363,-5.351,sad
2227,2840,Remember When,spotify:track:1M1HscO3JywTvswsVx1GcI,1M1HscO3JywTvswsVx1GcI,Alan Jackson,1127,0.5589999999999999,0.301,2,1,0.708,0.0005610000000000001,125.584,0.25,0.0294,-10.522,sad
249,287,Already Gone,spotify:track:5zCunX8URvLoBHlg1Fnjv6,5zCunX8URvLoBHlg1Fnjv6,Sleeping At Last,90,0.418,0.248,3,1,0.9540000000000001,4.21e-06,130.953,0.298,0.0451,-9.997,sad
2846,3613,Saved,spotify:track:248OFOZef6ShXv6DGgbnxU,248OFOZef6ShXv6DGgbnxU,Khalid,51,0.7390000000000001,0.44799999999999995,10,0,0.18899999999999997,0.0,81.044,0.5529999999999999,0.138,-10.28,sad
2646,3205,MOONWOK,spotify:track:5NlxbHUb2Ri0PfOOtXrkwT,5NlxbHUb2Ri0PfOOtXrkwT,LIL DROOP,1384,0.562,0.439,11,1,0.152,0.0166,86.748,0.185,0.211,-10.658,sex
2800,2800,Girls Just Want to Have Fun,spotify:track:69eQlJXwanDCCAlKScnmlD,69eQlJXwanDCCAlKScnmlD,80s Super Hits,1180,0.675,0.886,6,1,0.0209,0.00334,120.772,0.632,0.0292,-2.664,party
1796,2276,La domenica delle salme,spotify:track:0GtnWgNFi0B3wnnj5l4QOb,0GtnWgNFi0B3wnnj5l4QOb,Fabrizio De André,899,0.423,0.26,10,0,0.934,0.155,141.879,0.13699999999999998,0.0361,-15.294,sad
940,1169,This Belongs to You,spotify:track:0wWKjgpc4pU1CMf9ARayKS,0wWKjgpc4pU1CMf9ARayKS,Pat Metheny,489,0.353,0.18100000000000002,4,0,0.966,0.406,80.91199999999999,0.13699999999999998,0.0431,-14.609000000000002,sad
1141,1474,french inhale,spotify:track:7IoVZ7yynM2uKQOTR0s0Ua,7IoVZ7yynM2uKQOTR0s0Ua,[bsd.u],595,0.87,0.146,8,0,0.499,0.941,80.087,0.889,0.22,-11.877,sad
594,693,Don't Panic,spotify:track:5vk2IwyJvPXt5FituUtR76,5vk2IwyJvPXt5FituUtR76,Clairity,354,0.153,0.364,2,0,0.486,0.0795,84.67200000000001,0.139,0.0439,-11.453,sad
2632,3387,Closure,spotify:track:2bNbF8sE81TpQ36HjC57X9,2bNbF8sE81TpQ36HjC57X9,Ab-Soul,1261,0.653,0.479,10,1,0.263,0.0,112.125,0.342,0.076,-11.220999999999998,sad
2010,2622,Colour Me In,spotify:track:5KE5vhj2eZnmbkdHwWMhU9,5KE5vhj2eZnmbkdHwWMhU9,Rea Garvey,996,0.6779999999999999,0.733,6,1,0.187,0.000193,119.984,0.847,0.0353,-6.478,sad
2264,2264,LA CANCIÓN,spotify:track:0fea68AdmYNygeTGI4RC18,0fea68AdmYNygeTGI4RC18,J Balvin,39,0.754,0.646,7,1,0.152,1.85e-05,176.089,0.429,0.317,-5.795,party
2134,2746,Bhula Denge Tumko Sanam,spotify:track:20yiWbDUChBHvHSqvlBnHI,20yiWbDUChBHvHSqvlBnHI,Sonu Nigam,1037,0.47700000000000004,0.631,9,0,0.19699999999999998,0.0,171.85299999999998,0.516,0.163,-10.175,sad
501,588,How To Disappear Completely,spotify:track:69pwmeyvQMuHMtkCmpEWhQ,69pwmeyvQMuHMtkCmpEWhQ,Radiohead,272,0.168,0.302,6,0,0.315,0.79,102.041,0.205,0.0344,-11.645,sad
983,1212,Alethia,spotify:track:6YBi4P93p95BpV5EOwJ8z2,6YBi4P93p95BpV5EOwJ8z2,Jonny Greenwood,508,0.257,0.0988,3,0,0.993,0.929,139.877,0.027999999999999997,0.0399,-20.879,sad
2294,2816,RONDO,spotify:track:3p6JF5nt0bZOSgZRONNZp0,3p6JF5nt0bZOSgZRONNZp0,6ix9ine,277,0.605,0.789,9,0,0.053,0,189.866,0.731,0.288,-4.833,sex
214,250,Heaven's Not Too Far,spotify:track:1Gqfs4JkerbpDyS0mCzzs9,1Gqfs4JkerbpDyS0mCzzs9,We Three,119,0.46799999999999997,0.415,9,1,0.39899999999999997,0.0,116.72399999999999,0.146,0.0304,-6.582999999999999,sad
659,812,Haunted,spotify:track:7cioKB5CHVzk09SOtTyn0T,7cioKB5CHVzk09SOtTyn0T,Beyoncé,82,0.436,0.534,1,0,0.103,0.00643,122.822,0.325,0.0773,-9.416,sex
3006,3006,Feel This Moment (feat. Christina Aguilera),spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,0Hf4aIJpsN4Os2f0y0VqWl,Pitbull,90,0.673,0.758,7,1,0.039,0,135.956,0.542,0.158,-3.632,party
51,51,DnF (feat. Drake & Future),spotify:track:5EMKS6mLi4JprJxy8IGdhT,5EMKS6mLi4JprJxy8IGdhT,Preme,36,0.707,0.599,0,0,0.0836,0,76.881,0.55,0.305,-7.053,sex
2151,2763,"Alvida (From ""Life in a Metro"")",spotify:track:43HhiMMdbpzi3ZOiGxekg9,43HhiMMdbpzi3ZOiGxekg9,Pritam,1042,0.287,0.655,2,1,0.594,7.51e-06,84.015,0.239,0.0372,-5.566,sad
1893,2375,Soft Morning Sex,spotify:track:6as7HQLCyPyhR4Di0BQTKB,6as7HQLCyPyhR4Di0BQTKB,Naked Jazz,960,0.534,0.265,7,1,0.83,0.765,111.939,0.262,0.0341,-15.499,sex
456,456,Allt du gör och att du finns,spotify:track:1esiASrlFXBkqzPZVswYNM,1esiASrlFXBkqzPZVswYNM,Mares,269,0.686,0.738,7,1,0.292,8.59e-06,130.022,0.7290000000000001,0.123,-9.728,party
2182,2182,El Baile del Beeper - Versión Merengue,spotify:track:3hyHCqpqj1TR3qhafGfrex,3hyHCqpqj1TR3qhafGfrex,los reyes del merengue,992,0.729,0.864,2,1,0.128,0.0613,170.502,0.797,0.0659,-7.651,party
747,918,Can't Imagine,spotify:track:4ikXHpwkD1xR3uVPaJoUwH,4ikXHpwkD1xR3uVPaJoUwH,Always Never,444,0.75,0.602,7,0,0.188,2.14e-05,114.97,0.16399999999999998,0.0281,-6.115,sex
1976,1976,Yikes,spotify:track:75dLEqanQTupF3dtP9exT5,75dLEqanQTupF3dtP9exT5,Nicki Minaj,86,0.911,0.637,8,1,0.0409,3.68e-05,149.996,0.66,0.447,-8.381,party
1747,1747,Healthy Sleep,spotify:track:5jv8BxbXExAelqjjplKuZj,5jv8BxbXExAelqjjplKuZj,Liquid Quiet Spirit,798,0.084,0.11,2,1,0.767,0.86,83.09,0.0374,0.044,-22.433,party
5,5,Grind With Me,spotify:track:3B7i9OKRRmIsSBHEbJz58Y,3B7i9OKRRmIsSBHEbJz58Y,Pretty Ricky,4,0.7,0.538,1,1,0.000204,0,136.518,0.18899999999999997,0.045,-5.952,sex
442,528,White,spotify:track:3UC8nKXMrKRNkgtjeSKS3b,3UC8nKXMrKRNkgtjeSKS3b,Cedje,239,0.9009999999999999,0.33799999999999997,2,1,0.141,2.47e-06,141.05100000000002,0.524,0.341,-13.136,sad
1200,1535,I Guess U Forgot About Me,spotify:track:4HGLwRrUQAzlRH59A6wUHI,4HGLwRrUQAzlRH59A6wUHI,cucu,625,0.6679999999999999,0.322,8,1,0.591,0.8640000000000001,78.013,0.217,0.225,-18.817999999999998,sad
1643,1643,Vi får aldrig ligga,spotify:track:0p0BVNLVHNfoD8ykgXXxnt,0p0BVNLVHNfoD8ykgXXxnt,Inte Helt Hundra,750,0.485,0.532,0,1,0.000265,1.55e-05,134.019,0.177,0.0312,-8.728,party
2226,2226,Walk It Talk It,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,6n4U3TlzUGhdSFbUUhTvLP,Migos,411,0.907,0.633,2,1,0.0876,2.6e-06,145.914,0.395,0.184,-5.145,party
1427,1762,Save Me - Remastered 2011,spotify:track:1pBFEy8cz0Fq4Pru0c4awd,1pBFEy8cz0Fq4Pru0c4awd,Queen,721,0.507,0.452,7,1,0.359,0.0,81.632,0.322,0.0269,-6.8,sad
2872,3457,A Day In The Life - Remastered 2009,spotify:track:0hKRSZhUGEhKU6aNSPBACZ,0hKRSZhUGEhKU6aNSPBACZ,The Beatles,1060,0.364,0.457,4,0,0.29,0.000106,163.219,0.175,0.0675,-14.162,sex
2836,3601,Jocelyn Flores,spotify:track:6ZSMSASKDmHXr1xaTNshpI,6ZSMSASKDmHXr1xaTNshpI,ItsAMoney,1369,0.721,0.293,0,0,0.787,0.331,133.904,0.642,0.0556,-12.122,sad
