,url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,ID
0,http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,1,Poor Little Fool,Ricky Nelson,Poor Little FoolRicky Nelson,1,,1,1,spotify:track:5ayybTSXNwcarDtxQKqvWX
1,http://www.billboard.com/charts/hot-100/1995-12-02,12/2/1995,1,One Sweet Day,Mariah Carey & Boyz II Men,One Sweet DayMariah Carey & Boyz II Men,1,,1,1,spotify:track:7ySbfLwdCwl1EM0zNCJZ38
3,http://www.billboard.com/charts/hot-100/2006-07-01,7/1/2006,1,Do I Make You Proud,Taylor Hicks,Do I Make You ProudTaylor Hicks,1,,1,1,spotify:track:2jv9Ppwz9u3lqWfXV0q2sW
4,http://www.billboard.com/charts/hot-100/2009-10-24,10/24/2009,1,3,Britney Spears,3Britney Spears,1,,1,1,spotify:track:6pymOcrCnMuCWdgGVTvUgP
5,http://www.billboard.com/charts/hot-100/2011-02-26,2/26/2011,1,Born This Way,Lady Gaga,Born This WayLady Gaga,1,,1,1,spotify:track:2nIVNBfSR4cj58MMG97cuV
6,http://www.billboard.com/charts/hot-100/2012-03-03,3/3/2012,1,Part Of Me,Katy Perry,Part Of MeKaty Perry,1,,1,1,spotify:track:1nZzRJbFvCEct3uzu04ZoL
7,http://www.billboard.com/charts/hot-100/2014-09-06,9/6/2014,1,Shake It Off,Taylor Swift,Shake It OffTaylor Swift,1,,1,1,spotify:track:5xTtaWoae3wi06K5WfVUUH
8,http://www.billboard.com/charts/hot-100/2016-02-20,2/20/2016,1,Pillowtalk,Zayn,PillowtalkZayn,1,,1,1,spotify:track:0PDUDa38GO8lMxLCRc4lL1
10,http://www.billboard.com/charts/hot-100/2017-01-28,1/28/2017,1,Shape Of You,Ed Sheeran,Shape Of YouEd Sheeran,1,,1,1,spotify:track:7qiZfU4dY1lWllzX7mPBI3
11,https://www.billboard.com/charts/hot-100/2018-11-17,11/17/2018,1,"Thank U, Next",Ariana Grande,"Thank U, NextAriana Grande",1,,1,1,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ
12,https://www.billboard.com/charts/hot-100/2019-02-02,2/2/2019,1,7 Rings,Ariana Grande,7 RingsAriana Grande,1,,1,1,spotify:track:6ocbgoVGwYJhOv1GgI9NsF
13,https://www.billboard.com/charts/hot-100/2019-03-16,3/16/2019,1,Sucker,Jonas Brothers,SuckerJonas Brothers,1,,1,1,spotify:track:22vgEDb5hykfaTwLuskFGD
15,http://www.billboard.com/charts/hot-100/1996-04-06,4/6/1996,2,Always Be My Baby,Mariah Carey,Always Be My BabyMariah Carey,1,,2,1,spotify:track:2aBxt229cbLDOvtL7Xbb9x
16,http://www.billboard.com/charts/hot-100/1996-05-11,5/11/1996,2,Tha Crossroads,Bone Thugs-N-Harmony,Tha CrossroadsBone Thugs-N-Harmony,1,,2,1,spotify:track:5KSJ9k1FYjFLnIRlJT2wF8
17,http://www.billboard.com/charts/hot-100/1997-09-27,9/27/1997,2,4 Seasons Of Loneliness,Boyz II Men,4 Seasons Of LonelinessBoyz II Men,1,,2,1,spotify:track:027tq4cWr0kRxLTfdxvM1L
18,http://www.billboard.com/charts/hot-100/2008-08-30,8/30/2008,2,Crush,David Archuleta,CrushDavid Archuleta,1,,2,1,spotify:track:4wCD0qOFNRu1Q6O3N6ycm4
19,http://www.billboard.com/charts/hot-100/2009-08-29,8/29/2009,2,Party In The U.S.A.,Miley Cyrus,Party In The U.S.A.Miley Cyrus,1,,2,1,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1
21,http://www.billboard.com/charts/hot-100/2012-04-14,4/14/2012,2,Boyfriend,Justin Bieber,BoyfriendJustin Bieber,1,,2,1,spotify:track:3UGIZ8qcrMTwzLbx6Kttqt
22,http://www.billboard.com/charts/hot-100/2013-08-10,8/10/2013,2,Best Song Ever,One Direction,Best Song EverOne Direction,1,,2,1,spotify:track:5T7ZFtCcOgkpjxcuaeZbw0
23,http://www.billboard.com/charts/hot-100/2015-11-14,11/14/2015,2,Sorry,Justin Bieber,SorryJustin Bieber,1,,2,1,spotify:track:09CtPGIpYB4BrO8qb1RGsF
27,https://www.billboard.com/charts/hot-100/2019-02-23,2/23/2019,2,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,"Break Up With Your Girlfriend, I'm BoredAriana Grande",1,,2,1,spotify:track:4kV4N9D1iKVxx1KLvtTpjS
28,https://www.billboard.com/charts/hot-100/2019-07-06,7/6/2019,2,Senorita,Shawn Mendes & Camila Cabello,SenoritaShawn Mendes & Camila Cabello,1,,2,1,spotify:track:0TK2YIli7K1leLovkQiNik
29,http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,3,Splish Splash,Bobby Darin,Splish SplashBobby Darin,1,,3,1,spotify:track:40fD7ct05FvQHLdQTgJelG
30,http://www.billboard.com/charts/hot-100/1998-10-03,10/3/1998,3,One Week,Barenaked Ladies,One WeekBarenaked Ladies,1,,3,1,spotify:track:29hBRadFZf9QTGRHZmxm65
31,http://www.billboard.com/charts/hot-100/2008-12-20,12/20/2008,3,Circus,Britney Spears,CircusBritney Spears,1,,3,1,spotify:track:7jk7gqyEonmVVYahZN5zhW
34,http://www.billboard.com/charts/hot-100/2013-09-14,9/14/2013,3,Berzerk,Eminem,BerzerkEminem,1,,3,1,spotify:track:6Xk7PnitV9jCRorWt2LiVZ
36,http://www.billboard.com/charts/hot-100/2004-04-03,4/3/2004,4,Solitaire,Clay Aiken,SolitaireClay Aiken,1,,4,1,spotify:track:4nl0AClM6HOOKwHJwLezEK
39,http://www.billboard.com/charts/hot-100/2017-04-29,4/29/2017,4,Sign Of The Times,Harry Styles,Sign Of The TimesHarry Styles,1,,4,1,spotify:track:5Ohxk2dO5COHF1krpoPigN
40,http://www.billboard.com/charts/hot-100/2017-05-06,5/6/2017,4,DNA.,Kendrick Lamar,DNA.Kendrick Lamar,1,,4,1,spotify:track:6HZILIRieu8S0iqY8kIKhj
41,http://www.billboard.com/charts/hot-100/2017-09-23,9/23/2017,4,...Ready For It?,Taylor Swift,...Ready For It?Taylor Swift,1,,4,1,spotify:track:2yLa0QULdQr0qAIvVwN6B5
42,https://www.billboard.com/charts/hot-100/2018-04-14,4/14/2018,4,Call Out My Name,The Weeknd,Call Out My NameThe Weeknd,1,,4,1,spotify:track:09mEdoA6zrmBPgTEN5qXmN
43,https://www.billboard.com/charts/hot-100/2018-08-18,8/18/2018,4,Sicko Mode,Travis Scott,Sicko ModeTravis Scott,1,,4,1,spotify:track:2xLMifQCjDGFmkHkpNLD9h
44,https://www.billboard.com/charts/hot-100/2019-10-19,10/19/2019,4,"10,000 Hours",Dan + Shay & Justin Bieber,"10,000 HoursDan + Shay & Justin Bieber",1,,4,1,spotify:track:2wrJq5XKLnmhRXHIAf9xBa
46,http://www.billboard.com/charts/hot-100/1995-06-24,6/24/1995,5,One More Chance/Stay With Me,The Notorious B.I.G.,One More Chance/Stay With MeThe Notorious B.I.G.,1,,5,1,spotify:track:7fXhkARAtS66kxexMIAx8O
47,http://www.billboard.com/charts/hot-100/1997-05-24,5/24/1997,5,Say You'll Be There,Spice Girls,Say You'll Be ThereSpice Girls,1,,5,1,spotify:track:1yTQ39my3MoNROlFw3RDNy
48,http://www.billboard.com/charts/hot-100/1998-07-11,7/11/1998,5,Ray Of Light,Madonna,Ray Of LightMadonna,1,,5,1,spotify:track:4Fpsa3pYc3gozrxHRRPvR6
49,http://www.billboard.com/charts/hot-100/2008-07-12,7/12/2008,5,Burnin' Up,Jonas Brothers,Burnin' UpJonas Brothers,1,,5,1,spotify:track:2VEsmoek0sol9MnJFyoG9e
52,http://www.billboard.com/charts/hot-100/2016-10-29,10/29/2016,5,24K Magic,Bruno Mars,24K MagicBruno Mars,1,,5,1,spotify:track:6b8Be6ljOzmkOmFslEb23P
54,https://www.billboard.com/charts/hot-100/2019-03-02,3/2/2019,5,Please Me,Cardi B & Bruno Mars,Please MeCardi B & Bruno Mars,1,,5,1,spotify:track:0PG9fbaaHFHfre2gUVo7AN
56,http://www.billboard.com/charts/hot-100/1995-09-16,9/16/1995,6,Runaway,Janet Jackson,RunawayJanet Jackson,1,,6,1,spotify:track:6ayyzu6smOchwXO1vxwfn6
57,http://www.billboard.com/charts/hot-100/1997-08-16,8/16/1997,6,2 Become 1,Spice Girls,2 Become 1Spice Girls,1,,6,1,spotify:track:36AWdhZIGLUTkWpJDhe7va
59,http://www.billboard.com/charts/hot-100/2010-10-30,10/30/2010,6,Back To December,Taylor Swift,Back To DecemberTaylor Swift,1,,6,1,spotify:track:3DrjZArsPsoqbLzUZZV1Id
60,http://www.billboard.com/charts/hot-100/2012-10-20,10/20/2012,6,Red,Taylor Swift,RedTaylor Swift,1,,6,1,spotify:track:0cITLOYn1Sv4q27zZPqlNK
61,http://www.billboard.com/charts/hot-100/2013-08-31,8/31/2013,6,Applause,Lady Gaga,ApplauseLady Gaga,1,,6,1,spotify:track:5ka2ajep9OAvU5Sgduhiex
62,http://www.billboard.com/charts/hot-100/2013-11-16,11/16/2013,6,Story Of My Life,One Direction,Story Of My LifeOne Direction,1,,6,1,spotify:track:4nVBt6MZDDP6tRVdQTgxJg
63,http://www.billboard.com/charts/hot-100/2014-08-16,8/16/2014,6,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj","Bang BangJessie J, Ariana Grande & Nicki Minaj",1,,6,1,spotify:track:0puf9yIluy9W0vpMEUoAnN
64,http://www.billboard.com/charts/hot-100/2016-02-20,2/20/2016,6,Summer Sixteen,Drake,Summer SixteenDrake,1,,6,1,spotify:track:17Q87zeXgsAi9iQQbMu9v0
65,http://www.billboard.com/charts/hot-100/2017-01-28,1/28/2017,6,Castle On The Hill,Ed Sheeran,Castle On The HillEd Sheeran,1,,6,1,spotify:track:6PCUP3dWmTjcTtXY02oFdT
66,https://www.billboard.com/charts/hot-100/2018-05-05,5/5/2018,6,ATM,J. Cole,ATMJ. Cole,1,,6,1,spotify:track:2UciqgwVDwro0fev3MFbxJ
67,http://www.billboard.com/charts/hot-100/1997-03-29,3/29/1997,7,All By Myself,Celine Dion,All By MyselfCeline Dion,1,,7,1,spotify:track:0gsl92EMIScPGV1AU35nuD
68,http://www.billboard.com/charts/hot-100/1997-09-06,9/6/1997,7,Barbie Girl,Aqua,Barbie GirlAqua,1,,7,1,spotify:track:2RSOzvKUnfDDrb2nQPfpQU
69,http://www.billboard.com/charts/hot-100/2007-08-04,8/4/2007,7,"Sorry, Blame It On Me",Akon,"Sorry, Blame It On MeAkon",1,,7,1,spotify:track:11FLXIjJOGzx7H0n1bu5wz
72,http://www.billboard.com/charts/hot-100/2012-10-13,10/13/2012,7,Begin Again,Taylor Swift,Begin AgainTaylor Swift,1,,7,1,spotify:track:0L4YCNRfXAoTvdpWeH2RGj
73,http://www.billboard.com/charts/hot-100/2013-11-02,11/2/2013,7,Rap God,Eminem,Rap GodEminem,1,,7,1,spotify:track:6or1bKJiZ06IlK0vFvY75k
74,http://www.billboard.com/charts/hot-100/2016-12-31,12/31/2016,7,Deja Vu,J. Cole,Deja VuJ. Cole,1,,7,1,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ
75,http://www.billboard.com/charts/hot-100/2017-02-04,2/4/2017,7,Paris,The Chainsmokers,ParisThe Chainsmokers,1,,7,1,spotify:track:15vzANxN8G9wWfwAJLLMCg
76,https://www.billboard.com/charts/hot-100/2018-02-03,2/3/2018,7,Diplomatic Immunity,Drake,Diplomatic ImmunityDrake,1,,7,1,spotify:track:4haJoBPbPj9QFKNpp9e8kx
77,https://www.billboard.com/charts/hot-100/2018-02-17,2/17/2018,7,Pray For Me,The Weeknd & Kendrick Lamar,Pray For MeThe Weeknd & Kendrick Lamar,1,,7,1,spotify:track:77UjLW8j5UAGAGVGhR5oUK
78,https://www.billboard.com/charts/hot-100/2018-05-12,5/12/2018,7,Better Now,Post Malone,Better NowPost Malone,1,,7,1,spotify:track:7dt6x5M1jzdTEt8oCbisTK
79,https://www.billboard.com/charts/hot-100/2019-04-13,4/13/2019,7,Bad Guy,Billie Eilish,Bad GuyBillie Eilish,1,,7,1,spotify:track:2Fxmhks0bxGSBdJ92vM42m
80,https://www.billboard.com/charts/hot-100/2019-09-14,9/14/2019,7,Circles,Post Malone,CirclesPost Malone,1,,7,1,spotify:track:21jGcNKet2qwijlDFuPiPb
81,http://www.billboard.com/charts/hot-100/1997-07-12,7/12/1997,8,Sunny Came Home,Shawn Colvin,Sunny Came HomeShawn Colvin,1,,8,1,spotify:track:4mOxpj82q6n3EO7HBZCelX
82,http://www.billboard.com/charts/hot-100/2005-05-07,5/7/2005,8,Speed Of Sound,Coldplay,Speed Of SoundColdplay,1,,8,1,spotify:track:7clUVcSOtkNWa58Gw5RfD4
84,http://www.billboard.com/charts/hot-100/2010-10-23,10/23/2010,8,Speak Now,Taylor Swift,Speak NowTaylor Swift,1,,8,1,spotify:track:24DefNCFiWTP8OjYWiXuYe
85,http://www.billboard.com/charts/hot-100/2010-11-27,11/27/2010,8,Teenage Dream,Glee Cast,Teenage DreamGlee Cast,1,,8,1,spotify:track:2Igc5kWSzeztCCZInea9Mf
86,http://www.billboard.com/charts/hot-100/2012-10-20,10/20/2012,8,Skyfall,Adele,SkyfallAdele,1,,8,1,spotify:track:6VObnIkLVruX4UVyxWhlqm
87,http://www.billboard.com/charts/hot-100/2015-01-31,1/31/2015,8,Sugar,Maroon 5,SugarMaroon 5,1,,8,1,spotify:track:2iuZJX9X9P0GKaE93xcPjk
88,http://www.billboard.com/charts/hot-100/2016-03-19,3/19/2016,8,Piece By Piece,Kelly Clarkson,Piece By PieceKelly Clarkson,1,,8,1,spotify:track:3KbFtYPyVP6C7BQVgH2cCf
89,http://www.billboard.com/charts/hot-100/2017-04-08,4/8/2017,8,Passionfruit,Drake,PassionfruitDrake,1,,8,1,spotify:track:5mCPDVBb16L4XQwDdbRUpz
90,https://www.billboard.com/charts/hot-100/2018-08-18,8/18/2018,8,Stargazing,Travis Scott,StargazingTravis Scott,1,,8,1,spotify:track:7wBJfHzpfI3032CSD7CE2m
92,https://www.billboard.com/charts/hot-100/2019-08-17,8/17/2019,8,Boyfriend,Ariana Grande & Social House,BoyfriendAriana Grande & Social House,1,,8,1,spotify:track:0Ryd8975WihbObpp5cPW1t
94,http://www.billboard.com/charts/hot-100/1996-07-20,7/20/1996,9,Change The World,Eric Clapton,Change The WorldEric Clapton,1,,9,1,spotify:track:6BQNJ0JFKh8sWjQLI6Zudi
95,http://www.billboard.com/charts/hot-100/2008-09-06,9/6/2008,9,So What,P!nk,So WhatP!nk,1,,9,1,spotify:track:0JiY190vktuhSGN6aqJdrt
96,http://www.billboard.com/charts/hot-100/2009-11-14,11/14/2009,9,Bad Romance,Lady Gaga,Bad RomanceLady Gaga,1,,9,1,spotify:track:0SiywuOBRcynK0uKGWdCnn
99,http://www.billboard.com/charts/hot-100/2012-03-03,3/3/2012,9,Starships,Nicki Minaj,StarshipsNicki Minaj,1,,9,1,spotify:track:1oHNvJVbFkexQc0BpQp7Y4
104,https://www.billboard.com/charts/hot-100/2018-11-03,11/3/2018,9,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,Sunflower (Spider-Man: Into The Spider-Verse)Post Malone & Swae Lee,1,,9,1,spotify:track:3KkXRkHbMCARz0aVfEt68P
105,http://www.billboard.com/charts/hot-100/1997-02-22,2/22/1997,10,Discotheque,U2,DiscothequeU2,1,,10,1,spotify:track:3IrhUrZKAkJ8LsFtH71fOT
107,http://www.billboard.com/charts/hot-100/2008-08-30,8/30/2008,10,Change,Taylor Swift,ChangeTaylor Swift,1,,10,1,spotify:track:4NAmRvqSITAAzKWnC8yRq3
108,http://www.billboard.com/charts/hot-100/2011-07-30,7/30/2011,10,Skyscraper,Demi Lovato,SkyscraperDemi Lovato,1,,10,1,spotify:track:4B3RmT3cGvh8By3WY9pbIx
109,http://www.billboard.com/charts/hot-100/2015-11-07,11/7/2015,10,Perfect,One Direction,PerfectOne Direction,1,,10,1,spotify:track:3NLnwwAQbbFKcEcV8hDItk
110,http://www.billboard.com/charts/hot-100/2016-04-02,4/2/2016,10,Dangerous Woman,Ariana Grande,Dangerous WomanAriana Grande,1,,10,1,spotify:track:7l94dyN2hX9c6wWcZQuOGJ
111,http://www.billboard.com/charts/hot-100/1996-03-23,3/23/1996,11,Real Love,The Beatles,Real LoveThe Beatles,1,,11,1,spotify:track:5frMgt4jqRGJk3yMKfqOyl
112,http://www.billboard.com/charts/hot-100/2008-08-23,8/23/2008,11,A Little Bit Longer,Jonas Brothers,A Little Bit LongerJonas Brothers,1,,11,1,spotify:track:1C9CSFviMwp3kyZHmV09ed
113,http://www.billboard.com/charts/hot-100/2011-12-03,12/3/2011,11,Rumour Has It / Someone Like You,Glee Cast,Rumour Has It / Someone Like YouGlee Cast,1,,11,1,spotify:track:5iYUt3rsgrGFU0nugdhYwj
114,http://www.billboard.com/charts/hot-100/2012-03-10,3/10/2012,11,So Good,B.o.B,So GoodB.o.B,1,,11,1,spotify:track:28GUjBGqZVcAV4PHSYzkj2
115,http://www.billboard.com/charts/hot-100/2013-12-07,12/7/2013,11,Diana,One Direction,DianaOne Direction,1,,11,1,spotify:track:6twW4ma6w0mOeejejPK0nY
116,http://www.billboard.com/charts/hot-100/2014-07-26,7/26/2014,11,Dirt,Florida Georgia Line,DirtFlorida Georgia Line,1,,11,1,spotify:track:5CXnIPD6rTjszYYQm6fY2P
117,http://www.billboard.com/charts/hot-100/2016-05-14,5/14/2016,11,Sorry,Beyonce,SorryBeyonce,1,,11,1,spotify:track:0lnIJmgcUpEpe4AZACjayW
118,http://www.billboard.com/charts/hot-100/2016-08-06,8/6/2016,11,Rise,Katy Perry,RiseKaty Perry,1,,11,1,spotify:track:1CwNogTShsnsn1C8UhRmYX
119,https://www.billboard.com/charts/hot-100/2018-05-12,5/12/2018,11,Paranoid,Post Malone,ParanoidPost Malone,1,,11,1,spotify:track:3fpVWegR6YOS1Yk5HSMYIq
120,https://www.billboard.com/charts/hot-100/2018-06-16,6/16/2018,11,All Mine,Kanye West,All MineKanye West,1,,11,1,spotify:track:3U21A07gAloCc4P7J8rxcn
121,https://www.billboard.com/charts/hot-100/2019-10-19,10/19/2019,11,Bandit,Juice WRLD & YoungBoy Never Broke Again,BanditJuice WRLD & YoungBoy Never Broke Again,1,,11,1,spotify:track:6Gg1gjgKi2AK4e0qzsR7sd
122,https://www.billboard.com/charts/hot-100/2019-12-14,12/14/2019,11,Blinding Lights,The Weeknd,Blinding LightsThe Weeknd,1,,11,1,spotify:track:0VjIjW4GlUZAMYd2vXMi3b
123,http://www.billboard.com/charts/hot-100/1995-11-18,11/18/1995,12,Diggin' On You,TLC,Diggin' On YouTLC,1,,12,1,spotify:track:2W2vmNmTLERMWT9XBxm35E
124,http://www.billboard.com/charts/hot-100/2006-07-15,7/15/2006,12,Somewhere Over The Rainbow,Katharine McPhee,Somewhere Over The RainbowKatharine McPhee,1,,12,1,spotify:track:2UORsaluUZXiMvkkkedDTJ
125,http://www.billboard.com/charts/hot-100/2006-09-23,9/23/2006,12,Ring The Alarm,Beyonce,Ring The AlarmBeyonce,1,,12,1,spotify:track:5BkHkyO9PFXs1m7vSMnXp4
128,http://www.billboard.com/charts/hot-100/2012-08-04,8/4/2012,12,Take A Little Ride,Jason Aldean,Take A Little RideJason Aldean,1,,12,1,spotify:track:2o5mwv7hvas1jdUg14Nihv
129,http://www.billboard.com/charts/hot-100/2012-12-15,12/15/2012,12,Scream & Shout,will.i.am & Britney Spears,Scream & Shoutwill.i.am & Britney Spears,1,,12,1,spotify:track:2iJuuzV8P9Yz0VSurttIV5
130,http://www.billboard.com/charts/hot-100/2014-08-09,8/9/2014,12,Burnin' It Down,Jason Aldean,Burnin' It DownJason Aldean,1,,12,1,spotify:track:5HJqpDspKDKwQpLjvkcIsD
131,http://www.billboard.com/charts/hot-100/1998-03-28,3/28/1998,13,Bitter Sweet Symphony,The Verve,Bitter Sweet SymphonyThe Verve,1,,13,1,spotify:track:57iDDD9N9tTWe75x6qhStw
132,http://www.billboard.com/charts/hot-100/1998-04-11,4/11/1998,13,Sex And Candy,Marcy Playground,Sex And CandyMarcy Playground,1,,13,1,spotify:track:5mkGfmJGFZpwK9nA5amOhv
134,http://www.billboard.com/charts/hot-100/2011-11-26,11/26/2011,13,Ours,Taylor Swift,OursTaylor Swift,1,,13,1,spotify:track:1EQn3Uc5AyUXoiPLeyCrrg
135,http://www.billboard.com/charts/hot-100/2012-10-13,10/13/2012,13,Die Young,Ke$ha,Die YoungKe$ha,1,,13,1,spotify:track:30hwa9p7CU4i90o9l5YMVL
136,http://www.billboard.com/charts/hot-100/2012-11-03,11/3/2012,13,State Of Grace,Taylor Swift,State Of GraceTaylor Swift,1,,13,1,spotify:track:5zyCYmiaVE5y26EZuwZbsw
138,http://www.billboard.com/charts/hot-100/2014-10-18,10/18/2014,13,Steal My Girl,One Direction,Steal My GirlOne Direction,1,,13,1,spotify:track:2Bs4jQEGMycglOfWPBqrVG
139,https://www.billboard.com/charts/hot-100/2018-06-30,6/30/2018,13,Apes**t,The Carters,Apes**tThe Carters,1,,13,1,spotify:track:0B08s1tLWCXoFmGP0vIubM
140,https://www.billboard.com/charts/hot-100/2018-09-22,9/22/2018,13,Rap Devil,Machine Gun Kelly,Rap DevilMachine Gun Kelly,1,,13,1,spotify:track:63TyoT9Ee03rQxv8xmdJ2l
141,https://www.billboard.com/charts/hot-100/2019-09-28,9/28/2019,13,Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey","Don't Call Me Angel (Charlie's Angels)Ariana Grande, Miley Cyrus & Lana Del Rey",1,,13,1,spotify:track:6zegtH6XXd2PDPLvy1Y0n2
142,http://www.billboard.com/charts/hot-100/1993-05-01,5/1/1993,14,That's The Way Love Goes,Janet Jackson,That's The Way Love GoesJanet Jackson,1,,14,1,spotify:track:29rQJydAlO0uMyWvRIZxQg
143,http://www.billboard.com/charts/hot-100/1998-12-05,12/5/1998,14,Save Tonight,Eagle-Eye Cherry,Save TonightEagle-Eye Cherry,1,,14,1,spotify:track:1t2Hq2WIBcZINOEnK6mdJG
144,http://www.billboard.com/charts/hot-100/2001-03-17,3/17/2001,14,All For You,Janet,All For YouJanet,1,,14,1,spotify:track:28IZUzBnFsBxyrgdsdlQPg
145,http://www.billboard.com/charts/hot-100/2007-02-03,2/3/2007,14,Push It To The Limit,Corbin Bleu,Push It To The LimitCorbin Bleu,1,,14,1,spotify:track:3K01q0jtSNHeqx5gs97HH2
147,https://www.billboard.com/charts/hot-100/2018-05-05,5/5/2018,14,Photograph,J. Cole,PhotographJ. Cole,1,,14,1,spotify:track:0bhnUFDQFCEHCBlsQfHnj5
148,https://www.billboard.com/charts/hot-100/2018-05-12,5/12/2018,14,Rich & Sad,Post Malone,Rich & SadPost Malone,1,,14,1,spotify:track:2VdT56BGpdqNHUgOe1j5vc
149,https://www.billboard.com/charts/hot-100/2018-10-13,10/13/2018,14,Dedicate,Lil Wayne,DedicateLil Wayne,1,,14,1,spotify:track:0Y7di9ZCmB6Elad5WISaPc
150,http://www.billboard.com/charts/hot-100/1991-03-02,3/2/1991,15,Rescue Me,Madonna,Rescue MeMadonna,1,,15,1,spotify:track:0n8sO6vHx3SkVEn2pjaqV9
151,http://www.billboard.com/charts/hot-100/1993-10-23,10/23/1993,15,Again,Janet Jackson,AgainJanet Jackson,1,,15,1,spotify:track:1GrikfH0jDejDvrxo84n4P
152,http://www.billboard.com/charts/hot-100/1998-03-28,3/28/1998,15,All My Life,K-Ci & JoJo,All My LifeK-Ci & JoJo,1,,15,1,spotify:track:5GorFaKkP2mLREQvhSblIg
153,http://www.billboard.com/charts/hot-100/2014-04-26,4/26/2014,15,Sing,Ed Sheeran,SingEd Sheeran,1,,15,1,spotify:track:6K8qKeWo5MsFED7wCR6Kop
156,http://www.billboard.com/charts/hot-100/2016-10-01,10/1/2016,15,Perfect Illusion,Lady Gaga,Perfect IllusionLady Gaga,1,,15,1,spotify:track:56ZrTFkANjeAMiS14njg4E
158,http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,16,One Summer Night,The Danleers,One Summer NightThe Danleers,1,,16,1,spotify:track:0lLMgROgXxjjwtg0VDo4oJ
159,http://www.billboard.com/charts/hot-100/2008-08-02,8/2/2008,16,Pushin' Me Away,Jonas Brothers,Pushin' Me AwayJonas Brothers,1,,16,1,spotify:track:6IxbD3Vdv7AIYC11ABftOW
160,http://www.billboard.com/charts/hot-100/2009-10-24,10/24/2009,16,One Less Lonely Girl,Justin Bieber,One Less Lonely GirlJustin Bieber,1,,16,1,spotify:track:69ghzc538EQSVon2Gm3wrr
162,http://www.billboard.com/charts/hot-100/2011-10-01,10/1/2011,16,Paradise,Coldplay,ParadiseColdplay,1,,16,1,spotify:track:6nek1Nin9q48AVZcWs9e9D
163,http://www.billboard.com/charts/hot-100/2012-09-22,9/22/2012,16,Ronan,Taylor Swift,RonanTaylor Swift,1,,16,1,spotify:track:0Nw8hv79MLJa1yjtsEgz08
164,http://www.billboard.com/charts/hot-100/2012-10-13,10/13/2012,16,Diamonds,Rihanna,DiamondsRihanna,1,,16,1,spotify:track:1z9kQ14XBSN0r2v6fx4IdG
165,http://www.billboard.com/charts/hot-100/2013-08-31,8/31/2013,16,That's My Kind Of Night,Luke Bryan,That's My Kind Of NightLuke Bryan,1,,16,1,spotify:track:5HGibWoxnkYSkl6mHmAlOE
166,http://www.billboard.com/charts/hot-100/2013-11-23,11/23/2013,16,Say Something,A Great Big World & Christina Aguilera,Say SomethingA Great Big World & Christina Aguilera,1,,16,1,spotify:track:6Vc5wAMmXdKIAM7WUoEb7N
167,http://www.billboard.com/charts/hot-100/2014-07-19,7/19/2014,16,Amnesia,5 Seconds Of Summer,Amnesia5 Seconds Of Summer,1,,16,1,spotify:track:1JCCdiru7fhstOIF4N7WJC
170,http://www.billboard.com/charts/hot-100/1975-03-01,3/1/1975,43,Don't Take Your Love,The Manhattans,Don't Take Your LoveThe Manhattans,1,37.0,37,9,spotify:track:4p2LPT44BQLxdrI2iXmZNQ
288,http://www.billboard.com/charts/hot-100/1983-01-15,1/15/1983,86,Don't Tell Me You Love Me,Night Ranger,Don't Tell Me You Love MeNight Ranger,1,,86,1,spotify:track:0KFTwLFilIESQGjiBynytC
333,http://www.billboard.com/charts/hot-100/1963-06-01,6/1/1963,11,Still,Bill Anderson,StillBill Anderson,1,17.0,11,8,spotify:track:0Q7eey8NSPQEQ3ol75UAAx
334,http://www.billboard.com/charts/hot-100/1967-01-07,1/7/1967,11,Coming Home Soldier,Bobby Vinton,Coming Home SoldierBobby Vinton,1,17.0,11,8,spotify:track:0EDDzuxDc8oBkXV4X372Az
336,http://www.billboard.com/charts/hot-100/1975-11-29,11/29/1975,11,Saturday Night,Bay City Rollers,Saturday NightBay City Rollers,1,17.0,11,8,spotify:track:78zYiMv9yNTHgmm6kaUPCm
337,http://www.billboard.com/charts/hot-100/1979-09-29,9/29/1979,11,Pop Muzik,M,Pop MuzikM,1,17.0,11,8,spotify:track:0FBeVAGy58YREuZK2rpRVm
338,http://www.billboard.com/charts/hot-100/1987-09-19,9/19/1987,11,Carrie,Europe,CarrieEurope,1,17.0,11,8,spotify:track:29wJiSQcze8HEmxkUQykyp
339,http://www.billboard.com/charts/hot-100/1987-10-03,10/3/1987,11,Casanova,Levert,CasanovaLevert,1,17.0,11,8,spotify:track:1O7hDH3rrF8eyLxrpeoOfb
341,http://www.billboard.com/charts/hot-100/1962-08-18,8/18/1962,11,Party Lights,Claudine Clark,Party LightsClaudine Clark,1,18.0,11,8,spotify:track:0Kb1OykZK7OYNqQ58KZ0rj
