,url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,ID
42084,http://www.billboard.com/charts/hot-100/1980-10-11,10/11/1980,85,Everybody's Got To Learn Sometime,The Korgis,Everybody's Got To Learn SometimeThe Korgis,1,,85,1,spotify:track:2PxyiPwogw6C9yu1jRgFiA
42085,http://www.billboard.com/charts/hot-100/1980-11-08,11/8/1980,85,Morning Man,Rupert Holmes,Morning ManRupert Holmes,1,,85,1,spotify:track:4SRI2HIQcmbnGwyGmFaXkN
42086,http://www.billboard.com/charts/hot-100/1980-11-22,11/22/1980,85,My Mother's Eyes,Bette Midler,My Mother's EyesBette Midler,1,,85,1,spotify:track:3E5eqXNJep3Oi3hsFluIZn
42087,http://www.billboard.com/charts/hot-100/1980-11-29,11/29/1980,85,Love T.K.O.,Teddy Pendergrass,Love T.K.O.Teddy Pendergrass,1,,85,1,spotify:track:3IVaPHncIZWWNjfg29HVLq
42088,http://www.billboard.com/charts/hot-100/1981-01-24,1/24/1981,85,Living In A Fantasy,Leo Sayer,Living In A FantasyLeo Sayer,1,,85,1,spotify:track:6NBzu71ByNuXGhiJW5FNq3
42089,http://www.billboard.com/charts/hot-100/1981-01-31,1/31/1981,85,Fantastic Voyage,Lakeside,Fantastic VoyageLakeside,1,,85,1,spotify:track:0rc9Uwm4vmnQEfx5omLWWF
42090,http://www.billboard.com/charts/hot-100/1981-02-07,2/7/1981,85,Just Between You And Me,April Wine,Just Between You And MeApril Wine,1,,85,1,spotify:track:5fsU7AtSTp0zySUf46hwbt
42091,http://www.billboard.com/charts/hot-100/1981-02-28,2/28/1981,85,Hold On Loosely,38 Special,Hold On Loosely38 Special,1,,85,1,spotify:track:6i9dZZQWNB06HKsQYKTiPF
42092,http://www.billboard.com/charts/hot-100/1981-04-18,4/18/1981,85,Hurry Up And Wait,The Isley Brothers,Hurry Up And WaitThe Isley Brothers,1,,85,1,spotify:track:4kckVBE2xGdfWR77Q3eYl0
42094,http://www.billboard.com/charts/hot-100/1981-06-20,6/20/1981,85,Love On A Two Way Street,Stacy Lattisaw,Love On A Two Way StreetStacy Lattisaw,1,,85,1,spotify:track:1UGnjirP3yLwH8HemYj4i6
42095,http://www.billboard.com/charts/hot-100/1981-07-11,7/11/1981,85,Nothing Ever Goes As Planned,Styx,Nothing Ever Goes As PlannedStyx,1,,85,1,spotify:track:5oVx6Gs3zWH3GB0TRoh1mO
42098,http://www.billboard.com/charts/hot-100/1981-08-08,8/8/1981,85,It's Just The Sun,Don McLean,It's Just The SunDon McLean,1,,85,1,spotify:track:18mrGkMSnYwYQcpkr0zRW5
42099,http://www.billboard.com/charts/hot-100/1981-09-12,9/12/1981,85,In The Dark,Billy Squier,In The DarkBilly Squier,1,,85,1,spotify:track:2dgjjOdz8qnGXLos9xbNNV
42101,http://www.billboard.com/charts/hot-100/1981-09-26,9/26/1981,85,No Reply At All,Genesis,No Reply At AllGenesis,1,,85,1,spotify:track:0aeUuMypcIbr5y2oQUKyBV
42102,http://www.billboard.com/charts/hot-100/1981-10-03,10/3/1981,85,Leila,ZZ Top,LeilaZZ Top,1,,85,1,spotify:track:7tnAAu1R09JUyjor6gwBrG
42103,http://www.billboard.com/charts/hot-100/1981-10-10,10/10/1981,85,Never Too Much,Luther Vandross,Never Too MuchLuther Vandross,1,,85,1,spotify:track:3nFJbZCHP4d9vduKjJLdBL
42104,http://www.billboard.com/charts/hot-100/1981-10-24,10/24/1981,85,I Wouldn't Have Missed It For The World,Ronnie Milsap,I Wouldn't Have Missed It For The WorldRonnie Milsap,1,,85,1,spotify:track:7sNKhnl4MZnHdMzvmC4jG5
42107,http://www.billboard.com/charts/hot-100/1982-04-03,4/3/1982,85,Just To Satisfy You,Waylon & Willie,Just To Satisfy YouWaylon & Willie,1,,85,1,spotify:track:7dwgvrv1SrryEYG2MMNuXN
42109,http://www.billboard.com/charts/hot-100/1982-05-29,5/29/1982,85,I Want Candy,Bow Wow Wow,I Want CandyBow Wow Wow,1,,85,1,spotify:track:2FMcDUopGfjBh3xMsrm78S
42110,http://www.billboard.com/charts/hot-100/1982-07-03,7/3/1982,85,Eye In The Sky,The Alan Parsons Project,Eye In The SkyThe Alan Parsons Project,1,,85,1,spotify:track:39qYD4J4BKvZMQgxfXl5bv
42111,http://www.billboard.com/charts/hot-100/1982-08-28,8/28/1982,85,Love Come Down,Evelyn King,Love Come DownEvelyn King,1,,85,1,spotify:track:0Of5lCNEqh62twRkQIOLuK
42112,http://www.billboard.com/charts/hot-100/1982-11-13,11/13/1982,85,Goody Two Shoes,Adam Ant,Goody Two ShoesAdam Ant,1,,85,1,spotify:track:760xFXFj5Fksa3jawSCn5g
42113,http://www.billboard.com/charts/hot-100/1983-04-02,4/2/1983,85,I Melt With You,Modern English,I Melt With YouModern English,1,,85,1,spotify:track:6J2rMSRhgb4HuX6dWgM3nJ
42114,http://www.billboard.com/charts/hot-100/1983-04-30,4/30/1983,85,Love On Your Side,Thompson Twins,Love On Your SideThompson Twins,1,,85,1,spotify:track:0ZKtHVg8mu6GIngKP9vbhN
42116,http://www.billboard.com/charts/hot-100/1983-08-13,8/13/1983,85,Miracles,Stacy Lattisaw,MiraclesStacy Lattisaw,1,,85,1,spotify:track:5fk1BMWpcx9LCeVDjojoLb
42117,http://www.billboard.com/charts/hot-100/1983-08-20,8/20/1983,85,It Must Be Love,Madness,It Must Be LoveMadness,1,,85,1,spotify:track:3q2gRjU2UdOYRDY1p4cNHr
42118,http://www.billboard.com/charts/hot-100/1983-08-27,8/27/1983,85,Hang On Now,Kajagoogoo,Hang On NowKajagoogoo,1,,85,1,spotify:track:6BCVKcZhk5M1mHBvfOrDUK
42119,http://www.billboard.com/charts/hot-100/1983-09-03,9/3/1983,85,Foolin',Def Leppard,Foolin'Def Leppard,1,,85,1,spotify:track:1wv8bYmoqY3TAKKQY3Qn7t
42120,http://www.billboard.com/charts/hot-100/1983-11-12,11/12/1983,85,Magnetic,"Earth, Wind & Fire","MagneticEarth, Wind & Fire",1,,85,1,spotify:track:2xYNXatOP0PJZ20PcsjCx1
42121,http://www.billboard.com/charts/hot-100/1983-12-17,12/17/1983,85,Let's Go Up,Diana Ross,Let's Go UpDiana Ross,1,,85,1,spotify:track:0cP6MyvBwQwYnGqNAS3lkf
42122,http://www.billboard.com/charts/hot-100/1984-03-17,3/17/1984,85,Hunters Of The Night,Mr. Mister,Hunters Of The NightMr. Mister,1,,85,1,spotify:track:04ePIeMAhtRjpeq3CCwyh5
42123,http://www.billboard.com/charts/hot-100/1984-05-19,5/19/1984,85,I Pretend,Kim Carnes,I PretendKim Carnes,1,,85,1,spotify:track:2571NtXJ1kC7McY9ThEsgH
42125,http://www.billboard.com/charts/hot-100/1984-06-23,6/23/1984,85,It Can Happen,Yes,It Can HappenYes,1,,85,1,spotify:track:52Lz3HKBItvMWuSNDBixq3
42126,http://www.billboard.com/charts/hot-100/1984-09-01,9/1/1984,85,On The Wings Of A Nightingale,The Everly Brothers,On The Wings Of A NightingaleThe Everly Brothers,1,,85,1,spotify:track:5hNLAOGfuhdCCTIioKOmad
42127,http://www.billboard.com/charts/hot-100/1984-09-08,9/8/1984,85,New Girl Now,Honeymoon Suite,New Girl NowHoneymoon Suite,1,,85,1,spotify:track:1grnSNpTAe14gjtqfArZan
42128,http://www.billboard.com/charts/hot-100/1984-09-15,9/15/1984,85,I Can't Hold Back,Survivor,I Can't Hold BackSurvivor,1,,85,1,spotify:track:46NtQJH1eok28bucLlHqQT
42129,http://www.billboard.com/charts/hot-100/1984-09-29,9/29/1984,85,Love Kills,Freddie Mercury,Love KillsFreddie Mercury,1,,85,1,spotify:track:4HeNuE5fHrBQFErXCdVU7s
42130,http://www.billboard.com/charts/hot-100/1984-10-13,10/13/1984,85,Had A Dream (Sleeping With The Enemy),Roger Hodgson,Had A Dream (Sleeping With The Enemy)Roger Hodgson,1,,85,1,spotify:track:37yEfFkY54AijZUjDv0gAl
42131,http://www.billboard.com/charts/hot-100/1985-01-19,1/19/1985,85,Invitation To Dance,Kim Carnes,Invitation To DanceKim Carnes,1,,85,1,spotify:track:69giSyXuflQcEoR8OpWQ36
42132,http://www.billboard.com/charts/hot-100/1985-04-27,4/27/1985,85,I Was Born To Love You,Freddie Mercury,I Was Born To Love YouFreddie Mercury,1,,85,1,spotify:track:6EF9h8oMckapErRYmLmmDT
42133,http://www.billboard.com/charts/hot-100/1985-05-11,5/11/1985,85,Hold Me,Menudo,Hold MeMenudo,1,,85,1,spotify:track:7JERIeYBD7Xrxoae3RYd1g
42134,http://www.billboard.com/charts/hot-100/1985-05-18,5/18/1985,85,Find A Way,Amy Grant,Find A WayAmy Grant,1,,85,1,spotify:track:0szU1fWxpXgr47uB6ezphl
42135,http://www.billboard.com/charts/hot-100/1985-06-08,6/8/1985,85,Make It Better (Forget About Me),Tom Petty And The Heartbreakers,Make It Better (Forget About Me)Tom Petty And The Heartbreakers,1,,85,1,spotify:track:2iBDvB4tH77SER1ppzZ2NL
42136,http://www.billboard.com/charts/hot-100/1985-08-03,8/3/1985,85,Oh Sheila,Ready For The World,Oh SheilaReady For The World,1,,85,1,spotify:track:5PM96PMKMfD1lLX2lryUsG
42137,http://www.billboard.com/charts/hot-100/1985-12-28,12/28/1985,85,Let's Go All The Way,Sly Fox,Let's Go All The WaySly Fox,1,,85,1,spotify:track:6eLDMmVI7HF7W56cOrJj00
42139,http://www.billboard.com/charts/hot-100/1986-07-12,7/12/1986,85,Love Of A Lifetime,Chaka Khan,Love Of A LifetimeChaka Khan,1,,85,1,spotify:track:3GhNbHLTEhrZhGOGQKzYpw
42140,http://www.billboard.com/charts/hot-100/1986-08-16,8/16/1986,85,It's You,Bob Seger,It's YouBob Seger,1,,85,1,spotify:track:46XtPLEWJU2ln4poIIFUvR
42141,http://www.billboard.com/charts/hot-100/1986-09-20,9/20/1986,85,Everytime You Cry,The Outfield,Everytime You CryThe Outfield,1,,85,1,spotify:track:1uqhr88kb1ZhMZgrgi8je5
42142,http://www.billboard.com/charts/hot-100/1986-09-27,9/27/1986,85,Goin' Crazy!,David Lee Roth,Goin' Crazy!David Lee Roth,1,,85,1,spotify:track:5dZiQVyXv66lYP2SSm8Ne1
42143,http://www.billboard.com/charts/hot-100/1987-06-20,6/20/1987,85,Living In A Box,Living In A Box,Living In A BoxLiving In A Box,1,,85,1,spotify:track:2y5DTMrFIcZySlsIOL6N4N
42144,http://www.billboard.com/charts/hot-100/1987-07-04,7/4/1987,85,In Love With Love,Debbie Harry,In Love With LoveDebbie Harry,1,,85,1,spotify:track:6aiysP8qrxGf62suXm6Mg5
42145,http://www.billboard.com/charts/hot-100/1987-07-25,7/25/1987,85,Fake,Alexander O'Neal,FakeAlexander O'Neal,1,,85,1,spotify:track:3wN45r0Lz73AQcuvY2pdVe
42146,http://www.billboard.com/charts/hot-100/1988-09-17,9/17/1988,85,Hands On The Radio,Henry Lee Summer,Hands On The RadioHenry Lee Summer,1,,85,1,spotify:track:46pITDSOoxdYEqeqa1MS9f
42147,http://www.billboard.com/charts/hot-100/1988-09-24,9/24/1988,85,Giving You The Best That I Got,Anita Baker,Giving You The Best That I GotAnita Baker,1,,85,1,spotify:track:4FKHWhLF2dyjcoSnGlktw4
42148,http://www.billboard.com/charts/hot-100/1988-11-05,11/5/1988,85,It's Money That Matters,Randy Newman,It's Money That MattersRandy Newman,1,,85,1,spotify:track:5gUQPTljjDnEkpYPZ3ZvAP
42151,http://www.billboard.com/charts/hot-100/1989-11-25,11/25/1989,85,Janie's Got A Gun,Aerosmith,Janie's Got A GunAerosmith,1,,85,1,spotify:track:5fMwvrqujbQjUxcNPcYrUF
42152,http://www.billboard.com/charts/hot-100/1989-12-02,12/2/1989,85,Lullaby,The Cure,LullabyThe Cure,1,,85,1,spotify:track:4d4oXk7O2lEhZ83ivV93li
42153,http://www.billboard.com/charts/hot-100/1990-01-06,1/6/1990,85,No Myth,Michael Penn,No MythMichael Penn,1,,85,1,spotify:track:4SZozsPsG0vJ2Ti8BGxKsR
42154,http://www.billboard.com/charts/hot-100/1990-12-01,12/1/1990,85,I Saw Red,Warrant,I Saw RedWarrant,1,,85,1,spotify:track:5Kz1hj2NNSsgf0YkgFJh4e
42157,http://www.billboard.com/charts/hot-100/1991-06-08,6/8/1991,85,My Body Says Yes,Titiyo,My Body Says YesTitiyo,1,,85,1,spotify:track:09QAD8uMjXGjj2AMW2agtr
42158,http://www.billboard.com/charts/hot-100/1991-06-22,6/22/1991,85,Move Right Out,Rick Astley,Move Right OutRick Astley,1,,85,1,spotify:track:44PvpRyvYoC14K6szyxmCH
42159,http://www.billboard.com/charts/hot-100/1991-09-07,9/7/1991,85,O.P.P.,Naughty By Nature,O.P.P.Naughty By Nature,1,,85,1,spotify:track:3voxsfqnGr9V74jkkzPhXC
42160,http://www.billboard.com/charts/hot-100/1991-10-12,10/12/1991,85,Live For Loving You,Gloria Estefan,Live For Loving YouGloria Estefan,1,,85,1,spotify:track:6eT8JIrp1I3N6UfzXSnFhU
42161,http://www.billboard.com/charts/hot-100/1991-11-30,11/30/1991,85,On A Sunday Afternoon,Lighter Shade Of Brown,On A Sunday AfternoonLighter Shade Of Brown,1,,85,1,spotify:track:1cM25iyn6zKOfnywTNtvyb
42163,http://www.billboard.com/charts/hot-100/1992-03-28,3/28/1992,85,Nothing Else Matters,Metallica,Nothing Else MattersMetallica,1,,85,1,spotify:track:10igKaIKsSB6ZnWxPxPvKO
42164,http://www.billboard.com/charts/hot-100/1992-04-18,4/18/1992,85,Not The Only One,Bonnie Raitt,Not The Only OneBonnie Raitt,1,,85,1,spotify:track:1oSyjLVbcDjXyagb5XJ35K
42165,http://www.billboard.com/charts/hot-100/1993-02-27,2/27/1993,85,Love U More,Sunscreem,Love U MoreSunscreem,1,,85,1,spotify:track:0JjMXxzPJ221NcAO3GmFdj
42166,http://www.billboard.com/charts/hot-100/1993-06-05,6/5/1993,85,Fields Of Gold,Sting,Fields Of GoldSting,1,,85,1,spotify:track:0I1DJdLt9BKOb7GWmWxCjo
42168,http://www.billboard.com/charts/hot-100/1993-10-09,10/9/1993,85,Jimmy Olsen's Blues,Spin Doctors,Jimmy Olsen's BluesSpin Doctors,1,,85,1,spotify:track:0xG0R8KUwRcXgmveVvbnwn
42169,http://www.billboard.com/charts/hot-100/1994-02-05,2/5/1994,85,If That's Your Boyfriend (He Wasn't Last Night),MeShell Ndegeocello,If That's Your Boyfriend (He Wasn't Last Night)MeShell Ndegeocello,1,,85,1,spotify:track:7vx3QnBgX1RpmMATFIiNA3
42170,http://www.billboard.com/charts/hot-100/1994-05-14,5/14/1994,85,Leavin',Tony Toni Tone,Leavin'Tony Toni Tone,1,,85,1,spotify:track:0hUcwyaNHdR9961jFWrIoX
42171,http://www.billboard.com/charts/hot-100/1995-02-18,2/18/1995,85,I Believe,Blessid Union Of Souls,I BelieveBlessid Union Of Souls,1,,85,1,spotify:track:7qnNnQTGxdzI2wZWpa0vDD
42173,http://www.billboard.com/charts/hot-100/1995-04-15,4/15/1995,85,I Like,Kut Klose,I LikeKut Klose,1,,85,1,spotify:track:0ymLvEYKBKRlJbGwAZhOqg
42174,http://www.billboard.com/charts/hot-100/1995-07-15,7/15/1995,85,My Up And Down,Adina Howard,My Up And DownAdina Howard,1,,85,1,spotify:track:3XmaNnRquEYkDjw2ODrjjz
42176,http://www.billboard.com/charts/hot-100/1996-03-02,3/2/1996,85,La Familia,Frost,La FamiliaFrost,1,,85,1,spotify:track:3jL4onzSw31cbGqj44I2fu
42178,http://www.billboard.com/charts/hot-100/1997-05-03,5/3/1997,85,Feelin' It,JAY-Z,Feelin' ItJAY-Z,1,,85,1,spotify:track:2ey8VvW7LS4G0q9xtgEtBA
42180,http://www.billboard.com/charts/hot-100/1998-05-30,5/30/1998,85,Hooked On A Feeling (Ooga-Chaka),Baby Talk,Hooked On A Feeling (Ooga-Chaka)Baby Talk,1,,85,1,spotify:track:3gQRcZZeBCMGANY1wT2x6A
42181,http://www.billboard.com/charts/hot-100/1999-02-06,2/6/1999,85,Keepin' Up,Alabama,Keepin' UpAlabama,1,,85,1,spotify:track:0HgpiaXip83f5BARVLfvu2
42182,http://www.billboard.com/charts/hot-100/1999-07-24,7/24/1999,85,I Will Go With You (Con Te Partiro),Donna Summer,I Will Go With You (Con Te Partiro)Donna Summer,1,,85,1,spotify:track:433m5xRcVM3jFm3IuijkKs
42184,http://www.billboard.com/charts/hot-100/1999-11-27,11/27/1999,85,My Best Friend,Tim McGraw,My Best FriendTim McGraw,1,,85,1,spotify:track:5BeY2wY4rGFD1Q3aXO83Bv
42185,http://www.billboard.com/charts/hot-100/2000-01-29,1/29/2000,85,I Like It,Sammie,I Like ItSammie,1,,85,1,spotify:track:0IvTGWbNnCiUi9IOF7ye3F
42186,http://www.billboard.com/charts/hot-100/2000-08-12,8/12/2000,85,Most Girls,P!nk,Most GirlsP!nk,1,,85,1,spotify:track:635PqgECfFbL0MNLogX7Yv
42187,http://www.billboard.com/charts/hot-100/2000-09-09,9/9/2000,85,Gotta Tell You,Samantha Mumba,Gotta Tell YouSamantha Mumba,1,,85,1,spotify:track:7ccz9p1ErD6Kq5ZSQmyvLm
42188,http://www.billboard.com/charts/hot-100/2001-05-12,5/12/2001,85,Dream On,Depeche Mode,Dream OnDepeche Mode,1,,85,1,spotify:track:17ZX2lirfQGxbPLcn25sf7
42190,http://www.billboard.com/charts/hot-100/2003-09-06,9/6/2003,85,I Love This Bar,Toby Keith,I Love This BarToby Keith,1,,85,1,spotify:track:32jHB7W9b08OTorAqR0cJo
42195,http://www.billboard.com/charts/hot-100/2005-06-11,6/11/2005,85,Mississippi Girl,Faith Hill,Mississippi GirlFaith Hill,1,,85,1,spotify:track:79YeQbd1p7MsuT7wHQLRYY
42196,http://www.billboard.com/charts/hot-100/2005-08-20,8/20/2005,85,My Humps,The Black Eyed Peas,My HumpsThe Black Eyed Peas,1,,85,1,spotify:track:7oauV1H73eZB92Yqg2gRKI
42197,http://www.billboard.com/charts/hot-100/2005-10-08,10/8/2005,85,I Should Have Cheated,Keyshia Cole,I Should Have CheatedKeyshia Cole,1,,85,1,spotify:track:5tFDgH6do20IXdSoNBAmXK
42198,http://www.billboard.com/charts/hot-100/2006-08-26,8/26/2006,85,Entourage,Omarion,EntourageOmarion,1,,85,1,spotify:track:3up3fJWzT9VXVmPWuALqed
42199,http://www.billboard.com/charts/hot-100/2006-12-23,12/23/2006,85,Into The Ocean,Blue October,Into The OceanBlue October,1,,85,1,spotify:track:2SiqlgLMfKQbczSMRp8drY
42200,http://www.billboard.com/charts/hot-100/2007-05-26,5/26/2007,85,I Don't Wanna Stop,Ozzy Osbourne,I Don't Wanna StopOzzy Osbourne,1,,85,1,spotify:track:5axOkQnmQmwtjr4bv1Xt7i
42201,http://www.billboard.com/charts/hot-100/2007-07-21,7/21/2007,85,LoveStoned,Justin Timberlake,LoveStonedJustin Timberlake,1,,85,1,spotify:track:5iyE2d4U3Vc5cqY9mPTlpy
42202,http://www.billboard.com/charts/hot-100/2007-09-08,9/8/2007,85,I Get Money,50 Cent,I Get Money50 Cent,1,,85,1,spotify:track:1FKFCvi0i46qEJLZSEBH8p
42203,http://www.billboard.com/charts/hot-100/2007-09-22,9/22/2007,85,Gimme More,Britney Spears,Gimme MoreBritney Spears,1,,85,1,spotify:track:6ic8OlLUNEATToEFU3xmaH
42205,http://www.billboard.com/charts/hot-100/2008-06-28,6/28/2008,85,Fall For You,Secondhand Serenade,Fall For YouSecondhand Serenade,1,,85,1,spotify:track:7lWF2mVr1KKbVnaT2nSlPo
42207,http://www.billboard.com/charts/hot-100/2008-12-20,12/20/2008,85,Down The Road,Kenny Chesney With Mac McAnally,Down The RoadKenny Chesney With Mac McAnally,1,,85,1,spotify:track:0ftYn6m8LU4JOgLu9GkcTe
42208,http://www.billboard.com/charts/hot-100/2009-06-06,6/6/2009,85,Insane,Eminem,InsaneEminem,1,,85,1,spotify:track:6x1stxDsnh4ZlEft29uhlR
42209,http://www.billboard.com/charts/hot-100/2009-08-29,8/29/2009,85,Need You Now,Lady Antebellum,Need You NowLady Antebellum,1,,85,1,spotify:track:11EX5yhxr9Ihl3IN1asrfK
42210,http://www.billboard.com/charts/hot-100/2010-11-13,11/13/2010,85,Long Live,Taylor Swift,Long LiveTaylor Swift,1,,85,1,spotify:track:7DjCRhhFo9PPzca1BjMLcf
42211,http://www.billboard.com/charts/hot-100/2011-01-08,1/8/2011,85,I Am The Champion,B.o.B,I Am The ChampionB.o.B,1,,85,1,spotify:track:57gArW5xYHNXaw2am8s5eG
42212,http://www.billboard.com/charts/hot-100/2011-04-09,4/9/2011,85,If Heaven Wasn't So Far Away,Justin Moore,If Heaven Wasn't So Far AwayJustin Moore,1,,85,1,spotify:track:0aW7CSfoMBKBzLE7VerHyn
42213,http://www.billboard.com/charts/hot-100/2011-08-20,8/20/2011,85,Lights,Ellie Goulding,LightsEllie Goulding,1,,85,1,spotify:track:7gUpO6td4OOnu0Lf9vhcIV
42214,http://www.billboard.com/charts/hot-100/2012-01-28,1/28/2012,85,Glad You Came,The Wanted,Glad You CameThe Wanted,1,,85,1,spotify:track:3AGOgQzp0YcPH41u9p7dOp
42216,http://www.billboard.com/charts/hot-100/2012-10-13,10/13/2012,85,Lover's Eyes,Mumford & Sons,Lover's EyesMumford & Sons,1,,85,1,spotify:track:7rMDB1bKHO0Sh8oTWWvdsJ
42217,http://www.billboard.com/charts/hot-100/2013-06-22,6/22/2013,85,I Knew You Were Trouble,Michelle Chamuel,I Knew You Were TroubleMichelle Chamuel,1,,85,1,spotify:track:0GrAOvAXTH1EHMHV4ZSjgV
42218,http://www.billboard.com/charts/hot-100/2013-08-03,8/3/2013,85,Miss Movin' On,Fifth Harmony,Miss Movin' OnFifth Harmony,1,,85,1,spotify:track:0gL0Xf8CN95HmgfEYYLRZV
42220,http://www.billboard.com/charts/hot-100/2013-12-07,12/7/2013,85,Love Me Again,John Newman,Love Me AgainJohn Newman,1,,85,1,spotify:track:5VSCgNlSmTV2Yq5lB40Eaw
42222,http://www.billboard.com/charts/hot-100/2015-06-20,6/20/2015,85,House Party,Sam Hunt,House PartySam Hunt,1,,85,1,spotify:track:1TwLKNsCnhi1HxbIi4bAW0
42225,http://www.billboard.com/charts/hot-100/2015-10-10,10/10/2015,85,Live From The Gutter,Drake & Future,Live From The GutterDrake & Future,1,,85,1,spotify:track:2uTG00P1DkhB97pdITkl2O
42226,http://www.billboard.com/charts/hot-100/2016-03-05,3/5/2016,85,Might Be,DJ Luke Nasty,Might BeDJ Luke Nasty,1,,85,1,spotify:track:7KLB6Jptw9wyQXkSLiO8qh
42227,http://www.billboard.com/charts/hot-100/2016-03-12,3/12/2016,85,Mind Reader,Dustin Lynch,Mind ReaderDustin Lynch,1,,85,1,spotify:track:2MNapHbu7QASoukvVVIxyr
42229,http://www.billboard.com/charts/hot-100/2016-11-12,11/12/2016,85,No Heart,21 Savage & Metro Boomin,No Heart21 Savage & Metro Boomin,1,,85,1,spotify:track:4gmmRb6bZJffOOiww1JGTO
42233,https://www.billboard.com/charts/hot-100/2018-04-21,4/21/2018,85,Get Along,Kenny Chesney,Get AlongKenny Chesney,1,,85,1,spotify:track:6n6OQfBpCgzF9oEg8zhBN7
42236,https://www.billboard.com/charts/hot-100/2018-07-28,7/28/2018,85,Hooked,Dylan Scott,HookedDylan Scott,1,,85,1,spotify:track:3DV49ruvI5Sl6iisPZAc2c
42237,https://www.billboard.com/charts/hot-100/2019-08-10,8/10/2019,85,Leave Me Alone,NF,Leave Me AloneNF,1,,85,1,spotify:track:3EtyEzMpfKSaoVhPunvbRV
42238,https://www.billboard.com/charts/hot-100/2019-11-16,11/16/2019,85,In My Room,Frank Ocean,In My RoomFrank Ocean,1,,85,1,spotify:track:4S4Mfvv03M1cHgIOJcbUCL
42239,http://www.billboard.com/charts/hot-100/1958-08-09,8/9/1958,86,Moonlight Bay,The Drifters,Moonlight BayThe Drifters,1,,86,1,spotify:track:2Bw9tGndnbkmfsdvvCQ68m
42240,http://www.billboard.com/charts/hot-100/1958-10-11,10/11/1958,86,Fallin',Connie Francis,Fallin'Connie Francis,1,,86,1,spotify:track:121oskeJBhi1OvqHqydCSf
42241,http://www.billboard.com/charts/hot-100/1958-10-18,10/18/1958,86,Lonesome Town,Ricky Nelson,Lonesome TownRicky Nelson,1,,86,1,spotify:track:0SsYlkXxZ5vkWOTsKxMfMz
42242,http://www.billboard.com/charts/hot-100/1958-11-22,11/22/1958,86,Gotta Travel On,Billy Grammer,Gotta Travel OnBilly Grammer,1,,86,1,spotify:track:3HynxUWKnm7rtzjVkyXoHu
42243,http://www.billboard.com/charts/hot-100/1959-01-17,1/17/1959,86,Lovers Never Say Goodbye,The Flamingos,Lovers Never Say GoodbyeThe Flamingos,1,,86,1,spotify:track:1XDKn16I6tc1PNpXf58y3t
42245,http://www.billboard.com/charts/hot-100/1959-05-30,5/30/1959,86,It's Only The Good Times,Tommy Edwards,It's Only The Good TimesTommy Edwards,1,,86,1,spotify:track:4Gd7iIqVtOoYKxM2yh9Gz2
42247,http://www.billboard.com/charts/hot-100/1959-08-22,8/22/1959,86,Hey Little Girl,Dee Clark,Hey Little GirlDee Clark,1,,86,1,spotify:track:7FZNG2YGilIzt9HnOrHerw
42248,http://www.billboard.com/charts/hot-100/1959-10-03,10/3/1959,86,If I Give My Heart To You,Kitty Kallen,If I Give My Heart To YouKitty Kallen,1,,86,1,spotify:track:5Pk5NPWAKaVzmbrJ7pEJum
42249,http://www.billboard.com/charts/hot-100/1959-11-28,11/28/1959,86,Mighty Good,Ricky Nelson,Mighty GoodRicky Nelson,1,,86,1,spotify:track:6Gwqyk0JyoMo0oVHwX7eKG
42250,http://www.billboard.com/charts/hot-100/1960-01-23,1/23/1960,86,Harbor Lights,The Platters,Harbor LightsThe Platters,1,,86,1,spotify:track:3bZGw3sNQ1rQoosJzr7G2e
42251,http://www.billboard.com/charts/hot-100/1960-01-30,1/30/1960,86,Little Bitty Girl,Bobby Rydell,Little Bitty GirlBobby Rydell,1,,86,1,spotify:track:0ZqhPLdc7yEv6iADB7no3F
42252,http://www.billboard.com/charts/hot-100/1960-04-30,4/30/1960,86,"Oh, Little One",Jack Scott,"Oh, Little OneJack Scott",1,,86,1,spotify:track:4jfnYFsHmSD7yVR8Im3c2m
42253,http://www.billboard.com/charts/hot-100/1960-05-07,5/7/1960,86,Jump Over,Freddy Cannon,Jump OverFreddy Cannon,1,,86,1,spotify:track:7iFteeFOnUMJ3vL46CbehE
42254,http://www.billboard.com/charts/hot-100/1960-07-23,7/23/1960,86,Dreamin',Johnny Burnette,Dreamin'Johnny Burnette,1,,86,1,spotify:track:3e6DgJHco44VZekE9wz8Wh
42255,http://www.billboard.com/charts/hot-100/1960-07-30,7/30/1960,86,"Far, Far Away",Don Gibson,"Far, Far AwayDon Gibson",1,,86,1,spotify:track:2AURcFuFFPLEfzCKzCGYP0
42256,http://www.billboard.com/charts/hot-100/1960-08-20,8/20/1960,86,Malagueña,Connie Francis,MalagueñaConnie Francis,1,,86,1,spotify:track:7hpa3Bcjt8Or7tC7TtOIcs
42258,http://www.billboard.com/charts/hot-100/1960-10-08,10/8/1960,86,Hush-Hush,Jimmy Reed,Hush-HushJimmy Reed,1,,86,1,spotify:track:1Tx2BAn2UEw1O2qn5Bc8l8
42259,http://www.billboard.com/charts/hot-100/1960-10-29,10/29/1960,86,Natural Born Lover,Fats Domino,Natural Born LoverFats Domino,1,,86,1,spotify:track:6IXxNV2tkhFtjrevUSXOto
42260,http://www.billboard.com/charts/hot-100/1960-11-05,11/5/1960,86,Gonzo,James Booker,GonzoJames Booker,1,,86,1,spotify:track:7edwuDSs8CFv50fUIaz49i
