,title,meta,id,artist,artist_factor,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence,speechiness,loudness,label
472,just you,spotify:track:4IxBWRKJnRk1x1SOV0FRpx,4IxBWRKJnRk1x1SOV0FRpx,Ameba,329,0.554,0.185,1,0,0.951,0.913,172.129,0.34,0.0649,-14.328,chill
473,Spanish Galleon,spotify:track:3fimYwkWOq8YoXnpRrmyU6,3fimYwkWOq8YoXnpRrmyU6,Wun Two,330,0.708,0.372,1,1,0.903,0.974,71.789,0.517,0.114,-12.721,chill
474,so much,spotify:track:5t9a4HJTPLHGlfP9Ttxsxc,5t9a4HJTPLHGlfP9Ttxsxc,ntvrme,331,0.493,0.106,4,1,0.148,0.286,175.749,0.443,0.252,-19.859,chill
475,Palma,spotify:track:59PXP2z7IjnPay5IoVX4EG,59PXP2z7IjnPay5IoVX4EG,Sumwun,332,0.761,0.0682,7,0,0.769,0.884,82.13,0.613,0.0854,-13.573,chill
476,rosemary whispers,spotify:track:6LlcmcTC1gJZLUZjnO3ERN,6LlcmcTC1gJZLUZjnO3ERN,santpoort,333,0.782,0.265,8,1,0.671,0.859,116.06,0.425,0.0544,-17.638,chill
477,Testing Tubes,spotify:track:0z7GuzX6SvdWx7KDW5Zxg6,0z7GuzX6SvdWx7KDW5Zxg6,Praizee,334,0.82,0.139,8,1,0.637,0.776,74.993,0.658,0.362,-10.941,chill
478,The Ceremony,spotify:track:3oQ8b6m5S531gvqZV9wEOY,3oQ8b6m5S531gvqZV9wEOY,Bertholet,335,0.638,0.232,1,1,0.535,0.888,75.078,0.364,0.0392,-9.922,chill
479,Water World,spotify:track:013vhwBqoO9GHoKhsviiyG,013vhwBqoO9GHoKhsviiyG,KLIM,336,0.53,0.121,1,1,0.699,0.934,79.999,0.433,0.0481,-11.614,chill
480,LIKE I WANT YOU - Acoustic,spotify:track:0qXu4pFQSIwkfTUgkE6WzF,0qXu4pFQSIwkfTUgkE6WzF,Giveon,337,0.463,0.381,10,0,0.798,0.00139,117.762,0.256,0.0309,-7.66,chill
481,Go There With You,spotify:track:4DHbBXZYwlFIVpcI8fC6Ue,4DHbBXZYwlFIVpcI8fC6Ue,Victoria Monét,61,0.86,0.42,9,0,0.0992,0.000479,139.884,0.834,0.0482,-8.559,chill
482,"Real Love, Pt. 2",spotify:track:6vlLUJcPQiTaqpTWjnrxGf,6vlLUJcPQiTaqpTWjnrxGf,Jacob Latimore,338,0.666,0.452,0,0,0.217,0,76.614,0.186,0.0431,-6.449,chill
483,Remind You,spotify:track:23DKGdFZaYR32epRm5RQSJ,23DKGdFZaYR32epRm5RQSJ,Kevin Ross,339,0.747,0.787,5,0,0.216,0,133.939,0.844,0.188,-6.159,chill
484,Lucid Dreams,spotify:track:7otJ5xhZkPN15YrpAhcCQC,7otJ5xhZkPN15YrpAhcCQC,Brandy,340,0.32,0.396,7,0,0.741,0,74.608,0.384,0.0834,-10.355,chill
485,Make the Most (feat. H.E.R.),spotify:track:6UF1vUIoLleFrhcxg2L26V,6UF1vUIoLleFrhcxg2L26V,Lonr.,341,0.566,0.693,10,0,0.361,0,78.743,0.838,0.368,-6.917,chill
486,Deeper,spotify:track:7uwpgQQufpSsFIhhGJDHQF,7uwpgQQufpSsFIhhGJDHQF,Summer Walker,342,0.667,0.448,1,1,0.0241,0,108.023,0.166,0.0365,-8.96,chill
487,Pack Lite,spotify:track:3Q0U0QJEGjA2rZPoGVVaWY,3Q0U0QJEGjA2rZPoGVVaWY,Queen Naija,343,0.496,0.776,7,0,0.237,0,139.284,0.405,0.221,-5.088,chill
488,"Show You (Remix) [feat. Q] [from Insecure: Music From The HBO Original Series, Season 4]",spotify:track:1wA1tFOHx167N1My7frqIH,1wA1tFOHx167N1My7frqIH,Baby Rose,344,0.496,0.568,6,0,0.0869,9.52e-05,87.931,0.29,0.0357,-6.178,chill
489,Trenches,spotify:track:7z9lRMknTiGUeV2cD7oTy6,7z9lRMknTiGUeV2cD7oTy6,Monica,345,0.622,0.501,1,1,0.00642,0,202.007,0.308,0.21,-4.33,chill
490,Same Space?,spotify:track:5DNa1gmm4SVyAjAFGmUrTd,5DNa1gmm4SVyAjAFGmUrTd,Tiana Major9,346,0.402,0.369,4,1,0.134,0.000194,174.376,0.212,0.0851,-9.166,chill
491,Good & Plenty,spotify:track:1VAKnb1btGrQXcVZVSRkPe,1VAKnb1btGrQXcVZVSRkPe,Alex Isley,347,0.658,0.619,9,0,0.788,0.0667,136.077,0.354,0.0772,-7.316,chill
492,Better Than I Imagined (Feat. H.E.R. & Meshell Ndegeocello),spotify:track:04vYVsWbhkQaTLx2kgVNks,04vYVsWbhkQaTLx2kgVNks,Robert Glasper,348,0.646,0.483,10,0,0.0252,0.0161,143.866,0.407,0.0631,-9.147,chill
493,Same Love,spotify:track:4FQg9eezgtA5DVaYcyCyFi,4FQg9eezgtA5DVaYcyCyFi,Ledisi,349,0.388,0.583,7,0,0.171,0,128.166,0.182,0.0561,-8.589,chill
494,Bittersweet,spotify:track:77nSU6xoiBDJZAMqBSxLav,77nSU6xoiBDJZAMqBSxLav,Lianne La Havas,350,0.57,0.409,5,0,0.345,0.000188,137.8,0.304,0.0331,-7.555,chill
495,DYING 4 YOUR LOVE,spotify:track:5d6qTZOLnj4zbgFGRoJiNz,5d6qTZOLnj4zbgFGRoJiNz,Snoh Aalegra,351,0.733,0.413,6,0,0.275,4.85e-05,76.062,0.576,0.167,-7.797,chill
496,Be Mine,spotify:track:1FeJHc0jJZbVWELG5Itf6k,1FeJHc0jJZbVWELG5Itf6k,Ro James,352,0.566,0.838,7,1,0.15,0.00528,171.985,0.603,0.188,-3.893,chill
497,For Mine,spotify:track:0DJsKqkRjxuNpOLmq7LbXm,0DJsKqkRjxuNpOLmq7LbXm,Tank,353,0.612,0.471,3,0,0.875,0,77.01,0.219,0.0488,-5.548,chill
498,Work To Do,spotify:track:2NxBM0HQWro208pY5vOJLn,2NxBM0HQWro208pY5vOJLn,August Alsina,354,0.705,0.662,11,1,0.0363,0,127.902,0.389,0.0728,-5.253,chill
499,Comeback (feat. Tory Lanez and 30 Roc),spotify:track:6LKgEkw3rZVNr885Yu41b8,6LKgEkw3rZVNr885Yu41b8,JoJo,355,0.676,0.537,8,0,0.0746,0.000122,122.998,0.512,0.0841,-7.678,chill
500,Forfeit. (ft. Lucky Daye),spotify:track:4XNIVgbkrOTI0ONro31EB4,4XNIVgbkrOTI0ONro31EB4,Kiana Ledé,356,0.768,0.441,1,1,0.515,0,132.024,0.367,0.143,-7.976,chill
501,Lucky,spotify:track:1LhLHrblCxK9p3X59Vb2lM,1LhLHrblCxK9p3X59Vb2lM,Tiana Major9,346,0.781,0.448,2,0,0.0694,3.11e-05,150.944,0.594,0.127,-9.993,chill
502,More Than Enough,spotify:track:1NjQZi2ajwmJsfnimLr41I,1NjQZi2ajwmJsfnimLr41I,Alina Baraz,90,0.648,0.531,2,0,0.26,0.000897,143.008,0.253,0.0345,-5.886,chill
503,Waiting For (feat. Jamila Woods),spotify:track:02nZeTbm2dRHisH6qsUM5E,02nZeTbm2dRHisH6qsUM5E,rum.gold,357,0.738,0.379,2,0,0.201,1.1e-05,122.042,0.598,0.084,-11.644,chill
504,Mother,spotify:track:51WLu8FjR1tiyIU1jUoWvm,51WLu8FjR1tiyIU1jUoWvm,UMI,358,0.366,0.452,1,1,0.823,0.000126,168.642,0.119,0.197,-11.88,chill
505,God Is A Genius,spotify:track:3sPxWL4msAoJXdyUQGrblt,3sPxWL4msAoJXdyUQGrblt,Kevin Ross,339,0.55,0.875,4,0,0.0874,1.26e-06,87.438,0.539,0.0562,-4.005,chill
506,Stickin' (feat. Masego & VanJess),spotify:track:24KUvSg9QsX6FWsOmN0ZxP,24KUvSg9QsX6FWsOmN0ZxP,Sinead Harnett,359,0.668,0.45,8,0,0.0722,0,82.999,0.633,0.314,-8.257,chill
507,'Flawless' Do It Well Pt. 3 (feat. Summer Walker),spotify:track:6Ok5DivyUJjsLVUUWLzz6o,6Ok5DivyUJjsLVUUWLzz6o,dvsn,360,0.607,0.42,5,0,0.216,0,140.639,0.643,0.0595,-9.307,chill
508,Need You,spotify:track:34i3j7m0YtGOWPrpiTMzOS,34i3j7m0YtGOWPrpiTMzOS,Emanuel,361,0.257,0.251,2,1,0.846,6.54e-06,78.623,0.262,0.0313,-9.818,chill
509,"If It's Good (from Insecure: Music From The HBO Original Series, Season 4)",spotify:track:5TgJZKTG7DWR1rpwxNcYN0,5TgJZKTG7DWR1rpwxNcYN0,Raphael Saadiq,362,0.415,0.606,1,0,0.195,0.00308,90.176,0.401,0.215,-7.615,chill
510,"Element (from Insecure: Music From The HBO Original Series, Season 4)",spotify:track:5z149VkrZhAMAZW5NHZTkr,5z149VkrZhAMAZW5NHZTkr,PJ,363,0.709,0.639,5,0,0.00181,0.000755,143.761,0.712,0.0491,-5.832,chill
511,Excited,spotify:track:5nAkJ0CWpvGRf3MbOpwSfl,5nAkJ0CWpvGRf3MbOpwSfl,Ant Clemons,364,0.469,0.653,1,0,0.141,0,89.716,0.422,0.393,-7.25,chill
512,Chasing Amy,spotify:track:3KSQ1BjRT0T4dnu6Z7UL8c,3KSQ1BjRT0T4dnu6Z7UL8c,TeaMarrr,365,0.723,0.558,11,0,0.232,0,109.515,0.374,0.541,-6.914,chill
513,Don't Wanna Leave (feat. Mulatto),spotify:track:4vpoINvcoAdmttZwDTUTJU,4vpoINvcoAdmttZwDTUTJU,Jacob Latimore,338,0.511,0.611,2,1,0.00425,0,75.985,0.166,0.0853,-7.068,chill
514,Find A Place,spotify:track:3v0nyTIvIf6EY5onDSSpaW,3v0nyTIvIf6EY5onDSSpaW,Trey Songz,366,0.545,0.714,0,0,0.309,0,87.005,0.308,0.0928,-4.007,chill
515,Plan B,spotify:track:3hVNd9t2dPCEcDqNE149YK,3hVNd9t2dPCEcDqNE149YK,Ro James,352,0.601,0.494,5,1,0.487,3.81e-06,100.936,0.36,0.0467,-7.11,chill
516,Perfect,spotify:track:38NA9ujv5cUKOTy82FSWLK,38NA9ujv5cUKOTy82FSWLK,Tank,353,0.642,0.373,0,0,0.917,0,105.253,0.341,0.0329,-7.111,chill
517,Forever Mine,spotify:track:7DyNkaa7Anl8P4E6ftIWr7,7DyNkaa7Anl8P4E6ftIWr7,Robin Thicke,367,0.42,0.258,2,0,0.532,0.0464,174.235,0.136,0.0372,-16.526,chill
518,17,spotify:track:034KyQEk7IhbLtniVhBErj,034KyQEk7IhbLtniVhBErj,Pink Sweat$,368,0.558,0.364,5,1,0.169,9.94e-05,129.17,0.252,0.0502,-8.663,chill
519,EmOGs,spotify:track:2qz1vGLzlQf0Xc2dlfhOEA,2qz1vGLzlQf0Xc2dlfhOEA,Salaam Remi,369,0.485,0.629,6,0,0.0728,1.2e-05,163.528,0.448,0.348,-6.253,chill
520,Second Chances. (ft. 6LACK),spotify:track:6t5MVzUCfeK1ASDMkKadxW,6t5MVzUCfeK1ASDMkKadxW,Kiana Ledé,356,0.501,0.349,3,0,0.786,0,72.855,0.322,0.391,-10.883,chill
521,FAVORITE MISTAKE,spotify:track:4rHIfYRQw6ittRQXAlurk0,4rHIfYRQw6ittRQXAlurk0,Giveon,337,0.535,0.409,7,0,0.777,0,170.121,0.138,0.0857,-9.517,chill
522,Comfortable,spotify:track:3f3cliOygeuUpGRwdohy12,3f3cliOygeuUpGRwdohy12,H.E.R.,370,0.429,0.399,5,0,0.632,3.23e-05,72.487,0.353,0.0893,-11.679,chill
523,Comfortable,spotify:track:4y3Cny28krRSxuoBn54MWZ,4y3Cny28krRSxuoBn54MWZ,Savannah Cristina,371,0.693,0.426,9,0,0.5,1.42e-06,120.018,0.167,0.224,-9.634,chill
524,A Muse,spotify:track:7AOIpGjtubeC0uSiMEhOyR,7AOIpGjtubeC0uSiMEhOyR,dvsn,360,0.774,0.391,5,1,0.646,0.00165,134.057,0.42,0.165,-6.753,chill
525,Come See Me,spotify:track:31Bfwo18yqIlIhu671Tf9e,31Bfwo18yqIlIhu671Tf9e,Teenear,372,0.79,0.388,7,1,0.612,0,119.02,0.327,0.0654,-8.996,chill
526,"Crazy Kind of Love - From ""True to the Game 2""",spotify:track:3NYUr2OCOXDAHqP65jOTlc,3NYUr2OCOXDAHqP65jOTlc,Tamar Braxton,373,0.286,0.603,7,0,0.144,2.7e-05,65.495,0.327,0.058,-6.037,chill
527,Ginny,spotify:track:6i5a50hEuC7FtJoBVqKpcT,6i5a50hEuC7FtJoBVqKpcT,Sylo Nozra,374,0.782,0.48,10,0,0.412,1.59e-06,90.094,0.781,0.3,-8.913,chill
528,Lil Boi (Big Talk) [feat. Queen Naija],spotify:track:5IIMLw6SPHB0q36twd6ZoG,5IIMLw6SPHB0q36twd6ZoG,Ayanis,375,0.75,0.465,8,1,0.128,0.000191,127.126,0.205,0.158,-9.051,chill
529,Love Song,spotify:track:4oZPOhLn4AoWrJKQj2ORjX,4oZPOhLn4AoWrJKQj2ORjX,IV JAY,376,0.588,0.629,11,0,0.315,0,155.949,0.42,0.0504,-5.732,chill
530,Convo,spotify:track:34ol7Eg0ZMHBlBYlz6oeFO,34ol7Eg0ZMHBlBYlz6oeFO,Coco & Breezy,377,0.854,0.545,8,1,0.298,0.00736,119.961,0.488,0.0821,-10.296,chill
531,Moments - Ben Böhmer & Nils Hoffmann Remix,spotify:track:4F6dlpCLyi8jWWFEjdxCQ0,4F6dlpCLyi8jWWFEjdxCQ0,Kidnap,378,0.702,0.524,7,0,0.453,0.89,121.001,0.283,0.0393,-12.422,chill
532,Never Give Up,spotify:track:6WxcciullH40H7bbGbDXlq,6WxcciullH40H7bbGbDXlq,King Henry,379,0.718,0.522,2,1,0.483,0.835,115.994,0.382,0.0367,-13.119,chill
533,Why Do We Shake In The Cold? - Edit,spotify:track:64Eji6WqA3iHTwAa9DzZll,64Eji6WqA3iHTwAa9DzZll,Elderbrook,380,0.674,0.459,8,1,0.325,0.707,119.987,0.169,0.143,-11.679,chill
534,Parachute,spotify:track:3NgAAoUZPkxL5mpvUI7Rl5,3NgAAoUZPkxL5mpvUI7Rl5,Paul Kalkbrenner,381,0.646,0.506,11,1,0.319,0.456,126.96,0.252,0.0317,-11.08,chill
535,Don’t Doubt ur Vibe,spotify:track:6GGODyP2LIdbxIfYxy5UbN,6GGODyP2LIdbxIfYxy5UbN,Elon “EDM” Musk,382,0.539,0.912,0,1,0.0069,0.717,123.996,0.247,0.0319,-7.828,chill
536,Banya,spotify:track:2zT8nNao3eyXVLQLeWzKjh,2zT8nNao3eyXVLQLeWzKjh,Sultan + Shepard,383,0.627,0.907,4,0,0.0838,0.933,121.974,0.101,0.0402,-6.909,chill
537,You Said,spotify:track:0zDP5gxTdtHkvdagTF9E5i,0zDP5gxTdtHkvdagTF9E5i,Heliotype,384,0.544,0.932,2,0,0.028,0.887,122.006,0.455,0.0325,-6.791,chill
538,Waves - OCULA Remix,spotify:track:3IeLJ5OLr0tCHsr7SDnfi8,3IeLJ5OLr0tCHsr7SDnfi8,Le Youth,385,0.738,0.666,5,0,0.225,0.918,120.002,0.0676,0.0377,-10.046,chill
539,Trouble (Jengi Beats Remix),spotify:track:4FIzM6Hyrhca45fFCUxlpJ,4FIzM6Hyrhca45fFCUxlpJ,OFFAIAH,386,0.704,0.613,1,0,0.387,0.702,116.032,0.484,0.0435,-7.738,chill
540,Indian Summer - Kasbo Remix,spotify:track:2hFD70XI1S5HeGxasMvgbY,2hFD70XI1S5HeGxasMvgbY,Jai Wolf,387,0.513,0.639,2,1,0.0676,0.671,89.973,0.144,0.0401,-7.905,chill
541,When I'm With You,spotify:track:4rXflTOWCja5YDR96lINzu,4rXflTOWCja5YDR96lINzu,Kaskade,388,0.762,0.543,8,1,0.167,0.505,123.01,0.18,0.0377,-8.759,chill
542,Kaleidoscope,spotify:track:54lEP2AiBdnVrqh49PoUqN,54lEP2AiBdnVrqh49PoUqN,Joey Pecoraro,234,0.718,0.461,5,1,0.649,0.844,106.965,0.0384,0.0336,-11.511,chill
543,When You’re Dreaming,spotify:track:4UQWvx7zTXxveHGK3ZRWdb,4UQWvx7zTXxveHGK3ZRWdb,Kaskade,388,0.787,0.357,5,0,0.92,0.878,125.973,0.552,0.0659,-11.124,chill
544,Nightwhisper,spotify:track:3SYO8wU4bEgIYt7AeGRIwG,3SYO8wU4bEgIYt7AeGRIwG,Jody Wisternoff,389,0.674,0.894,1,1,0.0013,0.915,119.962,0.141,0.0341,-6.386,chill
545,Don't Give Up,spotify:track:7E5Tl1oyZW5JPdhqGgW5hz,7E5Tl1oyZW5JPdhqGgW5hz,Latroit,390,0.462,0.741,8,1,0.0806,0.326,124.018,0.0392,0.0375,-8.327,chill
546,NEVER,spotify:track:0W6dI8IBd5ioo4QXxqrwai,0W6dI8IBd5ioo4QXxqrwai,Joplyn,391,0.723,0.69,9,0,0.417,0.032,122.056,0.213,0.0564,-9.682,chill
547,Something Was Real,spotify:track:7HXqYIF5kMN1XY52GWQKrZ,7HXqYIF5kMN1XY52GWQKrZ,Eli & Fur,392,0.65,0.559,8,0,0.681,0.744,181.962,0.68,0.0747,-13.299,chill
548,:p,spotify:track:7Jr6fafWN0TXbRg26zxgSb,7Jr6fafWN0TXbRg26zxgSb,La+ch,393,0.772,0.558,0,0,0.051,0.831,100.995,0.192,0.0479,-9.179,chill
549,Priviet,spotify:track:3e66lQYqNYhZX1X2mBeO4L,3e66lQYqNYhZX1X2mBeO4L,Pierce Fulton,394,0.549,0.742,6,1,0.00494,0.779,128.015,0.238,0.0308,-8.742,chill
550,Private Island (coldbrew Remix),spotify:track:3zcUZg6MoJPHPjt7vM1wx7,3zcUZg6MoJPHPjt7vM1wx7,MÒZÂMBÎQÚE,395,0.623,0.498,5,0,0.213,0.857,90.014,0.337,0.0403,-11.211,chill
551,2003,spotify:track:6pDWaDQGX9h6nj4Zzbv3dE,6pDWaDQGX9h6nj4Zzbv3dE,FEJA,396,0.516,0.488,5,0,0.033,0.913,95.011,0.3,0.0282,-13.074,chill
552,The Night Air Was Cool,spotify:track:3GNCq0cqUr7kQ4lGaa0TVx,3GNCq0cqUr7kQ4lGaa0TVx,ATTLAS,397,0.671,0.643,8,1,0.428,0.968,123.022,0.0384,0.126,-9.137,chill
553,Shadow Call,spotify:track:7x7rWPpbzBGNKZFqp3yGDn,7x7rWPpbzBGNKZFqp3yGDn,Giants' Nest,398,0.821,0.696,7,1,0.134,0.708,115.029,0.379,0.0734,-8.652,chill
554,On Hold - Jamie xx Remix,spotify:track:0iALOYqXaVoluUIsSyDAny,0iALOYqXaVoluUIsSyDAny,The xx,399,0.759,0.909,0,0,0.302,0.842,128.189,0.47,0.0373,-7.85,chill
555,You've Got The Love - Jamie xx Rework,spotify:track:59Y2GLn55BVjX3UTMUDtTP,59Y2GLn55BVjX3UTMUDtTP,Florence + The Machine,400,0.702,0.502,0,1,0.11,0.459,129.991,0.383,0.098,-7.439,chill
556,Suavemente,spotify:track:07jL1bvTpikigJIZbvb8vG,07jL1bvTpikigJIZbvb8vG,Lakim,401,0.764,0.546,5,0,0.0487,0.00953,111.92,0.96,0.287,-9.198,chill
557,go back in time,spotify:track:2UaGJbzWWAwak3TJD4HmaN,2UaGJbzWWAwak3TJD4HmaN,San Holo,402,0.353,0.531,2,1,0.276,0.000953,99.562,0.234,0.0391,-5.5,chill
558,Ya Baladi,spotify:track:0B5HGVasHP4YTRd93W1F0N,0B5HGVasHP4YTRd93W1F0N,AxLi,403,0.727,0.411,6,0,0.111,0.211,100.011,0.416,0.0375,-14.115,chill
559,Numb,spotify:track:7rBpjxstrSsuOLqnuOC028,7rBpjxstrSsuOLqnuOC028,Elderbrook,380,0.77,0.482,0,0,0.308,0.0802,120.006,0.189,0.0903,-9.796,chill
560,Any Night,spotify:track:3K8DSPy4GF91mZ5eoavSQP,3K8DSPy4GF91mZ5eoavSQP,Col Lawton,404,0.618,0.816,5,0,0.116,0.784,117.991,0.278,0.0354,-6.828,chill
561,Thief,spotify:track:5FjMM1DCJ5q8HOqRlOVId4,5FjMM1DCJ5q8HOqRlOVId4,Nick AM,405,0.815,0.699,4,0,0.0562,0.618,104.022,0.317,0.301,-8.08,chill
562,Lights,spotify:track:4OOKWdVW2Cdivlu6aWPrOE,4OOKWdVW2Cdivlu6aWPrOE,TWO LANES,406,0.735,0.551,2,0,0.216,0.869,116.0,0.146,0.0421,-10.202,chill
563,Strange Without You,spotify:track:2fdiDSqL6maaQO8au7y6ay,2fdiDSqL6maaQO8au7y6ay,Tensnake,407,0.732,0.816,1,0,0.00476,7.37e-06,120.985,0.375,0.094,-6.47,chill
564,A Downpour Of Blessings,spotify:track:13ofhF3akKSze47em3ihua,13ofhF3akKSze47em3ihua,Yone-ko,408,0.547,0.316,7,1,0.191,0.881,124.962,0.414,0.0329,-19.527,chill
565,You Tell Me,spotify:track:6ieK666eoYF24pizD2OM3x,6ieK666eoYF24pizD2OM3x,Vendredi,409,0.784,0.58,9,0,0.197,0.0266,103.019,0.942,0.0352,-10.429,chill
566,Tearing Me Up,spotify:track:6NDt5z8GKIHub37hBQ4x18,6NDt5z8GKIHub37hBQ4x18,Bob Moses,410,0.705,0.403,0,1,0.172,0.00201,114.992,0.155,0.0438,-9.7,chill
567,Better Than You Think,spotify:track:4JLdjEPwa80Kfn1tOl0Rdb,4JLdjEPwa80Kfn1tOl0Rdb,Mr. Tape,411,0.746,0.6,1,0,0.00505,0.935,112.029,0.094,0.0402,-11.737,chill
568,Omni DX,spotify:track:0f0VD49YdgKYG1e0ASVmJz,0f0VD49YdgKYG1e0ASVmJz,Christopher Ledger,412,0.621,0.568,2,1,0.00149,0.883,120.0,0.199,0.103,-13.289,chill
569,Aura,spotify:track:3bqDhyjEa7LmeK8lfmPF9d,3bqDhyjEa7LmeK8lfmPF9d,Alex Lustig,413,0.55,0.0603,6,1,0.96,0.874,108.063,0.274,0.0742,-23.048,chill
570,Kasoto (feat. Jo Jo Mendy),spotify:track:5Utktu0IFcGXXtIlky7ObZ,5Utktu0IFcGXXtIlky7ObZ,Cantoma,414,0.661,0.688,4,0,0.385,0.829,104.998,0.867,0.0347,-9.574,chill
571,Driving On The Moon,spotify:track:2NM5PMd06bSDfDzbglwXSV,2NM5PMd06bSDfDzbglwXSV,Joey Pecoraro,234,0.766,0.345,2,1,0.534,0.917,111.987,0.517,0.031,-13.367,chill
572,DJs Gotta Dance More,spotify:track:30HLXV5dIVOlrp2ncsUyjn,30HLXV5dIVOlrp2ncsUyjn,A-Trak,415,0.743,0.889,11,0,0.141,0.0195,120.008,0.335,0.102,-4.179,chill
573,Anywhere You Go (feat. Timmy Trumpet),spotify:track:1bFo82vSD0XeUfPyQEV8ec,1bFo82vSD0XeUfPyQEV8ec,NERVO,416,0.634,0.689,0,1,0.00527,0.19,121.986,0.367,0.0265,-4.942,chill
574,Pick Up,spotify:track:5YzBL3vkQnp3JbeDRRSbSQ,5YzBL3vkQnp3JbeDRRSbSQ,DJ Koze,417,0.712,0.601,5,1,1.09e-05,0.802,124.912,0.513,0.062,-8.968,chill
575,Ghost Voices - Lane 8 Remix,spotify:track:4ApmPo6H0bH7PExQV25LDh,4ApmPo6H0bH7PExQV25LDh,Virtual Self,418,0.611,0.571,2,1,0.0195,0.815,123.0,0.039,0.0317,-9.441,chill
576,Changes,spotify:track:7yPowJ8bMpCx5OaWjz3LLy,7yPowJ8bMpCx5OaWjz3LLy,Ashworth,419,0.685,0.524,7,1,0.207,0.0441,119.998,0.16,0.0344,-9.727,chill
577,Need Somebody,spotify:track:5p8lHKFmPG85b6B6bU1hxU,5p8lHKFmPG85b6B6bU1hxU,MRVLZ,420,0.716,0.77,9,0,0.079,0.00966,95.03,0.278,0.0675,-4.517,chill
578,Brilliant Eyes,spotify:track:6qDEETr2nRrKMvphmayYP4,6qDEETr2nRrKMvphmayYP4,RYTERBAND,421,0.511,0.494,8,1,0.736,0.465,180.03,0.512,0.045,-14.532,chill
579,Subconscious,spotify:track:1hdwB9chfaphTscjqNHKH4,1hdwB9chfaphTscjqNHKH4,Luke Hamilton,422,0.424,0.146,11,0,0.846,0.888,170.03,0.074,0.0281,-24.438,chill
580,Iceland,spotify:track:1tUWvv0HotBCDNtQsSoLtP,1tUWvv0HotBCDNtQsSoLtP,Petit Biscuit,172,0.81,0.765,9,1,0.332,0,121.985,0.0394,0.106,-5.995,chill
581,Magnolia,spotify:track:60JoeD2lqbdEdHJKWpr4fR,60JoeD2lqbdEdHJKWpr4fR,Mill3ristic,423,0.671,0.346,7,0,0.292,0.876,83.161,0.653,0.0443,-12.023,chill
582,Someone,spotify:track:01rAwlFDrRT2FzimFTXrKB,01rAwlFDrRT2FzimFTXrKB,Nectr,424,0.604,0.658,0,1,0.345,0.223,120.928,0.281,0.0407,-9.106,chill
583,Deep Blue,spotify:track:7h46FIb7QrsLuhfGmmK0jW,7h46FIb7QrsLuhfGmmK0jW,Alex Lustig,413,0.0823,0.0202,4,0,0.987,0.796,73.315,0.0559,0.0429,-34.019,chill
584,My House - Chill Mix,spotify:track:0TVMVtaGg7KUqWGlI9zwjs,0TVMVtaGg7KUqWGlI9zwjs,Elderbrook,380,0.88,0.571,9,1,0.0971,0.000215,120.93,0.106,0.071,-8.753,chill
586,Guaba,spotify:track:3xMiGikor6CSPjeY9wXT8c,3xMiGikor6CSPjeY9wXT8c,Sultan + Shepard,383,0.458,0.862,6,0,0.0202,0.911,121.976,0.0353,0.0344,-7.329,chill
587,Naked In The Water,spotify:track:1Khmse4AAVE1vSFLl3a1q8,1Khmse4AAVE1vSFLl3a1q8,Alastair Lane,425,0.815,0.666,0,1,0.509,0.344,115.0,0.803,0.299,-7.525,chill
588,Never Enough,spotify:track:7ySh518m4iC0CbOevgSwiq,7ySh518m4iC0CbOevgSwiq,TWO LANES,406,0.724,0.376,7,0,0.235,0.843,113.993,0.115,0.0331,-13.95,chill
589,Love Is Awake,spotify:track:6cwiXbTqbuGjwPnG56LFG2,6cwiXbTqbuGjwPnG56LFG2,Madnap,426,0.736,0.728,2,1,0.00937,0.0189,119.979,0.265,0.0264,-7.918,chill
590,Red Clay,spotify:track:1ZjjkjzYg31mVcrrehozye,1ZjjkjzYg31mVcrrehozye,Maarten,427,0.782,0.471,8,1,0.527,0.851,126.992,0.701,0.0381,-14.0,chill
591,Shooting Stars,spotify:track:3j4Q0OcxYgvJYev93mevxz,3j4Q0OcxYgvJYev93mevxz,POOLCLVB,428,0.9,0.647,6,0,0.00583,0.0999,120.016,0.606,0.0597,-7.629,chill
592,Bring It Back - Phaze Dee Edit,spotify:track:5xilFpTdCilXSJuAPbzTCU,5xilFpTdCilXSJuAPbzTCU,Dave Mayer,429,0.85,0.626,6,1,0.0465,0.141,125.006,0.615,0.0965,-10.864,chill
593,Sweet Disposition - Vijay & Sofia Edit,spotify:track:0DkDdziZQNIyJ0EWVLi5f6,0DkDdziZQNIyJ0EWVLi5f6,TRIBU,430,0.729,0.663,7,1,0.75,0.625,120.028,0.318,0.0497,-10.817,chill
594,New York,spotify:track:73DMW15b9xH9i10xDZEzrr,73DMW15b9xH9i10xDZEzrr,Batu Onat,431,0.618,0.821,5,0,0.000846,0.000592,99.962,0.286,0.0333,-6.377,chill
595,The Little Things (feat. Angela McCluskey) - Kasbo Remix,spotify:track:4KRkanYEoxAEBY5HDtYGU6,4KRkanYEoxAEBY5HDtYGU6,Big Gigantic,432,0.49,0.58,10,1,0.215,2.25e-06,85.133,0.207,0.0427,-5.677,chill
596,Final Days - Bonobo Remix,spotify:track:4RHMC3OE3oBpS32peJ6tR6,4RHMC3OE3oBpS32peJ6tR6,Michael Kiwanuka,433,0.709,0.826,6,0,0.0845,0.344,116.99,0.337,0.0404,-6.9,chill
