,title,meta,id,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence,speechiness,loudness,artist,mood
1506,Hey I Miss U,spotify:track:0jBjr0oBBYpVjOKxLMDccN,0jBjr0oBBYpVjOKxLMDccN,0.627,0.406,2,0,0.615,0.22,109.169,0.127,0.058,-15.19,CHRSBRRY,sad
1507,The End (feat. Fujitsu),spotify:track:6wpvLX37NJ7ctUkDhoCjOm,6wpvLX37NJ7ctUkDhoCjOm,0.542,0.327,5,0,0.883,0.854,142.134,0.186,0.0516,-8.618,Philanthrope,sad
1508,"See Your Face, in the Darkest Places",spotify:track:4DWvpQs3Ake1DGG2wqRHww,4DWvpQs3Ake1DGG2wqRHww,0.741,0.369,0,1,0.398,0.854,134.99,0.223,0.0386,-11.246,Aidan,sad
1509,First Light,spotify:track:5cAG9bmGIHdGDnpM6ii1zn,5cAG9bmGIHdGDnpM6ii1zn,0.576,0.85,2,0,0.568,0.175,139.981,0.296,0.145,-4.02,Desired,sad
1510,Idk,spotify:track:1mfhFQp96EFxQvRXKZIHOy,1mfhFQp96EFxQvRXKZIHOy,0.734,0.223,6,1,0.919,0.96,119.953,0.133,0.0467,-16.779,Imfinenow,sad
1511,No I'm Not,spotify:track:2QE6nuYctAHddZOupghtms,2QE6nuYctAHddZOupghtms,0.479,0.338,8,1,0.969,0.907,119.946,0.0387,0.0581,-16.802,Imfinenow,sad
1512,Getting Further Away,spotify:track:0zULNE7KtLAoO4FSkqqlgK,0zULNE7KtLAoO4FSkqqlgK,0.702,0.412,5,0,0.0553,0.519,120.025,0.391,0.0392,-10.878,Vague003,sad
1513,I Stayed Inside Again Today,spotify:track:1AuTsenUig3dDybSKBKd1y,1AuTsenUig3dDybSKBKd1y,0.574,0.443,10,1,0.000174,0.448,65.995,0.252,0.0273,-10.136,Vague003,sad
1514,Get You the Moon,spotify:track:5gm4MGsuk6uVaDfqgLiAug,5gm4MGsuk6uVaDfqgLiAug,0.495,0.238,1,0,0.708,0,118.62,0.101,0.18,-16.544,Kina,sad
1515,U're Mine,spotify:track:0lBJfWlXoMKwWxD12OtGAx,0lBJfWlXoMKwWxD12OtGAx,0.689,0.147,5,0,0.717,0.896,100.086,0.268,0.0366,-20.0,Kina,sad
1516,Sometimes,spotify:track:1m1bQzet1KTJfwgK6oqfZt,1m1bQzet1KTJfwgK6oqfZt,0.69,0.241,2,1,0.712,0.904,74.889,0.167,0.0476,-12.063,stream_error,sad
1517,"Hold on, Pt. 2",spotify:track:5CiJgYqEopAiCRBOjMb5j0,5CiJgYqEopAiCRBOjMb5j0,0.608,0.18,10,1,0.886,0.29,60.02,0.113,0.0402,-18.239,Ok2222,sad
1518,Forgotten Autumn,spotify:track:4ItWIdk8La5NytTEGdJzau,4ItWIdk8La5NytTEGdJzau,0.645,0.394,10,0,0.876,0.911,133.98,0.368,0.0442,-14.194,Philip Von Wartenberg,sad
1519,Disappear,spotify:track:08hu7L0K5xfRPNaXWg4ueZ,08hu7L0K5xfRPNaXWg4ueZ,0.58,0.391,0,1,0.928,0.953,85.007,0.145,0.0488,-13.828,Oatmello,sad
1520,forever,spotify:track:0KJwLTN2yjVgPLKa7gyJip,0KJwLTN2yjVgPLKa7gyJip,0.663,0.319,5,1,0.919,0.853,81.072,0.0759,0.0449,-12.536,j'san,sad
1521,im closing my eyes (feat. shiloh),spotify:track:3RO8tQsiLI0cJFcWGTUZKk,3RO8tQsiLI0cJFcWGTUZKk,0.895,0.109,0,0,0.534,0.549,134.067,0.546,0.0996,-13.853,potsu,sad
1522,"hello, it's me",spotify:track:03FJ9ScYHOQee9gUCvYJ4L,03FJ9ScYHOQee9gUCvYJ4L,0.477,0.416,6,1,0.94,0.0349,183.109,0.171,0.0565,-16.009,j'san,sad
1523,Reality,spotify:track:10q9GOPRDr1dHk3m08lZsm,10q9GOPRDr1dHk3m08lZsm,0.407,0.23,10,1,0.919,0.36,137.905,0.185,0.029,-13.28,SPEECHLESS,sad
1524,One Day.,spotify:track:5XiSLTZTc5QSZvOz7WDy2A,5XiSLTZTc5QSZvOz7WDy2A,0.435,0.39,5,1,0.902,0.0188,171.701,0.522,0.434,-9.919,Mora,sad
1525,Crushed,spotify:track:391jL0E8N0DwAlR61cMPtC,391jL0E8N0DwAlR61cMPtC,0.494,0.143,11,1,0.641,0.942,82.227,0.359,0.033,-18.151,w00ds,sad
1526,Lost at Sea,spotify:track:4pWYPWCnchdW4PdDRQ1eW7,4pWYPWCnchdW4PdDRQ1eW7,0.587,0.602,2,1,0.912,0.899,78.714,0.0973,0.154,-7.046,w00ds,sad
1527,Distant,spotify:track:5PTpamIgmhhvqkQaYyADu0,5PTpamIgmhhvqkQaYyADu0,0.698,0.464,8,1,0.837,0.902,159.177,0.131,0.125,-9.236,w00ds,sad
1528,Broken,spotify:track:4Ujg3r3uPoEvvj7LMUzwcm,4Ujg3r3uPoEvvj7LMUzwcm,0.537,0.464,0,1,0.904,0.72,108.022,0.468,0.041,-11.685,w00ds,sad
1529,Nothing,spotify:track:0HSCYhYbPD8jKXeZnDdTu6,0HSCYhYbPD8jKXeZnDdTu6,0.592,0.225,1,1,0.948,0.918,75.854,0.0673,0.0444,-11.016,w00ds,sad
1530,Streetlight,spotify:track:3gO4S80yvJLy8b3evVXNMr,3gO4S80yvJLy8b3evVXNMr,0.697,0.201,5,1,0.854,0.896,117.062,0.431,0.0497,-18.844,w00ds,sad
1531,The Girl I Haven't Met,spotify:track:00iwQgjIgoGO94BRBDyClo,00iwQgjIgoGO94BRBDyClo,0.785,0.222,8,1,0.86,0.84,139.885,0.327,0.0418,-21.624,Kudasaibeats,sad
1532,Bloom,spotify:track:7xqFOjNcp0NJFo9wGKGOpJ,7xqFOjNcp0NJFo9wGKGOpJ,0.642,0.535,0,1,0.588,0.896,110.501,0.0604,0.0334,-8.693,w00ds,sad
1533,alone and numb,spotify:track:0g1d5llu4uNx5B4UTg5no5,0g1d5llu4uNx5B4UTg5no5,0.811,0.483,2,1,0.852,0.744,146.021,0.853,0.192,-11.236,E I S U,sad
1534,All We Had Is Gone,spotify:track:0RTN9cyoO828bIHRoe18WY,0RTN9cyoO828bIHRoe18WY,0.29,0.424,5,1,0.922,0.848,140.05,0.0985,0.0384,-14.717,Groundfold,sad
1535,I Guess U Forgot About Me,spotify:track:4HGLwRrUQAzlRH59A6wUHI,4HGLwRrUQAzlRH59A6wUHI,0.668,0.322,8,1,0.591,0.864,78.013,0.217,0.225,-18.818,cucu,sad
1536,lost,spotify:track:6mt2RZSHgy6PfZUnr6CYFS,6mt2RZSHgy6PfZUnr6CYFS,0.864,0.0682,8,1,0.461,0.946,126.009,0.0519,0.0634,-14.197,Mvdb,sad
1537,Alone,spotify:track:4btwykKYxXqQZr99tufVRX,4btwykKYxXqQZr99tufVRX,0.346,0.323,2,1,0.955,0.65,203.217,0.173,0.0573,-11.27,E I S U,sad
1538,2:40am,spotify:track:3ZstR4aaps5bLm0AXeiaTr,3ZstR4aaps5bLm0AXeiaTr,0.657,0.472,2,1,0.127,0.00206,88.003,0.0766,0.0498,-12.827,E I S U,sad
1539,Next to You,spotify:track:36MF5O3oyr7RppWoG69jca,36MF5O3oyr7RppWoG69jca,0.746,0.0609,9,1,0.628,0.951,124.012,0.385,0.0661,-13.803,Alicks,sad
1540,Above Us,spotify:track:0d4s76jokrGAK7pfAPGRuW,0d4s76jokrGAK7pfAPGRuW,0.295,0.209,0,1,0.89,0.621,79.299,0.226,0.0835,-17.755,H.1,sad
1541,Conditions,spotify:track:2GpPTqI54UYYmoaNUOJQcE,2GpPTqI54UYYmoaNUOJQcE,0.343,0.0642,0,1,0.369,0.915,120.041,0.0399,0.0322,-24.203,H.1,sad
1542,Scars,spotify:track:1j0cYTlC0yvSc2ickkpn2M,1j0cYTlC0yvSc2ickkpn2M,0.475,0.395,7,0,0.872,0.86,173.946,0.202,0.265,-15.182,Ondi Vil,sad
1543,I Still Dream Of You (feat. Thomas Reid),spotify:track:1QM4BTOD0uDagZNUytGZ5z,1QM4BTOD0uDagZNUytGZ5z,0.687,0.525,9,0,0.336,0.00515,74.991,0.289,0.0558,-7.57,Kina,sad
1544,Country Boy,spotify:track:5Gziwk62Gk5ra8X6Mpod9m,5Gziwk62Gk5ra8X6Mpod9m,0.737,0.228,11,0,0.58,0.699,123.142,0.185,0.0539,-14.524,w00ds,sad
1545,dont say a word,spotify:track:20QoSODfbyi5PxpRTtfw1s,20QoSODfbyi5PxpRTtfw1s,0.579,0.499,2,1,0.558,0.492,160.093,0.213,0.121,-11.197,Idealism,sad
1546,still breathing,spotify:track:1Ga8S0wlk95BL1vSyioRM3,1Ga8S0wlk95BL1vSyioRM3,0.599,0.296,9,0,0.847,0.815,86.904,0.0373,0.0871,-14.889,Kupla,sad
1547,you don't have to cry,spotify:track:6SaSSTtwgseERMS5CT4Clj,6SaSSTtwgseERMS5CT4Clj,0.732,0.418,1,0,0.982,0.915,82.633,0.339,0.0683,-13.177,Nohidea,sad
1548,Louie's Lullaby,spotify:track:5Y69oMuGeIxfP4tIcCv6EO,5Y69oMuGeIxfP4tIcCv6EO,0.544,0.543,1,1,0.874,0.13,92.575,0.0444,0.0452,-12.962,Harris Cole,sad
1549,Thief,spotify:track:6HQCSdFVU6KOXm7Zv6usMk,6HQCSdFVU6KOXm7Zv6usMk,0.718,0.274,7,0,0.376,0.872,168.512,0.41,0.139,-13.068,Sarcastic Sounds,sad
1550,We've Never Met but Can We Have a Cup of Coffee or Something,spotify:track:5cvbog6wen3r3bBbcwL16U,5cvbog6wen3r3bBbcwL16U,0.349,0.214,6,0,0.926,0.121,201.128,0.236,0.0538,-18.295,In Love With a Ghost,sad
1551,Only One,spotify:track:4qFplKE2NFEj6Ocl0sIs6d,4qFplKE2NFEj6Ocl0sIs6d,0.642,0.333,10,1,0.453,0.881,70.867,0.043,0.0589,-12.624,C H O I S I E S,sad
1552,NOTHING,spotify:track:68BOdrxrjcvQPdlm9oBaUT,68BOdrxrjcvQPdlm9oBaUT,0.752,0.182,6,1,0.953,0.912,114.99,0.592,0.0566,-20.228,Tra$h,sad
1553,about claudia,spotify:track:52JcjJfbAKgIV4tBtQK9El,52JcjJfbAKgIV4tBtQK9El,0.72,0.372,0,1,0.281,0.932,75.017,0.318,0.0394,-9.527,furino,sad
1554,6,spotify:track:5DqwziN7E9MduNZ2m8D7aK,5DqwziN7E9MduNZ2m8D7aK,0.59,0.615,2,1,0.894,0.899,139.857,0.518,0.4,-8.495,furino,sad
1555,it's never enough to say i'm sorry,spotify:track:2W4vsSaK1yCowxmOFGJk1s,2W4vsSaK1yCowxmOFGJk1s,0.491,0.413,11,0,0.271,0.939,139.934,0.174,0.112,-13.169,furino,sad
1556,Please Come Back,spotify:track:7zlGyAsvNMOdhTU068f79f,7zlGyAsvNMOdhTU068f79f,0.737,0.241,9,0,0.51,0.00572,100.0,0.345,0.0882,-16.034,Teqkoi,sad
1557,Drowning,spotify:track:6fee735D9oJHuz9k3tp215,6fee735D9oJHuz9k3tp215,0.67,0.462,6,1,0.722,8.52e-06,94.753,0.218,0.274,-8.3,Ondi Vil,sad
1558,g o o d b y e,spotify:track:3IvLr23kzeM1GBwppmQ6C6,3IvLr23kzeM1GBwppmQ6C6,0.552,0.5,10,0,0.872,0.903,89.062,0.468,0.533,-10.421,sleepee.,sad
1559,In My Eyes,spotify:track:472xLB8toqZr8oSBXaQRr2,472xLB8toqZr8oSBXaQRr2,0.636,0.277,7,1,0.463,0.889,171.144,0.375,0.119,-15.979,Beowülf,sad
1560,I Know You So Well,spotify:track:1j1grC3HUOkKTQ8gqK8wKg,1j1grC3HUOkKTQ8gqK8wKg,0.649,0.213,7,1,0.873,0.765,133.985,0.0957,0.0731,-12.285,Ondi Vil,sad
1561,spares,spotify:track:1K2oXNkYHwlyxhOLRbKiDv,1K2oXNkYHwlyxhOLRbKiDv,0.432,0.281,11,0,0.587,1.39e-05,146.217,0.27,0.0473,-15.621,furino,sad
1562,Hopeless,spotify:track:4W6VP7eczC4alMX9S51hWq,4W6VP7eczC4alMX9S51hWq,0.799,0.202,4,1,0.498,0.644,146.024,0.701,0.116,-20.576,Beowülf,sad
1563,Todo Estaba Bien,spotify:track:0qRE2t4scDRFsBgBXsQIH9,0qRE2t4scDRFsBgBXsQIH9,0.761,0.729,5,1,0.0844,0.00402,103.982,0.456,0.0904,-5.896,Carlos Sadness,sad
1564,Soñé Contigo,spotify:track:6VT2jR1Y4KLCXKZVo1JiQU,6VT2jR1Y4KLCXKZVo1JiQU,0.636,0.274,4,1,0.937,0,123.839,0.389,0.0333,-11.642,Carlos Sadness,sad
1565,Te Quiero un Poco,spotify:track:0WDAYiPgyIlAEaZ6sMR5T8,0WDAYiPgyIlAEaZ6sMR5T8,0.776,0.628,7,1,0.489,0.000257,133.037,0.771,0.0487,-6.558,Carlos Sadness,sad
1566,Isla Morenita,spotify:track:3MiO992ns4FEMBVIfsfrE9,3MiO992ns4FEMBVIfsfrE9,0.66,0.691,0,1,0.248,0.00019,95.061,0.637,0.0893,-5.939,Carlos Sadness,sad
1567,Que Electricidad,spotify:track:1ogJK57FglEe7kmbAQDi0v,1ogJK57FglEe7kmbAQDi0v,0.518,0.899,0,1,0.0509,0.000141,140.043,0.704,0.0974,-6.467,Carlos Sadness,sad
1568,Ahorita,spotify:track:1OzdGvZ6iSzTHVu9QF7dpT,1OzdGvZ6iSzTHVu9QF7dpT,0.839,0.573,5,1,0.587,0.00766,117.964,0.662,0.043,-7.331,Carlos Sadness,sad
1569,Física Moderna,spotify:track:2JXYt7cvHxewxiKp48naPn,2JXYt7cvHxewxiKp48naPn,0.671,0.782,11,0,0.117,1.38e-05,146.06,0.59,0.0452,-5.034,Carlos Sadness,sad
1570,Bajo el Mismo Techo (feat. Zahara),spotify:track:1kWnCXGwJOeLQfR7HNbUVi,1kWnCXGwJOeLQfR7HNbUVi,0.665,0.674,11,0,0.151,1.85e-06,99.103,0.565,0.0473,-7.448,Carlos Sadness,sad
1571,Amor Papaya en Invierno,spotify:track:4TZ0kv6Elbb4cTsoNXxBZJ,4TZ0kv6Elbb4cTsoNXxBZJ,0.61,0.238,4,1,0.887,0.0432,126.049,0.357,0.0414,-14.772,Carlos Sadness,sad
1572,Me Desamaste,spotify:track:0f93qtsyohg7a07LUzG2PZ,0f93qtsyohg7a07LUzG2PZ,0.718,0.756,5,1,0.0275,4.09e-06,161.977,0.837,0.0797,-6.815,Carlos Sadness,sad
1573,Amor Papaya (with Caloncho),spotify:track:5uktfjnSHsfmc42wnGsC8l,5uktfjnSHsfmc42wnGsC8l,0.636,0.445,4,1,0.288,4.31e-06,150.033,0.595,0.0873,-10.186,Carlos Sadness,sad
1574,Ciclo Lunar,spotify:track:1r7FUVqC9DUSeBmaXAJR3O,1r7FUVqC9DUSeBmaXAJR3O,0.473,0.579,5,1,0.0626,0.00394,193.969,0.418,0.0356,-7.472,Carlos Sadness,sad
1575,Días Impares (feat. Melissa Robles),spotify:track:4zozfZvPnjkT4pexTAMGQq,4zozfZvPnjkT4pexTAMGQq,0.513,0.43,2,1,0.65,2.89e-06,137.908,0.385,0.0426,-9.083,Carlos Sadness,sad
1576,Chocolate y Nata,spotify:track:5RvD2guZK6n19KEK0ymL5f,5RvD2guZK6n19KEK0ymL5f,0.731,0.555,1,0,0.486,0.00255,129.96,0.513,0.0303,-7.241,Carlos Sadness,sad
1577,Hale Bopp,spotify:track:5d3saZ4jb82q83abtg9mxz,5d3saZ4jb82q83abtg9mxz,0.474,0.757,2,1,0.00216,0.00191,167.919,0.781,0.0495,-5.205,Carlos Sadness,sad
1578,Miss Honolulu,spotify:track:30Z3MjFHUFV5SFf2ICInB7,30Z3MjFHUFV5SFf2ICInB7,0.616,0.867,7,1,0.416,8.92e-05,101.047,0.825,0.0476,-6.743,Carlos Sadness,sad
1579,Monteperdido,spotify:track:77FoFBReRTPrYr3Ul5He1n,77FoFBReRTPrYr3Ul5He1n,0.615,0.723,4,1,0.217,0.00168,128.008,0.713,0.0477,-8.547,Carlos Sadness,sad
1580,Adiós a los Dinosaurios,spotify:track:1rYnxBYFDtwVPeau3T2PC3,1rYnxBYFDtwVPeau3T2PC3,0.747,0.72,5,1,0.151,0.00666,132.011,0.526,0.0352,-6.401,Carlos Sadness,sad
1581,Semitransparente,spotify:track:0G8vDG9wlBEneyoneUBYyl,0G8vDG9wlBEneyoneUBYyl,0.635,0.337,5,1,0.979,0.00129,127.972,0.384,0.0514,-10.718,Carlos Sadness,sad
1582,No Vuelvas a Japon (with Santi Balmes),spotify:track:23nsM3l7Ns7D8ifj9igfQQ,23nsM3l7Ns7D8ifj9igfQQ,0.485,0.742,10,1,0.333,0.197,150.111,0.468,0.037,-7.664,Carlos Sadness,sad
1583,Física Moderna en Invierno,spotify:track:2FAuYxoBBuYOErsr5R6YoW,2FAuYxoBBuYOErsr5R6YoW,0.708,0.551,11,0,0.806,0.000453,89.949,0.819,0.0459,-9.737,Carlos Sadness,sad
1584,Clorofila,spotify:track:0rxm3LER8haw0ZwCIRp9sx,0rxm3LER8haw0ZwCIRp9sx,0.722,0.335,10,1,0.947,0.000215,123.979,0.812,0.0341,-13.83,Carlos Sadness,sad
1585,Longitud de Onda,spotify:track:1Q8QdyhHmKFrRCba3D6qu4,1Q8QdyhHmKFrRCba3D6qu4,0.538,0.867,6,0,0.066,0.000311,120.054,0.525,0.243,-4.826,Carlos Sadness,sad
1586,Perseide,spotify:track:2b3n3pCDwQ0eRuK1gLhrXi,2b3n3pCDwQ0eRuK1gLhrXi,0.634,0.646,1,0,0.0416,0.0303,113.974,0.376,0.038,-8.599,Carlos Sadness,sad
1587,Aloha,spotify:track:0GARcbxLIOmzrs0lHpuvmi,0GARcbxLIOmzrs0lHpuvmi,0.801,0.901,0,1,0.102,0.000212,131.998,0.597,0.102,-5.544,Carlos Sadness,sad
1588,Número Oculto,spotify:track:0v7aSlhIJdfvZ2lJv1a405,0v7aSlhIJdfvZ2lJv1a405,0.703,0.412,9,1,0.883,0.00183,119.923,0.31,0.0666,-10.585,Carlos Sadness,sad
1589,Au Revoir (with Zahara) - Con Zahara,spotify:track:1bRaGRdGzHYJl1WQBkEam3,1bRaGRdGzHYJl1WQBkEam3,0.61,0.96,2,1,0.0537,8.23e-06,102.495,0.603,0.168,-6.129,Carlos Sadness,sad
1590,Bikini,spotify:track:1n643mVK6BpbAwKSQWFiRg,1n643mVK6BpbAwKSQWFiRg,0.482,0.856,0,1,0.00491,0.0464,154.114,0.842,0.0326,-5.946,Carlos Sadness,sad
1591,"Fascinados (feat. Joan Manuel Serrat, Leiva, Vetusta Morla, Iván Ferreiro, Loquillo, Zahara, Dani Martin, Albert Pla, Mikel (Izal), Noni (Lori Meyers), Santi Balmes (Love of Lesbian), Xoel López, Anni B Sweet, Jeanette, Carlos Sadness, Nina (Morgan), Juan Alberto (Niños Mutantes), Miri Ros, Javiera Mena, Jorge Martí (La Habitación Roja), Rafa Val (Viva Suecia), Marc (Dorian), Alondra Bentley, Abraham Boba, Carlangas (Novedades Carminha), La Bien Querida, Martí Perarnau IV (Mucho), Nita (Fuel Fandango) & Shuarma (Elefantes))",spotify:track:2NWWhvKfxY7jVG2PH5F5CY,2NWWhvKfxY7jVG2PH5F5CY,0.638,0.884,7,0,0.0853,6.76e-05,140.004,0.432,0.0689,-6.448,Sidonie,sad
1592,Viaje A La Luna,spotify:track:0qom8BxukcmgzoGEFK7qTB,0qom8BxukcmgzoGEFK7qTB,0.539,0.37,0,1,0.62,0.0239,135.985,0.202,0.0309,-8.167,Daniela Spalla,sad
1593,Siempre Esperandote (with Iván Ferreiro),spotify:track:677eSNVZfvDWWnd0X6mm3U,677eSNVZfvDWWnd0X6mm3U,0.349,0.554,7,1,0.329,1.93e-05,110.553,0.17,0.0345,-7.112,Carlos Sadness,sad
1594,El Gran Momento,spotify:track:7rGXNNhbM5L7CzPEY5nAFa,7rGXNNhbM5L7CzPEY5nAFa,0.421,0.808,8,1,0.232,0.0783,122.011,0.519,0.152,-6.985,Carlos Sadness,sad
1595,Feria de Botanica,spotify:track:2ozSSY3Ul94bY14foM8YyS,2ozSSY3Ul94bY14foM8YyS,0.494,0.738,4,1,0.661,0.0608,150.051,0.24,0.048,-9.774,Carlos Sadness,sad
1596,Groenlandia,spotify:track:2AGbi2bvuBVuUgOFYh0f3p,2AGbi2bvuBVuUgOFYh0f3p,0.532,0.813,2,1,0.000904,0.000603,165.903,0.765,0.0373,-7.692,Carlos Sadness,sad
1597,Hoy Es el Dia,spotify:track:64r7B5Wn7r1E9zTQxLi7l9,64r7B5Wn7r1E9zTQxLi7l9,0.618,0.815,2,1,0.0156,7.01e-06,133.045,0.349,0.0373,-6.503,Carlos Sadness,sad
1598,Besar a la Serpiente,spotify:track:4OzNyulygSlXtbKPxlTnVr,4OzNyulygSlXtbKPxlTnVr,0.401,0.414,0,1,0.719,0.000105,78.38,0.283,0.0321,-10.335,Carlos Sadness,sad
1599,Semilla Negra,spotify:track:0JTg7E0zK9T2DgRbzv3OfY,0JTg7E0zK9T2DgRbzv3OfY,0.613,0.381,0,1,0.863,0,98.077,0.484,0.029,-11.176,Carlos Sadness,sad
1600,Cuando te Encontré (feat. Carlos Sadness) - El Viaje de Matisse,spotify:track:3I00PtsJz4nZUwfkUmqllt,3I00PtsJz4nZUwfkUmqllt,0.696,0.213,2,1,0.867,0,84.037,0.707,0.061,-12.111,Matisse,sad
1601,Celeste,spotify:track:2DsrXZ9RH6sYGBRY4bH62O,2DsrXZ9RH6sYGBRY4bH62O,0.652,0.76,0,1,0.0613,0.00081,143.013,0.947,0.0378,-6.857,Carlos Sadness,sad
1602,Houdini (Acoustic),spotify:track:4oYZl8olDEEed68m8SptXE,4oYZl8olDEEed68m8SptXE,0.468,0.151,0,1,0.903,0,89.865,0.262,0.0666,-15.725,Carlos Sadness,sad
1603,La Fabula Celeste,spotify:track:5L2DKZpYe8JoMOrwk9Xprl,5L2DKZpYe8JoMOrwk9Xprl,0.478,0.399,7,1,0.395,0.0014,122.075,0.512,0.0506,-11.514,Carlos Sadness,sad
1604,Chicas,spotify:track:6CrfuPHNYkUuzdfZsZGtqz,6CrfuPHNYkUuzdfZsZGtqz,0.706,0.672,0,1,0.093,0,120.044,0.776,0.0365,-5.604,Varry Brava,sad
1605,Se fue (with Bebe) - Con Bebe,spotify:track:4citS446f9yJwtE61Qxhe8,4citS446f9yJwtE61Qxhe8,0.726,0.75,4,0,0.146,0.11,115.986,0.593,0.0256,-4.602,Carlos Sadness,sad
1606,El Dia Que Hizo Mas Viento Que Nunca,spotify:track:0atK9OsygB93aD838ZDmVA,0atK9OsygB93aD838ZDmVA,0.542,0.889,0,1,0.0106,0.018,110.072,0.487,0.196,-6.35,Carlos Sadness,sad
1607,Divide We Fall,spotify:track:5JMEAxheSD4NHS3ivg7liH,5JMEAxheSD4NHS3ivg7liH,0.144,0.253,0,0,0.909,0.963,142.404,0.0376,0.0345,-15.349,C21fx,sad
1608,Solace,spotify:track:4n5guzp5j0r5gE0xWzKcRd,4n5guzp5j0r5gE0xWzKcRd,0.28,0.171,8,0,0.824,0.928,99.396,0.0788,0.0323,-16.117,C21fx,sad
1609,Blood Red Roses,spotify:track:7EdwapWn00dAV2BOQS6zhK,7EdwapWn00dAV2BOQS6zhK,0.464,0.358,0,0,0.693,0.00019,90.033,0.13,0.0273,-13.783,C21fx,sad
1610,Healing of the Nations,spotify:track:3gPW3oAhqc9MbGHJf85dsn,3gPW3oAhqc9MbGHJf85dsn,0.0669,0.671,5,0,0.145,0.336,73.448,0.0387,0.0597,-9.426,City of the Fallen,sad
1611,Eventide,spotify:track:0DzWkLjuaDblDd545itqNk,0DzWkLjuaDblDd545itqNk,0.325,0.479,4,0,0.272,0.366,139.933,0.0612,0.0363,-9.907,John Sponsler & Tom Gire,sad
1612,Moonsong,spotify:track:2jw7rDos3bc6xtgx9ALjCs,2jw7rDos3bc6xtgx9ALjCs,0.414,0.153,3,0,0.986,0.931,150.214,0.125,0.0298,-16.83,Adrian Von Ziegler,sad
1613,Dawn of Fate,spotify:track:5se4U2L73RjA7PpP6WNX6C,5se4U2L73RjA7PpP6WNX6C,0.316,0.145,10,0,0.801,0.964,136.02,0.0324,0.0427,-16.48,Adrian Von Ziegler,sad
1614,Glass Princess,spotify:track:6SIAYN37uZkuxBUTB6XMWa,6SIAYN37uZkuxBUTB6XMWa,0.308,0.136,6,0,0.426,0.984,80.022,0.0399,0.0355,-18.267,Adrian Von Ziegler,sad
1615,Powerless,spotify:track:4cohtO99MjDpgAXjb24aAJ,4cohtO99MjDpgAXjb24aAJ,0.079,0.0883,7,0,0.833,0.512,171.119,0.115,0.0365,-22.693,Adrian Von Ziegler,sad
1616,Path to Darkness,spotify:track:2PBniyJ99VzpstkgFnQgOR,2PBniyJ99VzpstkgFnQgOR,0.223,0.135,6,0,0.893,0.785,89.798,0.0621,0.0321,-21.662,Adrian Von Ziegler,sad
1617,White Specter,spotify:track:6iYkxpleXCdOk2gvIYedkY,6iYkxpleXCdOk2gvIYedkY,0.148,0.186,3,0,0.454,0.863,77.359,0.0373,0.0357,-16.134,Adrian Von Ziegler,sad
1618,Fallen,spotify:track:724RYeVus7t09YCqk7IEIT,724RYeVus7t09YCqk7IEIT,0.187,0.346,7,1,0.822,0.545,75.931,0.129,0.0382,-17.68,Adrian Von Ziegler,sad
1619,Passing,spotify:track:49ex4jBruC0OqEHqCsNsAO,49ex4jBruC0OqEHqCsNsAO,0.242,0.181,6,0,0.906,0.799,100.043,0.0364,0.0319,-11.856,Adrian Von Ziegler,sad
1620,Falling into Inertia,spotify:track:7FupeesjIwskUwahXWEJPT,7FupeesjIwskUwahXWEJPT,0.293,0.338,4,1,0.218,0.96,99.984,0.0561,0.0358,-12.424,Immediate,sad
1621,He's the Giant,spotify:track:6tIqdPSCqiuDzPXcOQykqV,6tIqdPSCqiuDzPXcOQykqV,0.0884,0.394,7,0,0.201,0.95,86.03,0.0353,0.048,-12.485,Two Steps from Hell,sad
1622,Mercy in Darkness,spotify:track:6F5uMdLMXy1z6vvMKixC21,6F5uMdLMXy1z6vvMKixC21,0.193,0.252,9,1,0.85,0.922,106.27,0.126,0.0302,-14.677,Nick Phoenix,sad
1623,An Unfinished Life,spotify:track:5KlAzJduhdzXClrMSJzsmV,5KlAzJduhdzXClrMSJzsmV,0.457,0.372,0,1,0.818,0.932,98.047,0.179,0.0273,-11.564,Audiomachine,sad
1624,Kiss Me Goodbye,spotify:track:6wDHFCgZYnQo0kjH9vXRu4,6wDHFCgZYnQo0kjH9vXRu4,0.393,0.294,7,0,0.891,0.215,140.086,0.133,0.0281,-12.033,Frank Schlimbach,sad
1625,Submersive,spotify:track:2rzZPLT1MM5ij8eFrkBxkV,2rzZPLT1MM5ij8eFrkBxkV,0.168,0.314,0,1,0.035,0.0496,112.947,0.0312,0.037,-13.046,Colossal Trailer Music,sad
1626,Quiet Moon,spotify:track:3OVJVc72FUx9bie7RETbeL,3OVJVc72FUx9bie7RETbeL,0.303,0.0616,7,1,0.944,0.0546,111.29,0.164,0.0421,-19.348,Colossal Trailer Music,sad
1627,The Hidden Children (feat. Nathalie Bonin),spotify:track:0eGPDWLXNVkmxQ75yCXWKJ,0eGPDWLXNVkmxQ75yCXWKJ,0.0902,0.141,2,0,0.736,0.892,166.311,0.0383,0.0377,-21.136,Ashton Gleckman,sad
1628,Regrets,spotify:track:5meG7gvndBhu2Yc3Ld3ZyX,5meG7gvndBhu2Yc3Ld3ZyX,0.174,0.243,5,1,0.029,0.841,120.343,0.035,0.0401,-18.14,Doyle W. Donehoo,sad
